snapshot_time,event_slug,event_title,match_date,tournament,best_of,team1,team2,market_type,market_question,outcome1,outcome2,outcome1_mid,outcome2_mid,mid_source,volume
2026-05-22T02:17:30Z,lol-dkc-hle-2026-05-25,LoL: Dplus KIA Challengers vs Hanwha Life Esports Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-25T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,Dplus KIA Challengers,Hanwha Life Esports Challengers,game_1_winner,LoL: Dplus KIA Challengers vs Hanwha Life Esports Challengers - Game 1 Winner,Dplus KIA Challengers,Hanwha Life Esports Challengers,0.7300,0.2700,clob_mid,0
2026-05-22T02:17:30Z,lol-dkc-hle-2026-05-25,LoL: Dplus KIA Challengers vs Hanwha Life Esports Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-25T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,Dplus KIA Challengers,Hanwha Life Esports Challengers,game_2_winner,LoL: Dplus KIA Challengers vs Hanwha Life Esports Challengers - Game 2 Winner,Dplus KIA Challengers,Hanwha Life Esports Challengers,0.7400,0.2600,clob_mid,0
2026-05-22T02:17:30Z,lol-dkc-hle-2026-05-25,LoL: Dplus KIA Challengers vs Hanwha Life Esports Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-25T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,Dplus KIA Challengers,Hanwha Life Esports Challengers,game_handicap,Game Handicap: DK.C (-1.5) vs Hanwha Life Esports Challengers (+1.5),Dplus KIA Challengers,Hanwha Life Esports Challengers,0.5400,0.4600,clob_mid,0
2026-05-22T02:17:30Z,lol-bro1-drxc-2026-05-25,LoL: HANJIN BRION Challengers vs Kiwoom DRX Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-25T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,HANJIN BRION Challengers,Kiwoom DRX Challengers,match_winner,LoL: HANJIN BRION Challengers vs Kiwoom DRX Challengers (BO3) - LCK Challengers League Rounds 1-2,HANJIN BRION Challengers,Kiwoom DRX Challengers,0.3100,0.6900,clob_mid,0
2026-05-22T02:17:30Z,lol-bro1-drxc-2026-05-25,LoL: HANJIN BRION Challengers vs Kiwoom DRX Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-25T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,HANJIN BRION Challengers,Kiwoom DRX Challengers,game_1_winner,LoL: HANJIN BRION Challengers vs Kiwoom DRX Challengers - Game 1 Winner,HANJIN BRION Challengers,Kiwoom DRX Challengers,0.3600,0.6400,clob_mid,0
2026-05-22T02:17:30Z,lol-bro1-drxc-2026-05-25,LoL: HANJIN BRION Challengers vs Kiwoom DRX Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-25T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,HANJIN BRION Challengers,Kiwoom DRX Challengers,game_2_winner,LoL: HANJIN BRION Challengers vs Kiwoom DRX Challengers - Game 2 Winner,HANJIN BRION Challengers,Kiwoom DRX Challengers,0.3500,0.6500,clob_mid,0
2026-05-22T02:17:30Z,lol-bro1-drxc-2026-05-25,LoL: HANJIN BRION Challengers vs Kiwoom DRX Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-25T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,HANJIN BRION Challengers,Kiwoom DRX Challengers,game_handicap,Game Handicap: KRX.C (-1.5) vs HANJIN BRION Challengers (+1.5),Kiwoom DRX Challengers,HANJIN BRION Challengers,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-genga-ktc-2026-05-26,LoL: Gen.G Global Academy vs KT Rolster Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-26T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,Gen.G Global Academy,KT Rolster Challengers,match_winner,LoL: Gen.G Global Academy vs KT Rolster Challengers (BO3) - LCK Challengers League Rounds 1-2,Gen.G Global Academy,KT Rolster Challengers,0.1600,0.8400,clob_mid,0
2026-05-22T02:17:30Z,lol-genga-ktc-2026-05-26,LoL: Gen.G Global Academy vs KT Rolster Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-26T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,Gen.G Global Academy,KT Rolster Challengers,game_1_winner,LoL: Gen.G Global Academy vs KT Rolster Challengers - Game 1 Winner,Gen.G Global Academy,KT Rolster Challengers,0.2350,0.7650,clob_mid,0
2026-05-22T02:17:30Z,lol-genga-ktc-2026-05-26,LoL: Gen.G Global Academy vs KT Rolster Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-26T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,Gen.G Global Academy,KT Rolster Challengers,game_2_winner,LoL: Gen.G Global Academy vs KT Rolster Challengers - Game 2 Winner,Gen.G Global Academy,KT Rolster Challengers,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-genga-ktc-2026-05-26,LoL: Gen.G Global Academy vs KT Rolster Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-26T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,Gen.G Global Academy,KT Rolster Challengers,game_handicap,Game Handicap: KT.C (-1.5) vs Gen.G Global Academy (+1.5),KT Rolster Challengers,Gen.G Global Academy,0.5850,0.4150,clob_mid,0
2026-05-22T02:17:30Z,lol-dnsc-nsea-2026-05-26,LoL: DN SOOPers Challengers vs Nongshim Esports Academy (BO3) - LCK Challengers League Rounds 1-2,2026-05-26T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,DN SOOPers Challengers,Nongshim Esports Academy,match_winner,LoL: DN SOOPers Challengers vs Nongshim Esports Academy (BO3) - LCK Challengers League Rounds 1-2,DN SOOPers Challengers,Nongshim Esports Academy,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-dnsc-nsea-2026-05-26,LoL: DN SOOPers Challengers vs Nongshim Esports Academy (BO3) - LCK Challengers League Rounds 1-2,2026-05-26T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,DN SOOPers Challengers,Nongshim Esports Academy,game_1_winner,LoL: DN SOOPers Challengers vs Nongshim Esports Academy - Game 1 Winner,DN SOOPers Challengers,Nongshim Esports Academy,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-dnsc-nsea-2026-05-26,LoL: DN SOOPers Challengers vs Nongshim Esports Academy (BO3) - LCK Challengers League Rounds 1-2,2026-05-26T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,DN SOOPers Challengers,Nongshim Esports Academy,game_2_winner,LoL: DN SOOPers Challengers vs Nongshim Esports Academy - Game 2 Winner,DN SOOPers Challengers,Nongshim Esports Academy,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-dnsc-nsea-2026-05-26,LoL: DN SOOPers Challengers vs Nongshim Esports Academy (BO3) - LCK Challengers League Rounds 1-2,2026-05-26T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,DN SOOPers Challengers,Nongshim Esports Academy,game_handicap,Game Handicap: NS.EA (-1.5) vs DN SOOPers Challengers (+1.5),Nongshim Esports Academy,DN SOOPers Challengers,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-t1a-ktc-2026-05-28,LoL: T1 Academy vs KT Rolster Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-28T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,T1 Academy,KT Rolster Challengers,match_winner,LoL: T1 Academy vs KT Rolster Challengers (BO3) - LCK Challengers League Rounds 1-2,T1 Academy,KT Rolster Challengers,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-t1a-ktc-2026-05-28,LoL: T1 Academy vs KT Rolster Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-28T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,T1 Academy,KT Rolster Challengers,game_1_winner,LoL: T1 Academy vs KT Rolster Challengers - Game 1 Winner,T1 Academy,KT Rolster Challengers,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-t1a-ktc-2026-05-28,LoL: T1 Academy vs KT Rolster Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-28T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,T1 Academy,KT Rolster Challengers,game_2_winner,LoL: T1 Academy vs KT Rolster Challengers - Game 2 Winner,T1 Academy,KT Rolster Challengers,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-t1a-ktc-2026-05-28,LoL: T1 Academy vs KT Rolster Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-28T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,T1 Academy,KT Rolster Challengers,game_handicap,Game Handicap: T1.A (-1.5) vs KT Rolster Challengers (+1.5),T1 Academy,KT Rolster Challengers,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-drxc-foxy-2026-05-28,LoL: Kiwoom DRX Challengers vs BNK FearX Youth (BO3) - LCK Challengers League Rounds 1-2,2026-05-28T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,Kiwoom DRX Challengers,BNK FearX Youth,match_winner,LoL: Kiwoom DRX Challengers vs BNK FearX Youth (BO3) - LCK Challengers League Rounds 1-2,Kiwoom DRX Challengers,BNK FearX Youth,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-drxc-foxy-2026-05-28,LoL: Kiwoom DRX Challengers vs BNK FearX Youth (BO3) - LCK Challengers League Rounds 1-2,2026-05-28T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,Kiwoom DRX Challengers,BNK FearX Youth,game_1_winner,LoL: Kiwoom DRX Challengers vs BNK FearX Youth - Game 1 Winner,Kiwoom DRX Challengers,BNK FearX Youth,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-drxc-foxy-2026-05-28,LoL: Kiwoom DRX Challengers vs BNK FearX Youth (BO3) - LCK Challengers League Rounds 1-2,2026-05-28T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,Kiwoom DRX Challengers,BNK FearX Youth,game_2_winner,LoL: Kiwoom DRX Challengers vs BNK FearX Youth - Game 2 Winner,Kiwoom DRX Challengers,BNK FearX Youth,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-drxc-foxy-2026-05-28,LoL: Kiwoom DRX Challengers vs BNK FearX Youth (BO3) - LCK Challengers League Rounds 1-2,2026-05-28T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,Kiwoom DRX Challengers,BNK FearX Youth,game_handicap,Game Handicap: KRX.C (-1.5) vs BNK FearX Youth (+1.5),Kiwoom DRX Challengers,BNK FearX Youth,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-hle-bro1-2026-05-28,LoL: Hanwha Life Esports Challengers vs HANJIN BRION Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-28T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,Hanwha Life Esports Challengers,HANJIN BRION Challengers,match_winner,LoL: Hanwha Life Esports Challengers vs HANJIN BRION Challengers (BO3) - LCK Challengers League Rounds 1-2,Hanwha Life Esports Challengers,HANJIN BRION Challengers,0.5600,0.4400,clob_mid,0
2026-05-22T02:17:30Z,lol-hle-bro1-2026-05-28,LoL: Hanwha Life Esports Challengers vs HANJIN BRION Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-28T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,Hanwha Life Esports Challengers,HANJIN BRION Challengers,game_1_winner,LoL: Hanwha Life Esports Challengers vs HANJIN BRION Challengers - Game 1 Winner,Hanwha Life Esports Challengers,HANJIN BRION Challengers,0.5400,0.4600,clob_mid,0
2026-05-22T02:17:30Z,lol-hle-bro1-2026-05-28,LoL: Hanwha Life Esports Challengers vs HANJIN BRION Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-28T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,Hanwha Life Esports Challengers,HANJIN BRION Challengers,game_2_winner,LoL: Hanwha Life Esports Challengers vs HANJIN BRION Challengers - Game 2 Winner,Hanwha Life Esports Challengers,HANJIN BRION Challengers,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-hle-bro1-2026-05-28,LoL: Hanwha Life Esports Challengers vs HANJIN BRION Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-28T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,Hanwha Life Esports Challengers,HANJIN BRION Challengers,game_handicap,Game Handicap: HLE (-1.5) vs HANJIN BRION Challengers (+1.5),Hanwha Life Esports Challengers,HANJIN BRION Challengers,0.3100,0.6900,clob_mid,0
2026-05-22T02:17:30Z,lol-nsea-dkc-2026-05-29,LoL: Nongshim Esports Academy vs Dplus KIA Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-29T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,Nongshim Esports Academy,Dplus KIA Challengers,match_winner,LoL: Nongshim Esports Academy vs Dplus KIA Challengers (BO3) - LCK Challengers League Rounds 1-2,Nongshim Esports Academy,Dplus KIA Challengers,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-nsea-dkc-2026-05-29,LoL: Nongshim Esports Academy vs Dplus KIA Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-29T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,Nongshim Esports Academy,Dplus KIA Challengers,game_1_winner,LoL: Nongshim Esports Academy vs Dplus KIA Challengers - Game 1 Winner,Nongshim Esports Academy,Dplus KIA Challengers,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-nsea-dkc-2026-05-29,LoL: Nongshim Esports Academy vs Dplus KIA Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-29T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,Nongshim Esports Academy,Dplus KIA Challengers,game_2_winner,LoL: Nongshim Esports Academy vs Dplus KIA Challengers - Game 2 Winner,Nongshim Esports Academy,Dplus KIA Challengers,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-nsea-dkc-2026-05-29,LoL: Nongshim Esports Academy vs Dplus KIA Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-29T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,Nongshim Esports Academy,Dplus KIA Challengers,game_handicap,Game Handicap: NS.EA (-1.5) vs Dplus KIA Challengers (+1.5),Nongshim Esports Academy,Dplus KIA Challengers,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-genga-dnsc-2026-05-29,LoL: Gen.G Global Academy vs DN SOOPers Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-29T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,Gen.G Global Academy,DN SOOPers Challengers,match_winner,LoL: Gen.G Global Academy vs DN SOOPers Challengers (BO3) - LCK Challengers League Rounds 1-2,Gen.G Global Academy,DN SOOPers Challengers,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-genga-dnsc-2026-05-29,LoL: Gen.G Global Academy vs DN SOOPers Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-29T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,Gen.G Global Academy,DN SOOPers Challengers,game_1_winner,LoL: Gen.G Global Academy vs DN SOOPers Challengers - Game 1 Winner,Gen.G Global Academy,DN SOOPers Challengers,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-genga-dnsc-2026-05-29,LoL: Gen.G Global Academy vs DN SOOPers Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-29T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,Gen.G Global Academy,DN SOOPers Challengers,game_2_winner,LoL: Gen.G Global Academy vs DN SOOPers Challengers - Game 2 Winner,Gen.G Global Academy,DN SOOPers Challengers,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-genga-dnsc-2026-05-29,LoL: Gen.G Global Academy vs DN SOOPers Challengers (BO3) - LCK Challengers League Rounds 1-2,2026-05-29T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,Gen.G Global Academy,DN SOOPers Challengers,game_handicap,Game Handicap: DNS.C (-1.5) vs Gen.G Global Academy (+1.5),DN SOOPers Challengers,Gen.G Global Academy,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-big1-g2nord-2026-05-27,LoL: BIG vs G2 NORD (BO5) - Prime League 1st Division Playoffs,2026-05-27T00:00:00+00:00,Prime League 1st Division Playoffs,5,BIG,G2 NORD,match_winner,LoL: BIG vs G2 NORD (BO5) - Prime League 1st Division Playoffs,BIG,G2 NORD,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-big1-g2nord-2026-05-27,LoL: BIG vs G2 NORD (BO5) - Prime League 1st Division Playoffs,2026-05-27T00:00:00+00:00,Prime League 1st Division Playoffs,5,BIG,G2 NORD,game_1_winner,LoL: BIG vs G2 NORD - Game 1 Winner,BIG,G2 NORD,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-big1-g2nord-2026-05-27,LoL: BIG vs G2 NORD (BO5) - Prime League 1st Division Playoffs,2026-05-27T00:00:00+00:00,Prime League 1st Division Playoffs,5,BIG,G2 NORD,game_2_winner,LoL: BIG vs G2 NORD - Game 2 Winner,BIG,G2 NORD,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-big1-g2nord-2026-05-27,LoL: BIG vs G2 NORD (BO5) - Prime League 1st Division Playoffs,2026-05-27T00:00:00+00:00,Prime League 1st Division Playoffs,5,BIG,G2 NORD,game_3_winner,LoL: BIG vs G2 NORD - Game 3 Winner,BIG,G2 NORD,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-big1-g2nord-2026-05-27,LoL: BIG vs G2 NORD (BO5) - Prime League 1st Division Playoffs,2026-05-27T00:00:00+00:00,Prime League 1st Division Playoffs,5,BIG,G2 NORD,game_4_winner,LoL: BIG vs G2 NORD - Game 4 Winner,BIG,G2 NORD,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-big1-g2nord-2026-05-27,LoL: BIG vs G2 NORD (BO5) - Prime League 1st Division Playoffs,2026-05-27T00:00:00+00:00,Prime League 1st Division Playoffs,5,BIG,G2 NORD,game_handicap,Game Handicap: BIG (-1.5) vs G2 NORD (+1.5),BIG,G2 NORD,0.5000,0.5000,clob_mid,0
2026-05-22T02:17:30Z,lol-big1-g2nord-2026-05-27,LoL: BIG vs G2 NORD (BO5) - Prime League 1st Division Playoffs,2026-05-27T00:00:00+00:00,Prime League 1st Division Playoffs,5,BIG,G2 NORD,game_handicap,Game Handicap: BIG (-2.5) vs G2 NORD (+2.5),BIG,G2 NORD,0.5000,0.5000,clob_mid,0
2026-05-22T03:17:35Z,lol-wb-blg-2026-05-21,LoL: Weibo Gaming vs Bilibili Gaming (BO3) - Esports World Cup China Qualifier Phase 2,2026-05-21T00:00:00+00:00,Esports World Cup China Qualifier Phase 2,3,Weibo Gaming,Bilibili Gaming,match_winner,LoL: Weibo Gaming vs Bilibili Gaming (BO3) - Esports World Cup China Qualifier Phase 2,Weibo Gaming,Bilibili Gaming,1.0000,0.0000,gamma_last,250144
2026-05-22T03:17:35Z,lol-wb-blg-2026-05-21,LoL: Weibo Gaming vs Bilibili Gaming (BO3) - Esports World Cup China Qualifier Phase 2,2026-05-21T00:00:00+00:00,Esports World Cup China Qualifier Phase 2,3,Weibo Gaming,Bilibili Gaming,game_1_winner,LoL: Weibo Gaming vs Bilibili Gaming - Game 1 Winner,Weibo Gaming,Bilibili Gaming,1.0000,0.0000,gamma_last,312273
2026-05-22T03:17:35Z,lol-wb-blg-2026-05-21,LoL: Weibo Gaming vs Bilibili Gaming (BO3) - Esports World Cup China Qualifier Phase 2,2026-05-21T00:00:00+00:00,Esports World Cup China Qualifier Phase 2,3,Weibo Gaming,Bilibili Gaming,game_2_winner,LoL: Weibo Gaming vs Bilibili Gaming - Game 2 Winner,Weibo Gaming,Bilibili Gaming,1.0000,0.0000,gamma_last,282520
2026-05-22T03:17:35Z,lol-wb-blg-2026-05-21,LoL: Weibo Gaming vs Bilibili Gaming (BO3) - Esports World Cup China Qualifier Phase 2,2026-05-21T00:00:00+00:00,Esports World Cup China Qualifier Phase 2,3,Weibo Gaming,Bilibili Gaming,game_handicap,Game Handicap: BLG (-1.5) vs Weibo Gaming (+1.5),Bilibili Gaming,Weibo Gaming,0.0000,1.0000,gamma_last,49425
2026-05-22T03:17:35Z,lol-wb-blg-2026-05-21,LoL: Weibo Gaming vs Bilibili Gaming (BO3) - Esports World Cup China Qualifier Phase 2,2026-05-21T00:00:00+00:00,Esports World Cup China Qualifier Phase 2,3,Weibo Gaming,Bilibili Gaming,game_handicap,Game Handicap: WB (-1.5) vs Bilibili Gaming (+1.5),Weibo Gaming,Bilibili Gaming,1.0000,0.0000,gamma_last,100
2026-05-22T03:17:35Z,lol-vit-mkoi-2026-05-23,LoL: Team Vitality vs Movistar KOI (BO5) - LEC Playoffs,2026-05-23T00:00:00+00:00,LEC Playoffs,5,Team Vitality,Movistar KOI,match_winner,LoL: Team Vitality vs Movistar KOI (BO5) - LEC Playoffs,Team Vitality,Movistar KOI,0.4350,0.5650,clob_mid,9823
2026-05-22T03:17:35Z,lol-vit-mkoi-2026-05-23,LoL: Team Vitality vs Movistar KOI (BO5) - LEC Playoffs,2026-05-23T00:00:00+00:00,LEC Playoffs,5,Team Vitality,Movistar KOI,game_1_winner,LoL: Team Vitality vs Movistar KOI - Game 1 Winner,Team Vitality,Movistar KOI,0.4750,0.5250,clob_mid,0
2026-05-22T03:17:35Z,lol-vit-mkoi-2026-05-23,LoL: Team Vitality vs Movistar KOI (BO5) - LEC Playoffs,2026-05-23T00:00:00+00:00,LEC Playoffs,5,Team Vitality,Movistar KOI,game_2_winner,LoL: Team Vitality vs Movistar KOI - Game 2 Winner,Team Vitality,Movistar KOI,0.4750,0.5250,clob_mid,0
2026-05-22T03:17:35Z,lol-vit-mkoi-2026-05-23,LoL: Team Vitality vs Movistar KOI (BO5) - LEC Playoffs,2026-05-23T00:00:00+00:00,LEC Playoffs,5,Team Vitality,Movistar KOI,game_3_winner,LoL: Team Vitality vs Movistar KOI - Game 3 Winner,Team Vitality,Movistar KOI,0.4750,0.5250,clob_mid,0
2026-05-22T03:17:35Z,lol-vit-mkoi-2026-05-23,LoL: Team Vitality vs Movistar KOI (BO5) - LEC Playoffs,2026-05-23T00:00:00+00:00,LEC Playoffs,5,Team Vitality,Movistar KOI,game_4_winner,LoL: Team Vitality vs Movistar KOI - Game 4 Winner,Team Vitality,Movistar KOI,0.4700,0.5300,clob_mid,0
2026-05-22T03:17:35Z,lol-vit-mkoi-2026-05-23,LoL: Team Vitality vs Movistar KOI (BO5) - LEC Playoffs,2026-05-23T00:00:00+00:00,LEC Playoffs,5,Team Vitality,Movistar KOI,game_handicap,Game Handicap: MKOI (-1.5) vs Team Vitality (+1.5),Movistar KOI,Team Vitality,0.3750,0.6250,clob_mid,0
2026-05-22T03:17:35Z,lol-vit-mkoi-2026-05-23,LoL: Team Vitality vs Movistar KOI (BO5) - LEC Playoffs,2026-05-23T00:00:00+00:00,LEC Playoffs,5,Team Vitality,Movistar KOI,game_handicap,Game Handicap: MKOI (-2.5) vs Team Vitality (+2.5),Movistar KOI,Team Vitality,0.1600,0.8400,clob_mid,0
2026-05-22T03:17:35Z,lol-kc-g2-2026-05-24,LoL: Karmine Corp vs G2 Esports (BO5) - LEC Playoffs,2026-05-24T00:00:00+00:00,LEC Playoffs,5,Karmine Corp,G2 Esports,match_winner,LoL: Karmine Corp vs G2 Esports (BO5) - LEC Playoffs,Karmine Corp,G2 Esports,0.2950,0.7050,clob_mid,8123
2026-05-22T03:17:35Z,lol-kc-g2-2026-05-24,LoL: Karmine Corp vs G2 Esports (BO5) - LEC Playoffs,2026-05-24T00:00:00+00:00,LEC Playoffs,5,Karmine Corp,G2 Esports,game_1_winner,LoL: Karmine Corp vs G2 Esports - Game 1 Winner,Karmine Corp,G2 Esports,0.3950,0.6050,clob_mid,143
2026-05-22T03:17:35Z,lol-kc-g2-2026-05-24,LoL: Karmine Corp vs G2 Esports (BO5) - LEC Playoffs,2026-05-24T00:00:00+00:00,LEC Playoffs,5,Karmine Corp,G2 Esports,game_2_winner,LoL: Karmine Corp vs G2 Esports - Game 2 Winner,Karmine Corp,G2 Esports,0.3950,0.6050,clob_mid,122
2026-05-22T03:17:35Z,lol-kc-g2-2026-05-24,LoL: Karmine Corp vs G2 Esports (BO5) - LEC Playoffs,2026-05-24T00:00:00+00:00,LEC Playoffs,5,Karmine Corp,G2 Esports,game_3_winner,LoL: Karmine Corp vs G2 Esports - Game 3 Winner,Karmine Corp,G2 Esports,0.3950,0.6050,clob_mid,63
2026-05-22T03:17:35Z,lol-kc-g2-2026-05-24,LoL: Karmine Corp vs G2 Esports (BO5) - LEC Playoffs,2026-05-24T00:00:00+00:00,LEC Playoffs,5,Karmine Corp,G2 Esports,game_4_winner,LoL: Karmine Corp vs G2 Esports - Game 4 Winner,Karmine Corp,G2 Esports,0.4000,0.6000,clob_mid,0
2026-05-22T03:17:35Z,lol-kc-g2-2026-05-24,LoL: Karmine Corp vs G2 Esports (BO5) - LEC Playoffs,2026-05-24T00:00:00+00:00,LEC Playoffs,5,Karmine Corp,G2 Esports,game_handicap,Game Handicap: G2 (-1.5) vs Karmine Corp (+1.5),G2 Esports,Karmine Corp,0.5100,0.4900,clob_mid,256
2026-05-22T03:17:35Z,lol-kc-g2-2026-05-24,LoL: Karmine Corp vs G2 Esports (BO5) - LEC Playoffs,2026-05-24T00:00:00+00:00,LEC Playoffs,5,Karmine Corp,G2 Esports,game_handicap,Game Handicap: G2 (-2.5) vs Karmine Corp (+2.5),G2 Esports,Karmine Corp,0.2550,0.7450,clob_mid,0
2026-05-22T03:17:35Z,lol-vks-los-2026-05-23,LoL: Vivo Keyd Stars vs LOS (BO5) - CBLOL Playoffs,2026-05-23T00:00:00+00:00,CBLOL Playoffs,5,Vivo Keyd Stars,LOS,game_1_winner,LoL: Vivo Keyd Stars vs LOS - Game 1 Winner,Vivo Keyd Stars,LOS,0.4900,0.5100,clob_mid,0
2026-05-22T03:17:35Z,lol-vks-los-2026-05-23,LoL: Vivo Keyd Stars vs LOS (BO5) - CBLOL Playoffs,2026-05-23T00:00:00+00:00,CBLOL Playoffs,5,Vivo Keyd Stars,LOS,game_2_winner,LoL: Vivo Keyd Stars vs LOS - Game 2 Winner,Vivo Keyd Stars,LOS,0.4950,0.5050,clob_mid,0
2026-05-22T03:17:35Z,lol-vks-los-2026-05-23,LoL: Vivo Keyd Stars vs LOS (BO5) - CBLOL Playoffs,2026-05-23T00:00:00+00:00,CBLOL Playoffs,5,Vivo Keyd Stars,LOS,game_3_winner,LoL: Vivo Keyd Stars vs LOS - Game 3 Winner,Vivo Keyd Stars,LOS,0.4900,0.5100,clob_mid,0
2026-05-22T03:17:35Z,lol-vks-los-2026-05-23,LoL: Vivo Keyd Stars vs LOS (BO5) - CBLOL Playoffs,2026-05-23T00:00:00+00:00,CBLOL Playoffs,5,Vivo Keyd Stars,LOS,game_handicap,Game Handicap: VKS (-2.5) vs LOS (+2.5),Vivo Keyd Stars,LOS,0.1550,0.8450,clob_mid,0
2026-05-22T03:17:35Z,lol-vks-los-2026-05-23,LoL: Vivo Keyd Stars vs LOS (BO5) - CBLOL Playoffs,2026-05-23T00:00:00+00:00,CBLOL Playoffs,5,Vivo Keyd Stars,LOS,match_winner,LoL: Vivo Keyd Stars vs LOS (BO5) - CBLOL Playoffs,Vivo Keyd Stars,LOS,0.5000,0.5000,clob_mid,1460
