snapshot_time,event_slug,event_title,match_date,tournament,best_of,team1,team2,market_type,market_question,outcome1,outcome2,outcome1_mid,outcome2_mid,mid_source,volume
2026-05-22T00:17:21Z,lol-wb-blg-2026-05-21,LoL: Weibo Gaming vs Bilibili Gaming (BO3) - Esports World Cup China Qualifier Phase 2,2026-05-21T00:00:00+00:00,Esports World Cup China Qualifier Phase 2,3,Weibo Gaming,Bilibili Gaming,game_2_winner,LoL: Weibo Gaming vs Bilibili Gaming - Game 2 Winner,Weibo Gaming,Bilibili Gaming,1.0000,0.0000,gamma_last,282520
2026-05-22T00:17:21Z,lol-wb-blg-2026-05-21,LoL: Weibo Gaming vs Bilibili Gaming (BO3) - Esports World Cup China Qualifier Phase 2,2026-05-21T00:00:00+00:00,Esports World Cup China Qualifier Phase 2,3,Weibo Gaming,Bilibili Gaming,game_handicap,Game Handicap: BLG (-1.5) vs Weibo Gaming (+1.5),Bilibili Gaming,Weibo Gaming,0.0000,1.0000,gamma_last,49425
2026-05-22T00:17:21Z,lol-wb-blg-2026-05-21,LoL: Weibo Gaming vs Bilibili Gaming (BO3) - Esports World Cup China Qualifier Phase 2,2026-05-21T00:00:00+00:00,Esports World Cup China Qualifier Phase 2,3,Weibo Gaming,Bilibili Gaming,game_handicap,Game Handicap: WB (-1.5) vs Bilibili Gaming (+1.5),Weibo Gaming,Bilibili Gaming,1.0000,0.0000,gamma_last,100
2026-05-22T00:17:21Z,lol-vit-mkoi-2026-05-23,LoL: Team Vitality vs Movistar KOI (BO5) - LEC Playoffs,2026-05-23T00:00:00+00:00,LEC Playoffs,5,Team Vitality,Movistar KOI,match_winner,LoL: Team Vitality vs Movistar KOI (BO5) - LEC Playoffs,Team Vitality,Movistar KOI,0.4350,0.5650,clob_mid,9712
2026-05-22T00:17:21Z,lol-vit-mkoi-2026-05-23,LoL: Team Vitality vs Movistar KOI (BO5) - LEC Playoffs,2026-05-23T00:00:00+00:00,LEC Playoffs,5,Team Vitality,Movistar KOI,game_1_winner,LoL: Team Vitality vs Movistar KOI - Game 1 Winner,Team Vitality,Movistar KOI,0.4750,0.5250,clob_mid,0
2026-05-22T00:17:21Z,lol-vit-mkoi-2026-05-23,LoL: Team Vitality vs Movistar KOI (BO5) - LEC Playoffs,2026-05-23T00:00:00+00:00,LEC Playoffs,5,Team Vitality,Movistar KOI,game_2_winner,LoL: Team Vitality vs Movistar KOI - Game 2 Winner,Team Vitality,Movistar KOI,0.4750,0.5250,clob_mid,0
2026-05-22T00:17:21Z,lol-vit-mkoi-2026-05-23,LoL: Team Vitality vs Movistar KOI (BO5) - LEC Playoffs,2026-05-23T00:00:00+00:00,LEC Playoffs,5,Team Vitality,Movistar KOI,game_3_winner,LoL: Team Vitality vs Movistar KOI - Game 3 Winner,Team Vitality,Movistar KOI,0.4750,0.5250,clob_mid,0
2026-05-22T00:17:21Z,lol-vit-mkoi-2026-05-23,LoL: Team Vitality vs Movistar KOI (BO5) - LEC Playoffs,2026-05-23T00:00:00+00:00,LEC Playoffs,5,Team Vitality,Movistar KOI,game_4_winner,LoL: Team Vitality vs Movistar KOI - Game 4 Winner,Team Vitality,Movistar KOI,0.4700,0.5300,clob_mid,0
2026-05-22T00:17:21Z,lol-vit-mkoi-2026-05-23,LoL: Team Vitality vs Movistar KOI (BO5) - LEC Playoffs,2026-05-23T00:00:00+00:00,LEC Playoffs,5,Team Vitality,Movistar KOI,game_handicap,Game Handicap: MKOI (-1.5) vs Team Vitality (+1.5),Movistar KOI,Team Vitality,0.3750,0.6250,clob_mid,0
2026-05-22T00:17:21Z,lol-vit-mkoi-2026-05-23,LoL: Team Vitality vs Movistar KOI (BO5) - LEC Playoffs,2026-05-23T00:00:00+00:00,LEC Playoffs,5,Team Vitality,Movistar KOI,game_handicap,Game Handicap: MKOI (-2.5) vs Team Vitality (+2.5),Movistar KOI,Team Vitality,0.1600,0.8400,clob_mid,0
2026-05-22T00:17:21Z,lol-kc-g2-2026-05-24,LoL: Karmine Corp vs G2 Esports (BO5) - LEC Playoffs,2026-05-24T00:00:00+00:00,LEC Playoffs,5,Karmine Corp,G2 Esports,match_winner,LoL: Karmine Corp vs G2 Esports (BO5) - LEC Playoffs,Karmine Corp,G2 Esports,0.2950,0.7050,clob_mid,8100
2026-05-22T00:17:21Z,lol-kc-g2-2026-05-24,LoL: Karmine Corp vs G2 Esports (BO5) - LEC Playoffs,2026-05-24T00:00:00+00:00,LEC Playoffs,5,Karmine Corp,G2 Esports,game_1_winner,LoL: Karmine Corp vs G2 Esports - Game 1 Winner,Karmine Corp,G2 Esports,0.3950,0.6050,clob_mid,143
2026-05-22T00:17:21Z,lol-kc-g2-2026-05-24,LoL: Karmine Corp vs G2 Esports (BO5) - LEC Playoffs,2026-05-24T00:00:00+00:00,LEC Playoffs,5,Karmine Corp,G2 Esports,game_2_winner,LoL: Karmine Corp vs G2 Esports - Game 2 Winner,Karmine Corp,G2 Esports,0.3950,0.6050,clob_mid,122
2026-05-22T00:17:21Z,lol-kc-g2-2026-05-24,LoL: Karmine Corp vs G2 Esports (BO5) - LEC Playoffs,2026-05-24T00:00:00+00:00,LEC Playoffs,5,Karmine Corp,G2 Esports,game_3_winner,LoL: Karmine Corp vs G2 Esports - Game 3 Winner,Karmine Corp,G2 Esports,0.3950,0.6050,clob_mid,63
2026-05-22T00:17:21Z,lol-kc-g2-2026-05-24,LoL: Karmine Corp vs G2 Esports (BO5) - LEC Playoffs,2026-05-24T00:00:00+00:00,LEC Playoffs,5,Karmine Corp,G2 Esports,game_4_winner,LoL: Karmine Corp vs G2 Esports - Game 4 Winner,Karmine Corp,G2 Esports,0.3600,0.6400,clob_mid,0
2026-05-22T00:17:21Z,lol-kc-g2-2026-05-24,LoL: Karmine Corp vs G2 Esports (BO5) - LEC Playoffs,2026-05-24T00:00:00+00:00,LEC Playoffs,5,Karmine Corp,G2 Esports,game_handicap,Game Handicap: G2 (-1.5) vs Karmine Corp (+1.5),G2 Esports,Karmine Corp,0.4850,0.5150,clob_mid,256
2026-05-22T00:17:21Z,lol-kc-g2-2026-05-24,LoL: Karmine Corp vs G2 Esports (BO5) - LEC Playoffs,2026-05-24T00:00:00+00:00,LEC Playoffs,5,Karmine Corp,G2 Esports,game_handicap,Game Handicap: G2 (-2.5) vs Karmine Corp (+2.5),G2 Esports,Karmine Corp,0.2550,0.7450,clob_mid,0
2026-05-22T00:17:21Z,lol-vks-los-2026-05-23,LoL: Vivo Keyd Stars vs LOS (BO5) - CBLOL Playoffs,2026-05-23T00:00:00+00:00,CBLOL Playoffs,5,Vivo Keyd Stars,LOS,game_1_winner,LoL: Vivo Keyd Stars vs LOS - Game 1 Winner,Vivo Keyd Stars,LOS,0.4950,0.5050,clob_mid,0
2026-05-22T00:17:21Z,lol-vks-los-2026-05-23,LoL: Vivo Keyd Stars vs LOS (BO5) - CBLOL Playoffs,2026-05-23T00:00:00+00:00,CBLOL Playoffs,5,Vivo Keyd Stars,LOS,game_2_winner,LoL: Vivo Keyd Stars vs LOS - Game 2 Winner,Vivo Keyd Stars,LOS,0.4950,0.5050,clob_mid,0
2026-05-22T00:17:21Z,lol-vks-los-2026-05-23,LoL: Vivo Keyd Stars vs LOS (BO5) - CBLOL Playoffs,2026-05-23T00:00:00+00:00,CBLOL Playoffs,5,Vivo Keyd Stars,LOS,game_3_winner,LoL: Vivo Keyd Stars vs LOS - Game 3 Winner,Vivo Keyd Stars,LOS,0.4900,0.5100,clob_mid,0
2026-05-22T00:17:21Z,lol-vks-los-2026-05-23,LoL: Vivo Keyd Stars vs LOS (BO5) - CBLOL Playoffs,2026-05-23T00:00:00+00:00,CBLOL Playoffs,5,Vivo Keyd Stars,LOS,game_handicap,Game Handicap: VKS (-2.5) vs LOS (+2.5),Vivo Keyd Stars,LOS,0.1550,0.8450,clob_mid,0
2026-05-22T00:17:21Z,lol-vks-los-2026-05-23,LoL: Vivo Keyd Stars vs LOS (BO5) - CBLOL Playoffs,2026-05-23T00:00:00+00:00,CBLOL Playoffs,5,Vivo Keyd Stars,LOS,match_winner,LoL: Vivo Keyd Stars vs LOS (BO5) - CBLOL Playoffs,Vivo Keyd Stars,LOS,0.5000,0.5000,clob_mid,1460
2026-05-22T00:17:21Z,lol-vks-los-2026-05-23,LoL: Vivo Keyd Stars vs LOS (BO5) - CBLOL Playoffs,2026-05-23T00:00:00+00:00,CBLOL Playoffs,5,Vivo Keyd Stars,LOS,game_4_winner,LoL: Vivo Keyd Stars vs LOS - Game 4 Winner,Vivo Keyd Stars,LOS,0.5050,0.4950,clob_mid,0
2026-05-22T00:17:21Z,lol-vks-los-2026-05-23,LoL: Vivo Keyd Stars vs LOS (BO5) - CBLOL Playoffs,2026-05-23T00:00:00+00:00,CBLOL Playoffs,5,Vivo Keyd Stars,LOS,game_handicap,Game Handicap: VKS (-1.5) vs LOS (+1.5),Vivo Keyd Stars,LOS,0.3300,0.6700,clob_mid,0
2026-05-22T00:17:21Z,lol-vks-los-2026-05-23,LoL: Vivo Keyd Stars vs LOS (BO5) - CBLOL Playoffs,2026-05-23T00:00:00+00:00,CBLOL Playoffs,5,Vivo Keyd Stars,LOS,game_handicap,Game Handicap: LOS (-1.5) vs Vivo Keyd Stars (+1.5),LOS,Vivo Keyd Stars,0.3400,0.6600,clob_mid,18
2026-05-22T00:17:21Z,lol-vks-los-2026-05-23,LoL: Vivo Keyd Stars vs LOS (BO5) - CBLOL Playoffs,2026-05-23T00:00:00+00:00,CBLOL Playoffs,5,Vivo Keyd Stars,LOS,game_handicap,Game Handicap: LOS (-2.5) vs Vivo Keyd Stars (+2.5),LOS,Vivo Keyd Stars,0.1650,0.8350,clob_mid,0
2026-05-22T00:17:21Z,lol-fsk-doc-2026-05-21,LoL: Forsaken vs DOCISK (BO3) - Rift Legends Regular Season,2026-05-21T00:00:00+00:00,Rift Legends Regular Season,3,Forsaken,DOCISK,match_winner,LoL: Forsaken vs DOCISK (BO3) - Rift Legends Regular Season,Forsaken,DOCISK,1.0000,0.0000,gamma_last,6698
2026-05-22T00:17:21Z,lol-fsk-doc-2026-05-21,LoL: Forsaken vs DOCISK (BO3) - Rift Legends Regular Season,2026-05-21T00:00:00+00:00,Rift Legends Regular Season,3,Forsaken,DOCISK,game_1_winner,LoL: Forsaken vs DOCISK - Game 1 Winner,Forsaken,DOCISK,1.0000,0.0000,gamma_last,51
2026-05-22T00:17:21Z,lol-fsk-doc-2026-05-21,LoL: Forsaken vs DOCISK (BO3) - Rift Legends Regular Season,2026-05-21T00:00:00+00:00,Rift Legends Regular Season,3,Forsaken,DOCISK,game_2_winner,LoL: Forsaken vs DOCISK - Game 2 Winner,Forsaken,DOCISK,1.0000,0.0000,gamma_last,100
2026-05-22T00:17:21Z,lol-fsk-doc-2026-05-21,LoL: Forsaken vs DOCISK (BO3) - Rift Legends Regular Season,2026-05-21T00:00:00+00:00,Rift Legends Regular Season,3,Forsaken,DOCISK,game_handicap,Game Handicap: FSK (-1.5) vs DOCISK (+1.5),Forsaken,DOCISK,1.0000,0.0000,gamma_last,716
2026-05-22T00:17:21Z,lol-dk-t1-2026-05-25,LoL: Dplus KIA vs T1 (BO5) - Esports World Cup Korea Qualifier Playoffs,2026-05-25T00:00:00+00:00,Esports World Cup Korea Qualifier Playoffs,5,Dplus KIA,T1,game_handicap,Game Handicap: T1 (-1.5) vs Dplus KIA (+1.5),T1,Dplus KIA,0.4950,0.5050,clob_mid,0
2026-05-22T00:17:21Z,lol-dk-t1-2026-05-25,LoL: Dplus KIA vs T1 (BO5) - Esports World Cup Korea Qualifier Playoffs,2026-05-25T00:00:00+00:00,Esports World Cup Korea Qualifier Playoffs,5,Dplus KIA,T1,game_handicap,Game Handicap: T1 (-2.5) vs Dplus KIA (+2.5),T1,Dplus KIA,0.2750,0.7250,clob_mid,0
2026-05-22T00:17:21Z,lol-dk-t1-2026-05-25,LoL: Dplus KIA vs T1 (BO5) - Esports World Cup Korea Qualifier Playoffs,2026-05-25T00:00:00+00:00,Esports World Cup Korea Qualifier Playoffs,5,Dplus KIA,T1,match_winner,LoL: Dplus KIA vs T1 (BO5) - Esports World Cup Korea Qualifier Playoffs,Dplus KIA,T1,0.2850,0.7150,clob_mid,543
2026-05-22T00:17:21Z,lol-dk-t1-2026-05-25,LoL: Dplus KIA vs T1 (BO5) - Esports World Cup Korea Qualifier Playoffs,2026-05-25T00:00:00+00:00,Esports World Cup Korea Qualifier Playoffs,5,Dplus KIA,T1,game_1_winner,LoL: Dplus KIA vs T1 - Game 1 Winner,Dplus KIA,T1,0.3550,0.6450,clob_mid,0
2026-05-22T00:17:21Z,lol-dk-t1-2026-05-25,LoL: Dplus KIA vs T1 (BO5) - Esports World Cup Korea Qualifier Playoffs,2026-05-25T00:00:00+00:00,Esports World Cup Korea Qualifier Playoffs,5,Dplus KIA,T1,game_2_winner,LoL: Dplus KIA vs T1 - Game 2 Winner,Dplus KIA,T1,0.3100,0.6900,clob_mid,0
2026-05-22T00:17:21Z,lol-dk-t1-2026-05-25,LoL: Dplus KIA vs T1 (BO5) - Esports World Cup Korea Qualifier Playoffs,2026-05-25T00:00:00+00:00,Esports World Cup Korea Qualifier Playoffs,5,Dplus KIA,T1,game_3_winner,LoL: Dplus KIA vs T1 - Game 3 Winner,Dplus KIA,T1,0.3200,0.6800,clob_mid,0
2026-05-22T00:17:21Z,lol-dk-t1-2026-05-25,LoL: Dplus KIA vs T1 (BO5) - Esports World Cup Korea Qualifier Playoffs,2026-05-25T00:00:00+00:00,Esports World Cup Korea Qualifier Playoffs,5,Dplus KIA,T1,game_4_winner,LoL: Dplus KIA vs T1 - Game 4 Winner,Dplus KIA,T1,0.3550,0.6450,clob_mid,0
2026-05-22T00:17:21Z,lol-ktc-foxy-2026-05-22,LoL: KT Rolster Challengers vs BNK FearX Youth (BO3) - LCK Challengers League Rounds 1-2,2026-05-22T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,KT Rolster Challengers,BNK FearX Youth,match_winner,LoL: KT Rolster Challengers vs BNK FearX Youth (BO3) - LCK Challengers League Rounds 1-2,KT Rolster Challengers,BNK FearX Youth,0.6950,0.3050,clob_mid,35158
2026-05-22T00:17:21Z,lol-ktc-foxy-2026-05-22,LoL: KT Rolster Challengers vs BNK FearX Youth (BO3) - LCK Challengers League Rounds 1-2,2026-05-22T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,KT Rolster Challengers,BNK FearX Youth,game_1_winner,LoL: KT Rolster Challengers vs BNK FearX Youth - Game 1 Winner,KT Rolster Challengers,BNK FearX Youth,0.6350,0.3650,clob_mid,4913
2026-05-22T00:17:21Z,lol-ktc-foxy-2026-05-22,LoL: KT Rolster Challengers vs BNK FearX Youth (BO3) - LCK Challengers League Rounds 1-2,2026-05-22T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,KT Rolster Challengers,BNK FearX Youth,game_2_winner,LoL: KT Rolster Challengers vs BNK FearX Youth - Game 2 Winner,KT Rolster Challengers,BNK FearX Youth,0.6450,0.3550,clob_mid,2033
2026-05-22T00:17:21Z,lol-ktc-foxy-2026-05-22,LoL: KT Rolster Challengers vs BNK FearX Youth (BO3) - LCK Challengers League Rounds 1-2,2026-05-22T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,KT Rolster Challengers,BNK FearX Youth,game_handicap,Game Handicap: KT.C (-1.5) vs BNK FearX Youth (+1.5),KT Rolster Challengers,BNK FearX Youth,0.4250,0.5750,clob_mid,57
2026-05-22T00:17:21Z,lol-bro1-t1a-2026-05-22,LoL: HANJIN BRION Challengers vs T1 Academy (BO3) - LCK Challengers League Rounds 1-2,2026-05-22T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,HANJIN BRION Challengers,T1 Academy,match_winner,LoL: HANJIN BRION Challengers vs T1 Academy (BO3) - LCK Challengers League Rounds 1-2,HANJIN BRION Challengers,T1 Academy,0.1350,0.8650,clob_mid,2203
2026-05-22T00:17:21Z,lol-bro1-t1a-2026-05-22,LoL: HANJIN BRION Challengers vs T1 Academy (BO3) - LCK Challengers League Rounds 1-2,2026-05-22T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,HANJIN BRION Challengers,T1 Academy,game_1_winner,LoL: HANJIN BRION Challengers vs T1 Academy - Game 1 Winner,HANJIN BRION Challengers,T1 Academy,0.2050,0.7950,clob_mid,931
2026-05-22T00:17:21Z,lol-bro1-t1a-2026-05-22,LoL: HANJIN BRION Challengers vs T1 Academy (BO3) - LCK Challengers League Rounds 1-2,2026-05-22T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,HANJIN BRION Challengers,T1 Academy,game_2_winner,LoL: HANJIN BRION Challengers vs T1 Academy - Game 2 Winner,HANJIN BRION Challengers,T1 Academy,0.2150,0.7850,clob_mid,918
2026-05-22T00:17:21Z,lol-bro1-t1a-2026-05-22,LoL: HANJIN BRION Challengers vs T1 Academy (BO3) - LCK Challengers League Rounds 1-2,2026-05-22T00:00:00+00:00,LCK Challengers League Rounds 1-2,3,HANJIN BRION Challengers,T1 Academy,game_handicap,Game Handicap: T1.A (-1.5) vs HANJIN BRION Challengers (+1.5),T1 Academy,HANJIN BRION Challengers,0.6350,0.3650,clob_mid,242
2026-05-22T00:17:21Z,lol-dnf-drx-2026-05-22,LoL: DN SOOPers vs Kiwoom DRX (BO3) - LCK Rounds 1-2,2026-05-22T00:00:00+00:00,LCK Rounds 1-2,3,DN SOOPers,Kiwoom DRX,match_winner,LoL: DN SOOPers vs Kiwoom DRX (BO3) - LCK Rounds 1-2,DN SOOPers,Kiwoom DRX,0.2850,0.7150,clob_mid,9883
2026-05-22T00:17:21Z,lol-dnf-drx-2026-05-22,LoL: DN SOOPers vs Kiwoom DRX (BO3) - LCK Rounds 1-2,2026-05-22T00:00:00+00:00,LCK Rounds 1-2,3,DN SOOPers,Kiwoom DRX,game_1_winner,LoL: DN SOOPers vs Kiwoom DRX - Game 1 Winner,DN SOOPers,Kiwoom DRX,0.3550,0.6450,clob_mid,952
2026-05-22T00:17:21Z,lol-dnf-drx-2026-05-22,LoL: DN SOOPers vs Kiwoom DRX (BO3) - LCK Rounds 1-2,2026-05-22T00:00:00+00:00,LCK Rounds 1-2,3,DN SOOPers,Kiwoom DRX,game_2_winner,LoL: DN SOOPers vs Kiwoom DRX - Game 2 Winner,DN SOOPers,Kiwoom DRX,0.3450,0.6550,clob_mid,5
2026-05-22T00:17:21Z,lol-dnf-drx-2026-05-22,LoL: DN SOOPers vs Kiwoom DRX (BO3) - LCK Rounds 1-2,2026-05-22T00:00:00+00:00,LCK Rounds 1-2,3,DN SOOPers,Kiwoom DRX,game_handicap,Game Handicap: KRX (-1.5) vs DN SOOPers (+1.5),Kiwoom DRX,DN SOOPers,0.4450,0.5550,clob_mid,17732
2026-05-22T00:17:21Z,lol-kt-gen-2026-05-22,LoL: KT Rolster vs Gen.G (BO3) - LCK Rounds 1-2,2026-05-22T00:00:00+00:00,LCK Rounds 1-2,3,KT Rolster,Gen.G,match_winner,LoL: KT Rolster vs Gen.G (BO3) - LCK Rounds 1-2,KT Rolster,Gen.G,0.1950,0.8050,clob_mid,599952
2026-05-22T00:17:21Z,lol-kt-gen-2026-05-22,LoL: KT Rolster vs Gen.G (BO3) - LCK Rounds 1-2,2026-05-22T00:00:00+00:00,LCK Rounds 1-2,3,KT Rolster,Gen.G,game_1_winner,LoL: KT Rolster vs Gen.G - Game 1 Winner,KT Rolster,Gen.G,0.2900,0.7100,clob_mid,1592
2026-05-22T00:17:21Z,lol-kt-gen-2026-05-22,LoL: KT Rolster vs Gen.G (BO3) - LCK Rounds 1-2,2026-05-22T00:00:00+00:00,LCK Rounds 1-2,3,KT Rolster,Gen.G,game_2_winner,LoL: KT Rolster vs Gen.G - Game 2 Winner,KT Rolster,Gen.G,0.2900,0.7100,clob_mid,1316
2026-05-22T00:17:21Z,lol-kt-gen-2026-05-22,LoL: KT Rolster vs Gen.G (BO3) - LCK Rounds 1-2,2026-05-22T00:00:00+00:00,LCK Rounds 1-2,3,KT Rolster,Gen.G,game_handicap,Game Handicap: GEN (-1.5) vs KT Rolster (+1.5),Gen.G,KT Rolster,0.5350,0.4650,clob_mid,13610
2026-05-22T00:17:21Z,lol-dk-fox1-2026-05-23,LoL: Dplus KIA vs BNK FEARX (BO3) - LCK Rounds 1-2,2026-05-23T00:00:00+00:00,LCK Rounds 1-2,3,Dplus KIA,BNK FEARX,match_winner,LoL: Dplus KIA vs BNK FEARX (BO3) - LCK Rounds 1-2,Dplus KIA,BNK FEARX,0.7600,0.2400,clob_mid,11187
2026-05-22T00:17:21Z,lol-dk-fox1-2026-05-23,LoL: Dplus KIA vs BNK FEARX (BO3) - LCK Rounds 1-2,2026-05-23T00:00:00+00:00,LCK Rounds 1-2,3,Dplus KIA,BNK FEARX,game_1_winner,LoL: Dplus KIA vs BNK FEARX - Game 1 Winner,Dplus KIA,BNK FEARX,0.6550,0.3450,clob_mid,0
2026-05-22T00:17:21Z,lol-dk-fox1-2026-05-23,LoL: Dplus KIA vs BNK FEARX (BO3) - LCK Rounds 1-2,2026-05-23T00:00:00+00:00,LCK Rounds 1-2,3,Dplus KIA,BNK FEARX,game_2_winner,LoL: Dplus KIA vs BNK FEARX - Game 2 Winner,Dplus KIA,BNK FEARX,0.6500,0.3500,clob_mid,0
2026-05-22T00:17:21Z,lol-dk-fox1-2026-05-23,LoL: Dplus KIA vs BNK FEARX (BO3) - LCK Rounds 1-2,2026-05-23T00:00:00+00:00,LCK Rounds 1-2,3,Dplus KIA,BNK FEARX,game_handicap,Game Handicap: DK (-1.5) vs BNK FEARX (+1.5),Dplus KIA,BNK FEARX,0.4400,0.5600,clob_mid,0
2026-05-22T00:17:21Z,lol-ns-hle1-2026-05-23,LoL: Nongshim Red Force vs Hanwha Life Esports (BO3) - LCK Rounds 1-2,2026-05-23T00:00:00+00:00,LCK Rounds 1-2,3,Nongshim Red Force,Hanwha Life Esports,match_winner,LoL: Nongshim Red Force vs Hanwha Life Esports (BO3) - LCK Rounds 1-2,Nongshim Red Force,Hanwha Life Esports,0.1150,0.8850,clob_mid,1290
2026-05-22T00:17:21Z,lol-ns-hle1-2026-05-23,LoL: Nongshim Red Force vs Hanwha Life Esports (BO3) - LCK Rounds 1-2,2026-05-23T00:00:00+00:00,LCK Rounds 1-2,3,Nongshim Red Force,Hanwha Life Esports,game_1_winner,LoL: Nongshim Red Force vs Hanwha Life Esports - Game 1 Winner,Nongshim Red Force,Hanwha Life Esports,0.2100,0.7900,clob_mid,42
2026-05-22T00:17:21Z,lol-ns-hle1-2026-05-23,LoL: Nongshim Red Force vs Hanwha Life Esports (BO3) - LCK Rounds 1-2,2026-05-23T00:00:00+00:00,LCK Rounds 1-2,3,Nongshim Red Force,Hanwha Life Esports,game_2_winner,LoL: Nongshim Red Force vs Hanwha Life Esports - Game 2 Winner,Nongshim Red Force,Hanwha Life Esports,0.2050,0.7950,clob_mid,4
2026-05-22T00:17:21Z,lol-ns-hle1-2026-05-23,LoL: Nongshim Red Force vs Hanwha Life Esports (BO3) - LCK Rounds 1-2,2026-05-23T00:00:00+00:00,LCK Rounds 1-2,3,Nongshim Red Force,Hanwha Life Esports,game_handicap,Game Handicap: HLE (-1.5) vs Nongshim Red Force (+1.5),Hanwha Life Esports,Nongshim Red Force,0.6400,0.3600,clob_mid,1327
2026-05-22T00:17:21Z,lol-dnf-gen-2026-05-24,LoL: DN SOOPers vs Gen.G (BO3) - LCK Rounds 1-2,2026-05-24T00:00:00+00:00,LCK Rounds 1-2,3,DN SOOPers,Gen.G,match_winner,LoL: DN SOOPers vs Gen.G (BO3) - LCK Rounds 1-2,DN SOOPers,Gen.G,0.0450,0.9550,clob_mid,2076
2026-05-22T00:17:21Z,lol-dnf-gen-2026-05-24,LoL: DN SOOPers vs Gen.G (BO3) - LCK Rounds 1-2,2026-05-24T00:00:00+00:00,LCK Rounds 1-2,3,DN SOOPers,Gen.G,game_1_winner,LoL: DN SOOPers vs Gen.G - Game 1 Winner,DN SOOPers,Gen.G,0.1250,0.8750,clob_mid,0
2026-05-22T00:17:21Z,lol-dnf-gen-2026-05-24,LoL: DN SOOPers vs Gen.G (BO3) - LCK Rounds 1-2,2026-05-24T00:00:00+00:00,LCK Rounds 1-2,3,DN SOOPers,Gen.G,game_2_winner,LoL: DN SOOPers vs Gen.G - Game 2 Winner,DN SOOPers,Gen.G,0.1050,0.8950,clob_mid,0
2026-05-22T00:17:21Z,lol-dnf-gen-2026-05-24,LoL: DN SOOPers vs Gen.G (BO3) - LCK Rounds 1-2,2026-05-24T00:00:00+00:00,LCK Rounds 1-2,3,DN SOOPers,Gen.G,game_handicap,Game Handicap: GEN (-1.5) vs DN SOOPers (+1.5),Gen.G,DN SOOPers,0.8000,0.2000,clob_mid,0
2026-05-22T00:17:21Z,lol-bro2-t1-2026-05-24,LoL: HANJIN BRION vs T1 (BO3) - LCK Rounds 1-2,2026-05-24T00:00:00+00:00,LCK Rounds 1-2,3,HANJIN BRION,T1,match_winner,LoL: HANJIN BRION vs T1 (BO3) - LCK Rounds 1-2,HANJIN BRION,T1,0.1450,0.8550,clob_mid,1031
2026-05-22T00:17:21Z,lol-bro2-t1-2026-05-24,LoL: HANJIN BRION vs T1 (BO3) - LCK Rounds 1-2,2026-05-24T00:00:00+00:00,LCK Rounds 1-2,3,HANJIN BRION,T1,game_1_winner,LoL: HANJIN BRION vs T1 - Game 1 Winner,HANJIN BRION,T1,0.2500,0.7500,clob_mid,46
2026-05-22T00:17:21Z,lol-bro2-t1-2026-05-24,LoL: HANJIN BRION vs T1 (BO3) - LCK Rounds 1-2,2026-05-24T00:00:00+00:00,LCK Rounds 1-2,3,HANJIN BRION,T1,game_2_winner,LoL: HANJIN BRION vs T1 - Game 2 Winner,HANJIN BRION,T1,0.2500,0.7500,clob_mid,0
2026-05-22T00:17:21Z,lol-bro2-t1-2026-05-24,LoL: HANJIN BRION vs T1 (BO3) - LCK Rounds 1-2,2026-05-24T00:00:00+00:00,LCK Rounds 1-2,3,HANJIN BRION,T1,game_handicap,Game Handicap: T1 (-1.5) vs HANJIN BRION (+1.5),T1,HANJIN BRION,0.6150,0.3850,clob_mid,3
2026-05-22T00:17:21Z,lol-we-lng-2026-05-23,LoL: Team WE vs LNG Esports (BO5) - LPL Play-In,2026-05-23T00:00:00+00:00,LPL Play-In,5,Team WE,LNG Esports,game_handicap,Game Handicap: LNG (-2.5) vs Team WE (+2.5),LNG Esports,Team WE,0.2150,0.7850,clob_mid,0
2026-05-22T00:17:21Z,lol-we-lng-2026-05-23,LoL: Team WE vs LNG Esports (BO5) - LPL Play-In,2026-05-23T00:00:00+00:00,LPL Play-In,5,Team WE,LNG Esports,game_handicap,Game Handicap: LNG (-1.5) vs Team WE (+1.5),LNG Esports,Team WE,0.4150,0.5850,clob_mid,0
2026-05-22T00:17:21Z,lol-we-lng-2026-05-23,LoL: Team WE vs LNG Esports (BO5) - LPL Play-In,2026-05-23T00:00:00+00:00,LPL Play-In,5,Team WE,LNG Esports,match_winner,LoL: Team WE vs LNG Esports (BO5) - LPL Play-In,Team WE,LNG Esports,0.3750,0.6250,clob_mid,29933
2026-05-22T00:17:21Z,lol-we-lng-2026-05-23,LoL: Team WE vs LNG Esports (BO5) - LPL Play-In,2026-05-23T00:00:00+00:00,LPL Play-In,5,Team WE,LNG Esports,game_1_winner,LoL: Team WE vs LNG Esports - Game 1 Winner,Team WE,LNG Esports,0.4250,0.5750,clob_mid,0
