series_id,league,year,date_day,blue_team,red_team,oe_winner,oe_loser,oe_score,oe_w_wins,oe_l_wins,num_games,pair_key,page_num,source_url,date_header,match_date,team1_raw,team2_raw,team1,team2,series_score,score1,score2,odd1_decimal,odd2_decimal,implied_prob1_vigfree,implied_prob2_vigfree,norm_team1,norm_team2,blue_is_team1,format,q_team1,q_team2,q_blue_win,score_match
10783-10783,LPL,2024,2024-02-29,FunPlus Phoenix,Ninjas in Pyjamas,FunPlus Phoenix,Ninjas in Pyjamas,2-0,2,0,2,FunPlus Phoenix|Ninjas in Pyjamas,5.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/5/,29 Feb 2024 - Spring Season,2024-02-29,FunPlus Phoenix,Ninjas in Pyjamas,FunPlus Phoenix,Ninjas in Pyjamas,2-0,2.0,0.0,3.47,1.33,0.277083,0.722917,FunPlus Phoenix,Ninjas in Pyjamas,True,BO3,0.3465731505846399,0.6534268494153601,0.3465731505846399,True
10784-10784,LPL,2024,2024-02-29,EDward Gaming,Oh My God,Oh My God,EDward Gaming,3-0,3,0,3,EDward Gaming|Oh My God,5.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/5/,29 Feb 2024 - Spring Season,2024-02-29,EDward Gaming,Oh My God,EDward Gaming,Oh My God,1-2,1.0,2.0,3.57,1.33,0.271429,0.728571,EDward Gaming,Oh My God,True,BO3,0.34240010218408895,0.657599897815911,0.34240010218408895,True
10785-10785,LPL,2024,2024-02-29,Weibo Gaming,Anyone's Legend,Weibo Gaming,Anyone's Legend,2-1,2,1,3,Anyone's Legend|Weibo Gaming,5.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/5/,29 Feb 2024 - Spring Season,2024-02-29,Weibo Gaming,Anyone's Legend,Weibo Gaming,Anyone's Legend,1-2,1.0,2.0,1.42,2.7,0.65534,0.34466,Weibo Gaming,Anyone's Legend,True,BO3,0.60510828007743,0.39489171992257,0.60510828007743,True
10786-10786,LPL,2024,2024-03-01,LGD Gaming,Bilibili Gaming,Bilibili Gaming,LGD Gaming,2-0,2,0,2,Bilibili Gaming|LGD Gaming,5.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/5/,01 Mar 2024 - Spring Season,2024-03-01,LGD Gaming,Bilibili Gaming,LGD Gaming,Bilibili Gaming,0-2,0.0,2.0,13.5,1.03,0.070888,0.929112,LGD Gaming,Bilibili Gaming,True,BO3,0.16280749616411014,0.8371925038358898,0.16280749616411014,True
10787-10787,LPL,2024,2024-03-01,Top Esports,Invictus Gaming,Top Esports,Invictus Gaming,3-0,3,0,3,Invictus Gaming|Top Esports,5.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/5/,01 Mar 2024 - Spring Season,2024-03-01,Top Esports,Invictus Gaming,Top Esports,Invictus Gaming,2-1,2.0,1.0,1.24,4.2,0.772059,0.227941,Top Esports,Invictus Gaming,True,BO3,0.6906057493746031,0.30939425062539694,0.6906057493746031,True
10788-10788,LPL,2024,2024-03-01,JD Gaming,ThunderTalk Gaming,JD Gaming,ThunderTalk Gaming,2-0,2,0,2,JD Gaming|TT Gaming,5.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/5/,01 Mar 2024 - Spring Season,2024-03-01,JD Gaming,TT Gaming,JD Gaming,TT Gaming,2-0,2.0,0.0,1.06,10.6,0.909091,0.090909,JD Gaming,TT Gaming,True,BO3,0.8140102245173586,0.1859897754826414,0.8140102245173586,True
10789-10789,LPL,2024,2024-03-02,Team WE,Royal Never Give Up,Team WE,Royal Never Give Up,1-1,1,1,2,Royal Never Give Up|Team WE,5.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/5/,02 Mar 2024 - Spring Season,2024-03-02,Team WE,Royal Never Give Up,Team WE,Royal Never Give Up,2-0,2.0,0.0,1.54,2.55,0.623472,0.376528,Team WE,Royal Never Give Up,True,BO3,0.5830792348128472,0.4169207651871528,0.5830792348128472,True
10790-10790,LPL,2024,2024-03-02,LNG Esports,Ultra Prime,LNG Esports,Ultra Prime,3-0,3,0,3,LNG Esports|Ultra Prime,5.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/5/,02 Mar 2024 - Spring Season,2024-03-02,LNG Esports,Ultra Prime,LNG Esports,Ultra Prime,2-1,2.0,1.0,1.17,5.63,0.827941,0.172059,LNG Esports,Ultra Prime,True,BO3,0.7361969138744575,0.2638030861255425,0.7361969138744575,True
10791-10791,LPL,2024,2024-03-02,EDward Gaming,Rare Atom,EDward Gaming,Rare Atom,1-1,1,1,2,EDward Gaming|Rare Atom,5.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/5/,02 Mar 2024 - Spring Season,2024-03-02,EDward Gaming,Rare Atom,EDward Gaming,Rare Atom,2-0,2.0,0.0,2.34,1.78,0.432039,0.567961,EDward Gaming,Rare Atom,True,BO3,0.4545676307180205,0.5454323692819796,0.4545676307180205,True
10792-10792,LPL,2024,2024-03-03,Weibo Gaming,FunPlus Phoenix,FunPlus Phoenix,Weibo Gaming,2-0,2,0,2,FunPlus Phoenix|Weibo Gaming,5.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/5/,03 Mar 2024 - Spring Season,2024-03-03,Weibo Gaming,FunPlus Phoenix,Weibo Gaming,FunPlus Phoenix,0-2,0.0,2.0,1.79,2.07,0.536269,0.463731,Weibo Gaming,FunPlus Phoenix,True,BO3,0.5241982258282005,0.4758017741717995,0.5241982258282005,True
10793-10793,LPL,2024,2024-03-03,Anyone's Legend,Ninjas in Pyjamas,Ninjas in Pyjamas,Anyone's Legend,2-1,2,1,3,Anyone's Legend|Ninjas in Pyjamas,5.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/5/,03 Mar 2024 - Spring Season,2024-03-03,Anyone's Legend,Ninjas in Pyjamas,Anyone's Legend,Ninjas in Pyjamas,2-1,2.0,1.0,3.07,1.4,0.313199,0.686801,Anyone's Legend,Ninjas in Pyjamas,True,BO3,0.37271649093361603,0.627283509066384,0.37271649093361603,True
10794-10794,LPL,2024,2024-03-03,Oh My God,JD Gaming,Oh My God,JD Gaming,2-1,2,1,3,JD Gaming|Oh My God,5.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/5/,03 Mar 2024 - Spring Season,2024-03-03,Oh My God,JD Gaming,Oh My God,JD Gaming,1-2,1.0,2.0,5.08,1.18,0.188498,0.811502,Oh My God,JD Gaming,True,BO3,0.2776809491571698,0.7223190508428302,0.2776809491571698,True
10876-10876,LPL,2024,2024-03-04,LGD Gaming,Top Esports,LGD Gaming,Top Esports,1-1,1,1,2,LGD Gaming|Top Esports,5.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/5/,04 Mar 2024 - Spring Season,2024-03-04,LGD Gaming,Top Esports,LGD Gaming,Top Esports,0-2,0.0,2.0,7.95,1.09,0.120575,0.879425,LGD Gaming,Top Esports,True,BO3,0.21674939755871034,0.7832506024412896,0.21674939755871034,True
10877-10877,LPL,2024,2024-03-04,Team WE,Bilibili Gaming,Team WE,Bilibili Gaming,1-1,1,1,2,Bilibili Gaming|Team WE,5.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/5/,04 Mar 2024 - Spring Season,2024-03-04,Team WE,Bilibili Gaming,Team WE,Bilibili Gaming,0-2,0.0,2.0,5.08,1.18,0.188498,0.811502,Team WE,Bilibili Gaming,True,BO3,0.2776809491571698,0.7223190508428302,0.2776809491571698,True
10878-10878,LPL,2024,2024-03-05,EDward Gaming,Invictus Gaming,EDward Gaming,Invictus Gaming,2-1,2,1,3,EDward Gaming|Invictus Gaming,5.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/5/,05 Mar 2024 - Spring Season,2024-03-05,EDward Gaming,Invictus Gaming,EDward Gaming,Invictus Gaming,1-2,1.0,2.0,3.57,1.33,0.271429,0.728571,EDward Gaming,Invictus Gaming,True,BO3,0.34240010218408895,0.657599897815911,0.34240010218408895,True
10879-10879,LPL,2024,2024-03-05,Royal Never Give Up,ThunderTalk Gaming,Royal Never Give Up,ThunderTalk Gaming,1-1,1,1,2,Royal Never Give Up|TT Gaming,5.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/5/,05 Mar 2024 - Spring Season,2024-03-05,Royal Never Give Up,TT Gaming,Royal Never Give Up,TT Gaming,0-2,0.0,2.0,1.62,2.15,0.570292,0.429708,Royal Never Give Up,TT Gaming,True,BO3,0.5469997618960082,0.4530002381039918,0.5469997618960082,True
10880-10880,LPL,2024,2024-03-07,Anyone's Legend,Rare Atom,Anyone's Legend,Rare Atom,2-1,2,1,3,Anyone's Legend|Rare Atom,5.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/5/,07 Mar 2024 - Spring Season,2024-03-07,Anyone's Legend,Rare Atom,Anyone's Legend,Rare Atom,1-2,1.0,2.0,1.24,4.2,0.772059,0.227941,Anyone's Legend,Rare Atom,True,BO3,0.6906057493746031,0.30939425062539694,0.6906057493746031,True
10881-10881,LPL,2024,2024-03-07,JD Gaming,Ultra Prime,JD Gaming,Ultra Prime,1-1,1,1,2,JD Gaming|Ultra Prime,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/4/,07 Mar 2024 - Spring Season,2024-03-07,JD Gaming,Ultra Prime,JD Gaming,Ultra Prime,2-0,2.0,0.0,1.07,9.45,0.898289,0.101711,JD Gaming,Ultra Prime,True,BO3,0.8023951601110354,0.1976048398889646,0.8023951601110354,True
10882-10882,LPL,2024,2024-03-07,Weibo Gaming,Ninjas in Pyjamas,Weibo Gaming,Ninjas in Pyjamas,1-1,1,1,2,Ninjas in Pyjamas|Weibo Gaming,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/4/,07 Mar 2024 - Spring Season,2024-03-07,Weibo Gaming,Ninjas in Pyjamas,Weibo Gaming,Ninjas in Pyjamas,2-0,2.0,0.0,2.71,1.53,0.360849,0.639151,Weibo Gaming,Ninjas in Pyjamas,True,BO3,0.40612980274949595,0.593870197250504,0.40612980274949595,True
10883-10883,LPL,2024,2024-03-08,LGD Gaming,LNG Esports,LGD Gaming,LNG Esports,3-0,3,0,3,LGD Gaming|LNG Esports,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/4/,08 Mar 2024 - Spring Season,2024-03-08,LGD Gaming,LNG Esports,LGD Gaming,LNG Esports,2-1,2.0,1.0,4.0,1.26,0.239544,0.760456,LGD Gaming,LNG Esports,True,BO3,0.318374031961393,0.681625968038607,0.318374031961393,True
10884-10884,LPL,2024,2024-03-08,FunPlus Phoenix,Bilibili Gaming,FunPlus Phoenix,Bilibili Gaming,1-1,1,1,2,Bilibili Gaming|FunPlus Phoenix,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/4/,08 Mar 2024 - Spring Season,2024-03-08,FunPlus Phoenix,Bilibili Gaming,FunPlus Phoenix,Bilibili Gaming,0-2,0.0,2.0,4.0,1.27,0.240987,0.759013,FunPlus Phoenix,Bilibili Gaming,True,BO3,0.3194812416373588,0.6805187583626412,0.3194812416373588,True
10885-10885,LPL,2024,2024-03-08,Top Esports,Oh My God,Top Esports,Oh My God,1-1,1,1,2,Oh My God|Top Esports,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/4/,08 Mar 2024 - Spring Season,2024-03-08,Top Esports,Oh My God,Top Esports,Oh My God,2-0,2.0,0.0,1.18,5.08,0.811502,0.188498,Top Esports,Oh My God,True,BO3,0.7223190508428301,0.2776809491571699,0.7223190508428301,True
10886-10886,LPL,2024,2024-03-09,Anyone's Legend,Invictus Gaming,Anyone's Legend,Invictus Gaming,1-1,1,1,2,Anyone's Legend|Invictus Gaming,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/4/,09 Mar 2024 - Spring Season,2024-03-09,Anyone's Legend,Invictus Gaming,Anyone's Legend,Invictus Gaming,0-2,0.0,2.0,2.17,1.72,0.442159,0.557841,Anyone's Legend,Invictus Gaming,True,BO3,0.46136242590503695,0.538637574094963,0.46136242590503695,True
10887-10887,LPL,2024,2024-03-09,ThunderTalk Gaming,EDward Gaming,ThunderTalk Gaming,EDward Gaming,1-1,1,1,2,EDward Gaming|TT Gaming,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/4/,09 Mar 2024 - Spring Season,2024-03-09,TT Gaming,EDward Gaming,TT Gaming,EDward Gaming,2-0,2.0,0.0,1.79,2.07,0.536269,0.463731,TT Gaming,EDward Gaming,True,BO3,0.5241982258282005,0.4758017741717995,0.5241982258282005,True
10888-10888,LPL,2024,2024-03-09,JD Gaming,Royal Never Give Up,JD Gaming,Royal Never Give Up,2-0,2,0,2,JD Gaming|Royal Never Give Up,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/4/,09 Mar 2024 - Spring Season,2024-03-09,JD Gaming,Royal Never Give Up,JD Gaming,Royal Never Give Up,2-0,2.0,0.0,1.07,9.45,0.898289,0.101711,JD Gaming,Royal Never Give Up,True,BO3,0.8023951601110354,0.1976048398889646,0.8023951601110354,True
10889-10889,LPL,2024,2024-03-10,Bilibili Gaming,Rare Atom,Bilibili Gaming,Rare Atom,1-1,1,1,2,Bilibili Gaming|Rare Atom,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/4/,10 Mar 2024 - Spring Season,2024-03-10,Bilibili Gaming,Rare Atom,Bilibili Gaming,Rare Atom,2-0,2.0,0.0,1.03,13.5,0.929112,0.070888,Bilibili Gaming,Rare Atom,True,BO3,0.8371925038358902,0.16280749616410983,0.8371925038358902,True
10890-10890,LPL,2024,2024-03-10,Ultra Prime,Top Esports,Top Esports,Ultra Prime,2-0,2,0,2,Top Esports|Ultra Prime,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/4/,10 Mar 2024 - Spring Season,2024-03-10,Ultra Prime,Top Esports,Ultra Prime,Top Esports,0-2,0.0,2.0,10.6,1.06,0.090909,0.909091,Ultra Prime,Top Esports,True,BO3,0.1859897754826414,0.8140102245173586,0.1859897754826414,True
10891-10891,LPL,2024,2024-03-10,Team WE,Weibo Gaming,Team WE,Weibo Gaming,1-1,1,1,2,Team WE|Weibo Gaming,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/4/,10 Mar 2024 - Spring Season,2024-03-10,Team WE,Weibo Gaming,Team WE,Weibo Gaming,2-0,2.0,0.0,1.82,2.17,0.54386,0.45614,Team WE,Weibo Gaming,True,BO3,0.5292734472441706,0.4707265527558294,0.5292734472441706,True
10892-10892,LPL,2024,2024-03-11,Oh My God,LGD Gaming,Oh My God,LGD Gaming,1-1,1,1,2,LGD Gaming|Oh My God,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/4/,11 Mar 2024 - Spring Season,2024-03-11,Oh My God,LGD Gaming,Oh My God,LGD Gaming,2-0,2.0,0.0,1.49,2.71,0.645238,0.354762,Oh My God,LGD Gaming,True,BO3,0.5980834651279714,0.4019165348720286,0.5980834651279714,True
10893-10893,LPL,2024,2024-03-11,FunPlus Phoenix,JD Gaming,FunPlus Phoenix,JD Gaming,1-1,1,1,2,FunPlus Phoenix|JD Gaming,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/4/,11 Mar 2024 - Spring Season,2024-03-11,FunPlus Phoenix,JD Gaming,FunPlus Phoenix,JD Gaming,2-0,2.0,0.0,3.57,1.33,0.271429,0.728571,FunPlus Phoenix,JD Gaming,True,BO3,0.34240010218408895,0.657599897815911,0.34240010218408895,True
10894-10894,LPL,2024,2024-03-12,Ninjas in Pyjamas,ThunderTalk Gaming,Ninjas in Pyjamas,ThunderTalk Gaming,1-1,1,1,2,Ninjas in Pyjamas|TT Gaming,,,,,,,,,,,,,,,,,,,,,,,
10895-10895,LPL,2024,2024-03-12,Invictus Gaming,LNG Esports,LNG Esports,Invictus Gaming,3-0,3,0,3,Invictus Gaming|LNG Esports,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/4/,12 Mar 2024 - Spring Season,2024-03-12,Invictus Gaming,LNG Esports,Invictus Gaming,LNG Esports,1-2,1.0,2.0,1.85,2.07,0.528061,0.471939,Invictus Gaming,LNG Esports,True,BO3,0.5187160747747523,0.48128392522524766,0.5187160747747523,True
10896-10896,LPL,2024,2024-03-13,Royal Never Give Up,Anyone's Legend,Anyone's Legend,Royal Never Give Up,2-1,2,1,3,Anyone's Legend|Royal Never Give Up,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/4/,13 Mar 2024 - Spring Season,2024-03-13,Royal Never Give Up,Anyone's Legend,Royal Never Give Up,Anyone's Legend,2-1,2.0,1.0,2.86,1.45,0.336427,0.663573,Royal Never Give Up,Anyone's Legend,True,BO3,0.3891344432104659,0.610865556789534,0.3891344432104659,True
10897-10897,LPL,2024,2024-03-13,Weibo Gaming,EDward Gaming,Weibo Gaming,EDward Gaming,2-1,2,1,3,EDward Gaming|Weibo Gaming,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/4/,13 Mar 2024 - Spring Season,2024-03-13,Weibo Gaming,EDward Gaming,Weibo Gaming,EDward Gaming,2-1,2.0,1.0,1.33,3.47,0.722917,0.277083,Weibo Gaming,EDward Gaming,True,BO3,0.65342684941536,0.34657315058464,0.65342684941536,True
10898-10898,LPL,2024,2024-03-14,Bilibili Gaming,Ultra Prime,Bilibili Gaming,Ultra Prime,1-1,1,1,2,Bilibili Gaming|Ultra Prime,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/4/,14 Mar 2024 - Spring Season,2024-03-14,Bilibili Gaming,Ultra Prime,Bilibili Gaming,Ultra Prime,2-0,2.0,0.0,1.02,17.0,0.943396,0.056604,Bilibili Gaming,Ultra Prime,True,BO3,0.8555031787956264,0.14449682120437357,0.8555031787956264,True
10899-10899,LPL,2024,2024-03-14,Rare Atom,Team WE,Team WE,Rare Atom,2-1,2,1,3,Rare Atom|Team WE,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/4/,14 Mar 2024 - Spring Season,2024-03-14,Rare Atom,Team WE,Rare Atom,Team WE,2-1,2.0,1.0,4.88,1.2,0.197368,0.802632,Rare Atom,Team WE,True,BO3,0.2849928433598566,0.7150071566401435,0.2849928433598566,True
10900-10900,LPL,2024,2024-03-14,Top Esports,JD Gaming,Top Esports,JD Gaming,2-1,2,1,3,JD Gaming|Top Esports,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/4/,14 Mar 2024 - Spring Season,2024-03-14,Top Esports,JD Gaming,Top Esports,JD Gaming,1-2,1.0,2.0,1.72,2.17,0.557841,0.442159,Top Esports,JD Gaming,True,BO3,0.5386375740949632,0.46136242590503684,0.5386375740949632,True
10901-10901,LPL,2024,2024-03-15,LGD Gaming,ThunderTalk Gaming,ThunderTalk Gaming,LGD Gaming,2-0,2,0,2,LGD Gaming|TT Gaming,,,,,,,,,,,,,,,,,,,,,,,
10902-10902,LPL,2024,2024-03-15,Royal Never Give Up,Oh My God,Royal Never Give Up,Oh My God,1-1,1,1,2,Oh My God|Royal Never Give Up,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/4/,15 Mar 2024 - Spring Season,2024-03-15,Royal Never Give Up,Oh My God,Royal Never Give Up,Oh My God,2-0,2.0,0.0,2.71,1.5,0.356295,0.643705,Royal Never Give Up,Oh My God,True,BO3,0.4029789779769958,0.5970210220230042,0.4029789779769958,True
10903-10903,LPL,2024,2024-03-15,FunPlus Phoenix,Invictus Gaming,FunPlus Phoenix,Invictus Gaming,1-1,1,1,2,FunPlus Phoenix|Invictus Gaming,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/4/,15 Mar 2024 - Spring Season,2024-03-15,FunPlus Phoenix,Invictus Gaming,FunPlus Phoenix,Invictus Gaming,2-0,2.0,0.0,1.63,2.34,0.589421,0.410579,FunPlus Phoenix,Invictus Gaming,True,BO3,0.5599005705878443,0.44009942941215574,0.5599005705878443,True
10904-10904,LPL,2024,2024-03-16,Anyone's Legend,JD Gaming,Anyone's Legend,JD Gaming,2-1,2,1,3,Anyone's Legend|JD Gaming,4.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2024/results/#/page/4/,16 Mar 2024 - Spring Season,2024-03-16,Anyone's Legend,JD Gaming,Anyone's Legend,JD Gaming,1-2,1.0,2.0,5.63,1.16,0.170839,0.829161,Anyone's Legend,JD Gaming,True,BO3,0.262754776462597,0.737245223537403,0.262754776462597,True
