gameid,date,league,year,split,playoffs,game,patch,blue_team,red_team,blue_elo,red_elo,elo_diff,elo_diff_signed_sq,top_elo_diff,jng_elo_diff,mid_elo_diff,bot_elo_diff,sup_elo_diff,blue_rwr,red_rwr,rwr_diff,h2h_wr,role_h2h_wr,role_h2h_signed_sq,gd20_diff,gd15_diff,top_gd15_diff,jng_gd15_diff,mid_gd15_diff,bot_gd15_diff,sup_gd15_diff,outperf_diff,outperf_exp_diff,outperf_elo_diff,outperf_elo_exp_diff,rwr_exp_diff,gd15_exp_diff,first_blood_diff,first_dragon_diff,first_tower_diff,kill_diff_diff,game_len_diff,dragons_diff,barons_diff,blue_days_since,red_days_since,days_since_diff,blue_first_pick,series_score,q_blue_win,blue_win
LOLTMNT04_24485,2024-02-05 19:33:15+00:00,LEC,2024,Winter,1,3,14.02,G2 Esports,Fnatic,1614.541768717522,1572.0404327287913,42.501335988730716,1806.3635608269767,42.501335988730716,42.501335988730716,42.501335988730716,42.501335988730716,42.501335988730716,0.8,0.6,0.20000000000000007,0.6666666666666667,0.5625,0.00390625,-98.0,147.95999999999998,363.20000000000005,-214.0,-679.0,883.1999999999999,386.4,-0.21137492778346553,-0.33966998583875163,-0.1681147751846578,-0.3095386383956066,-0.017375317617032482,-5.31756517976271,-0.14055511933318665,-0.5663715112671701,0.05674849667280257,6.3191621649001535,-245.33674913240247,-0.725976566951787,-0.32342559227097156,0.0,0.0,0.0,1,0,0.6287731805192474,1
10701-10701_game_1,2024-02-06 09:18:08+00:00,LPL,2024,Spring,0,1,14.02,EDward Gaming,FunPlus Phoenix,1421.680723177999,1572.2859573145615,-150.60523413656256,-22681.936549328828,-58.215724912582345,-147.14133118507038,-134.27345019503286,-279.1222141950939,-134.27345019503286,0.1111111111111111,0.4,-0.2888888888888889,,0.5,0.0,,,,,,,,-0.21779155266216085,-0.04077923710417336,-0.32383806018952377,-0.17827295848948527,-0.33395172520484373,,-0.44397337538164217,0.05840778346042785,-0.4696315209125822,-2.9354850492369415,32.99866862198769,0.3050812287119431,-0.31641474044044304,2.0,3.0,-1.0,1,0,0.5559272431908978,0
10701-10701_game_2,2024-02-06 10:06:43+00:00,LPL,2024,Spring,0,2,14.02,FunPlus Phoenix,EDward Gaming,1586.4904190013206,1407.123857003847,179.36656199747358,32172.363562793533,92.41013165454751,175.76588002703693,163.63194763149045,301.39290304280007,163.63194763149045,0.5,0.1,0.4,,0.5833333333333334,0.00694444444444445,,,,,,,,0.25272096587580817,0.3726866924882638,0.16538728674835793,0.25430790930807745,0.5426439596623982,,0.6220936045856644,0.27107930954628345,0.6398907323966538,5.817302164235053,-21.755201126732118,1.0364515322653074,0.5318610625064926,0.0,0.0,0.0,1,1,0.4440727568091022,0
10701-10701_game_3,2024-02-06 10:56:11+00:00,LPL,2024,Spring,0,3,14.02,EDward Gaming,FunPlus Phoenix,1442.1822326766182,1551.096778139273,-108.91454546265481,-11862.378213336702,-26.751929731675318,-105.18755042602379,-93.69633762116041,-225.2405719132537,-93.69633762116041,0.1,0.5,-0.4,0.5,0.5,0.0,,,,,,,,-0.030230956934289704,0.07298552136632473,0.11681741144888849,0.3499448732277057,-0.07985077176367866,,-0.12674493058258018,0.11896507594498645,-0.7566441053050424,-0.49827329284669064,14.426346266992823,0.4919251126690547,0.23641784887284018,0.0,0.0,0.0,1,0,0.5559272431908978,0
10702-10702_game_1,2024-02-06 11:19:27+00:00,LPL,2024,Spring,0,1,14.02,LNG Esports,Bilibili Gaming,1397.5090596098178,1560.1138102689422,-162.60475065912442,-26440.304936916025,-161.57897193233543,-161.57897193233543,-161.57897193233543,-161.57897193233543,-166.7078655662799,0.6,0.9,-0.30000000000000004,,0.5,0.0,,,,,,,,-0.030084959068381295,-0.1958888841283318,-0.2874424722281925,-0.482597064174954,-0.5690843369790148,,-0.0264622017014714,-0.3614176402318628,-0.7154154522758966,-7.953025691140841,318.9242240310298,-0.9415770849524643,-0.2107992675592828,2.0,2.0,0.0,1,0,0.3093942506253969,0
10702-10702_game_2,2024-02-06 12:19:56+00:00,LPL,2024,Spring,0,2,14.02,Bilibili Gaming,LNG Esports,1573.6355700111458,1383.9870033194438,189.64856669170194,35966.57884821692,188.67991699309027,188.67991699309027,188.67991699309027,188.67991699309027,193.52316548614817,0.9,0.5,0.4,,0.5833333333333334,0.00694444444444445,,,,,,,,0.1892930293835444,0.3710045959173179,0.4275615672611416,0.549301115660902,0.7070796285126951,,-0.290197051436355,0.5663715112671701,0.19229473738234676,11.045603317445051,-219.97673458645158,1.9114275152310336,0.45628007991888264,0.0,0.0,0.0,1,1,0.6906057493746031,1
10703-10703_game_1,2024-02-07 09:21:07+00:00,LPL,2024,Spring,0,1,14.02,Invictus Gaming,Royal Never Give Up,1595.8923465769826,1565.589557772789,30.302788804193597,918.2590093115608,30.53009914939048,30.53009914939048,30.53009914939048,29.393547423405153,30.53009914939048,0.6666666666666666,0.4444444444444444,0.2222222222222222,,0.5,0.0,,,,,,,,,,0.2383620172990933,0.302542610056567,0.3689168276798806,,-0.2460278126632838,0.034021184509365476,0.012534835839267289,3.6700154970519447,-136.66052142812578,-0.5946960132011871,0.4915716939499819,3.0,2.0,1.0,1,0,0.3891344432104659,0
10703-10703_game_2,2024-02-07 10:13:16+00:00,LPL,2024,Spring,0,2,14.02,Royal Never Give Up,Invictus Gaming,1591.6775085630748,1569.8043993085016,21.873109254573137,478.432908462493,21.661384741248185,21.661384741248185,21.661384741248185,22.720007307873175,21.661384741248185,0.5,0.6,-0.09999999999999998,,0.5833333333333334,0.00694444444444445,,,,,,,,-0.22186902384246115,-0.10649184032883813,0.1478011843692194,0.23134103074726026,0.05369598661905167,,0.47879455316244046,0.2852024483616363,-0.3173856665178666,3.019964529442545,94.4706042640671,1.645983478082113,-0.03109279664751119,0.0,0.0,0.0,1,1,0.610865556789534,0
10703-10703_game_3,2024-02-07 11:11:32+00:00,LPL,2024,Spring,0,3,14.02,Invictus Gaming,Royal Never Give Up,1595.3133448981594,1566.168560719458,29.144784178701457,849.4184448230867,29.341942792514146,29.341942792514146,29.341942792514146,28.35614972344979,29.341942792514146,0.6,0.5,0.09999999999999998,0.5,0.5,0.0,,,,,,,,0.49124603528999994,0.5408281037887566,0.13646607787462212,0.243066429622128,0.2624128093666638,,-0.6351561872137081,0.11779947140162428,-0.08655062606487823,4.520907199899758,-67.193335285388,-0.24346784203009442,0.6304855502806427,0.0,0.0,0.0,1,0,0.3891344432104659,1
10704-10704_game_1,2024-02-07 12:41:34+00:00,LPL,2024,Spring,0,1,14.02,Weibo Gaming,Top Esports,1640.6294626446538,1355.411049956657,285.21841268799676,81349.54293626043,285.21841268799676,285.21841268799676,285.21841268799676,285.21841268799676,285.21841268799676,0.7777777777777778,0.6,0.1777777777777778,,0.5,0.0,,,,,,,,-0.035309973352098345,-0.008462534549673106,-0.5063757841993428,-0.34944924827589224,-0.11208147793884937,,-0.3296552570124859,-0.1072269960587452,-0.23173342528653074,-6.094403370127833,683.4477428848661,0.07116091267233537,0.5043532321365971,3.0,4.0,-1.0,1,0,0.3891344432104659,0
10704-10704_game_2,2024-02-07 13:30:20+00:00,LPL,2024,Spring,0,2,14.02,Top Esports,Weibo Gaming,1395.6247969814153,1600.4157156198955,-204.7909186384802,-41939.32035679262,-204.7909186384802,-204.7909186384802,-204.7909186384802,-204.7909186384802,-204.7909186384802,0.7,0.7,0.0,,0.5833333333333334,0.00694444444444445,,,,,,,,0.37185894959194515,0.3413910010656342,0.9376006261697798,0.8779630978525963,0.3936273040731255,,0.5442532935617936,0.3828444069172199,0.4700396385568506,15.573663235426938,-477.020525070335,0.5653024942832998,-0.040891552137195086,0.0,0.0,0.0,1,1,0.610865556789534,1
LOLTMNT04_26250,2024-02-10 16:07:19+00:00,LEC,2024,Winter,1,1,14.02,SK Gaming,Team Heretics,1459.0332524775006,1439.989747850121,19.04350462737966,362.65506849303057,19.04350462737966,19.04350462737966,19.04350462737966,19.04350462737966,19.04350462737966,0.4,0.4,0.0,,0.4166666666666667,-0.006944444444444442,2062.6,-104.19999999999999,-213.0,-353.4,670.0,-575.8000000000001,-48.8,-0.4607582776873999,-0.42363207048842433,0.07999283751475356,-0.03916923577083703,0.03313334498755628,-175.11629584219838,-0.08502001499044082,-0.10035478426742839,-0.11813974539986233,0.45301685818160387,-312.2944366449599,-0.7560078618008137,-0.24117993718089778,5.0,6.0,-1.0,1,0,0.4613624259050368,0
LOLTMNT04_27257,2024-02-10 17:01:18+00:00,LEC,2024,Winter,1,2,14.02,SK Gaming,Team Heretics,1433.719089569955,1465.3039107576665,-31.58482118771144,-997.6009294597055,-31.58482118771144,-31.58482118771144,-31.58482118771144,-31.58482118771144,-31.58482118771144,0.3,0.4,-0.10000000000000003,0.0,0.35714285714285715,-0.02040816326530612,2070.0,33.00000000000006,-207.40000000000003,-121.79999999999995,1158.6,-725.4000000000001,61.0,-0.6351922480494148,-0.6262197321517755,-0.3080920749181997,-0.46144932243725034,-0.28552725113609545,275.99517507482614,0.24920658213407632,0.238472243640185,-0.3914184144072885,-6.492182422330113,-218.19623779798485,-0.537926095887955,-0.48626714128139803,0.0,0.0,0.0,1,-1,0.4613624259050368,1
LOLTMNT04_26265,2024-02-10 17:57:59+00:00,LEC,2024,Winter,1,3,14.02,Team Heretics,SK Gaming,1439.128099188142,1459.8949011394795,-20.766801951337584,-431.2600632860785,-20.766801951337584,-20.766801951337584,-20.766801951337584,-20.766801951337584,-20.766801951337584,0.3,0.3,0.0,0.6666666666666667,0.5625,0.00390625,-4248.599999999999,-361.44,-1011.2,-22.0,-833.1999999999999,199.40000000000003,-140.2,0.16316661841142935,-0.02786963846917337,0.04528656474421561,-0.08382273179196466,-0.10885151683211808,-683.4458692438067,-0.48316520012123826,-0.47565116317551426,-0.03472770254228297,0.24860117672984527,151.54264526863722,-0.2496135107605859,-0.5944953716125606,0.0,0.0,0.0,1,0,0.5386375740949632,0
LOLTMNT04_26271,2024-02-10 18:52:55+00:00,LEC,2024,Winter,1,1,14.02,Movistar KOI,GiantX,1474.2356629374517,1454.0724600259016,20.163202911550115,406.55475165234304,20.163202911550115,20.163202911550115,20.163202911550115,20.163202911550115,20.163202911550115,0.5,0.3,0.2,,0.4166666666666667,-0.006944444444444442,2545.2000000000003,187.0800000000001,454.8,-792.1999999999999,283.6,739.2,250.0,-0.14944598336806775,-0.19636122866621755,-0.14393172045071675,-0.03172940959460413,0.16683147123789616,374.17569507049876,0.28178389262329556,-0.01646230949744043,0.5627414562990702,3.9601720418607465,413.4734442613617,0.3670542488335775,0.4040236984830912,6.0,7.0,-1.0,1,0,0.5371054497567935,1
LOLTMNT04_26283,2024-02-10 19:34:37+00:00,LEC,2024,Winter,1,2,14.02,Movistar KOI,GiantX,1496.8443997921945,1431.4637231711588,65.38067662103572,4274.632875424447,65.38067662103572,65.38067662103572,65.38067662103572,65.38067662103572,65.38067662103572,0.5,0.3,0.2,0.5,0.5,0.0,3937.4,436.16,359.2,-168.00000000000003,523.4,970.0,496.2,-0.13094036327078515,0.14589174496643165,-0.1096330831527796,0.27079235656094386,0.41678202986652735,703.2832714290868,0.49724872483630694,0.29719697597917655,0.7026396120367341,11.902929318713296,294.48063411420867,0.5830997520656584,0.5915371815655488,0.0,0.0,0.0,1,1,0.5371054497567935,1
LOLTMNT04_26326,2024-02-11 16:07:36+00:00,LEC,2024,Winter,1,1,14.02,G2 Esports,Team BDS,1635.6204378166572,1652.430840691562,-16.810402874904867,-282.5896448166098,-16.810402874905094,-16.810402874905094,-16.810402874905094,-16.810402874905094,-16.810402874905094,0.8,0.9,-0.09999999999999998,,0.5833333333333334,0.00694444444444445,2089.8,166.12,382.0,7.999999999999998,61.4,151.8,227.39999999999998,,,0.05736488929192217,-0.10973885952132909,-0.15977772836032367,-14.209137788035044,-0.04312045924625807,0.0680880179833771,0.0,-0.3569363796725149,-110.12883561298531,0.10773665607512539,-0.9721032342138254,5.0,5.0,0.0,1,0,,1
LOLTMNT04_26332,2024-02-11 17:01:05+00:00,LEC,2024,Winter,1,2,14.02,Team BDS,G2 Esports,1627.2705245046657,1660.7807540035537,-33.510229498888066,-1122.935481068148,-33.510229498888066,-33.510229498888066,-33.510229498888066,-33.510229498888066,-33.510229498888066,0.8,0.8,0.0,0.0,0.35714285714285715,-0.02040816326530612,-1819.1999999999998,-168.12000000000003,-780.8000000000001,45.400000000000006,-42.400000000000006,-4.400000000000034,-58.400000000000006,,,-0.03898280951538097,-0.23211631298774044,-0.19687618277515828,-14.779676174678137,0.3389049140997656,0.2610589800390209,-0.3087205926273849,-0.40246808999354666,77.2820379668924,0.2507461186295674,-0.23696892130509184,0.0,0.0,0.0,1,-1,,0
LOLTMNT04_27329,2024-02-11 17:50:05+00:00,LEC,2024,Winter,1,3,14.02,G2 Esports,Team BDS,1682.4731006783745,1605.578177829845,76.89492284852963,5912.829159881325,76.89492284852963,76.89492284852963,76.89492284852963,76.89492284852963,76.89492284852963,0.9,0.7,0.20000000000000007,1.0,0.6875,0.03515625,922.0,-80.67999999999999,544.6,-194.79999999999998,-337.6,-152.8,-262.8,,,0.2262613671912054,0.4903879561770613,0.4552545131973804,-106.68966138978041,-0.5372334398698358,-0.4914618786546995,-0.09261617778821546,4.900316109109955,-53.56547042655461,-0.14063991253115793,0.49204002279571857,0.0,0.0,0.0,1,2,,1
LOLTMNT04_26359,2024-02-12 16:06:43+00:00,LEC,2024,Winter,1,1,14.02,Movistar KOI,Team Vitality,1516.3806290007046,1502.536922176281,13.843706824423634,191.6482186405935,13.843706824423634,13.843706824423634,13.843706824423634,13.843706824423634,13.843706824423634,0.5,0.6,-0.09999999999999998,,0.5833333333333334,0.00694444444444445,-1573.3999999999999,-431.08,-236.8,-1061.0,-283.4,-489.79999999999995,-84.39999999999999,-0.07040148980260362,-0.04970881130882457,0.11787937889423646,0.3481326725408078,0.3654853854253898,3.369456564855284,0.32082997356700005,-0.09998747375457029,-0.05026113475550831,11.35376656629007,-85.1976828774018,-0.556139380292688,0.5338183439631766,1.0,6.0,-5.0,1,0,0.5380930346850266,1
LOLTMNT04_26379,2024-02-12 16:51:36+00:00,LEC,2024,Winter,1,2,14.02,Movistar KOI,Team Vitality,1539.4248453764847,1479.492705800501,59.93213957598368,3591.8613541551895,59.93213957598368,59.93213957598368,59.93213957598368,59.93213957598368,59.93213957598368,0.6,0.5,0.09999999999999998,1.0,0.6428571428571429,0.020408163265306135,1273.4,33.16,282.0,25.799999999999955,-53.0,-338.6,249.6,0.17954789632338575,0.31809175171886916,0.2908072957329892,0.5841490138355738,0.5732809550525426,400.32019761278,-0.07541901850309995,-0.36999123162819925,-0.3351827943288561,15.487739708871056,-61.30401120601164,-0.3631357883227271,0.6823934334016084,0.0,0.0,0.0,1,1,0.5380930346850266,1
LOLTMNT04_26385,2024-02-12 18:06:30+00:00,LEC,2024,Winter,1,1,14.02,SK Gaming,Fnatic,1482.4620871900786,1550.9617636296562,-68.49967643957757,-4692.205672326819,-68.49967643957757,-68.49967643957757,-68.49967643957757,-68.49967643957757,-68.49967643957757,0.4,0.6,-0.19999999999999996,,0.5833333333333334,0.00694444444444445,45.600000000000136,-95.96000000000001,503.0,-421.4,-364.59999999999997,-314.2,117.39999999999999,-0.23330407375445672,0.09007649077720192,-0.24512410860273992,0.08261088614867351,0.08444628555389616,136.9290469150049,-0.2781188481893892,-0.08968981529070053,-0.13606696806858476,3.749576831203896,-89.36431171185222,0.1757471632705907,0.6471537507895565,2.0,6.0,-4.0,1,0,0.3456739891208079,1
LOLTMNT04_26398,2024-02-12 19:07:58+00:00,LEC,2024,Winter,1,2,14.02,Fnatic,SK Gaming,1522.290345287586,1511.1335055321488,11.156839755437204,124.4750733285041,11.156839755437204,11.156839755437204,11.156839755437204,11.156839755437204,11.156839755437204,0.5,0.4,0.09999999999999998,0.0,0.35714285714285715,-0.02040816326530612,-1886.8000000000002,-103.84,-1172.8000000000002,577.8,-390.59999999999997,400.2,66.19999999999999,-0.21803768554716327,-0.5924220927815623,-0.1993195720623867,-0.5509029239721241,-0.3678329925151121,61.28301179185755,0.49468319373257247,0.37150346333087536,0.4039674702753942,-10.62527741227258,60.58416426450731,0.17697698571058673,-0.7530076255526894,0.0,0.0,0.0,1,-1,0.6543260108791921,1
LOLTMNT04_27389,2024-02-12 19:51:45+00:00,LEC,2024,Winter,1,3,14.02,SK Gaming,Fnatic,1487.903927923224,1545.5199228965107,-57.61599497328666,-3319.6028767617936,-57.61599497328666,-57.61599497328666,-57.61599497328666,-57.61599497328666,-57.61599497328666,0.4,0.5,-0.09999999999999998,0.6666666666666667,0.5625,0.00390625,2331.8,16.80000000000001,1284.8,-841.6,52.19999999999999,-141.4,-270.0,0.2693794448487832,0.22284948892407552,0.1829680627838836,0.09030722558270916,-0.042516905239421476,-272.1943889509935,-0.046278235612800644,-0.5687730169589974,-0.582777229192776,5.142341300119422,-42.94087113542582,-1.3674868531343354,0.22710533788688236,0.0,0.0,0.0,1,0,0.3456739891208079,0
LOLTMNT01_55642,2024-02-14 08:05:22+00:00,LCK,2024,Spring,0,1,14.02,KT Rolster,Gen.G,1643.3149386577538,1800.3637414777745,-157.04880282002068,-24664.326467201736,-157.0488028200209,-157.0488028200209,-157.0488028200209,-157.0488028200209,-157.0488028200209,0.5,0.9,-0.4,,0.5,0.0,-1187.6,-66.92000000000002,167.6,-115.6,-291.2,-513.0,417.59999999999997,-0.15484634559344115,-0.1202553628614961,-0.20648332640492223,-0.12655690421419555,-0.23341487766898505,-169.0842378565505,0.6571783724392184,-0.22160398910004275,-0.38907985375709175,-2.6482581801864438,302.4696451417353,0.1955470109612487,0.41795398757096514,11.0,9.0,2.0,1,0,0.270196978243442,1
LOLTMNT01_56440,2024-02-14 08:59:16+00:00,LCK,2024,Spring,0,2,14.02,Gen.G,KT Rolster,1766.1982937662258,1677.480386369302,88.71790739692369,7870.867092889128,88.71790739692392,88.71790739692392,88.71790739692392,88.71790739692392,88.71790739692392,0.8,0.6,0.20000000000000007,,0.4166666666666667,-0.006944444444444442,1372.4,86.55999999999997,412.20000000000005,-307.0,177.60000000000002,833.8,-683.8000000000001,-0.14598465213799813,-0.4448657754850642,-0.10950777915765388,-0.43423504306272054,-0.15405077088648012,103.07059968987778,-0.7687454533348377,-0.14487720762997014,0.5897970828847339,-5.756087127356576,-207.4469406191688,-0.763044685555029,-0.6100089765544454,0.0,0.0,0.0,1,-1,0.729803021756558,0
LOLTMNT01_55683,2024-02-14 10:36:57+00:00,LCK,2024,Spring,0,1,14.02,Kiwoom DRX,DN SOOPers,1515.8521586090903,1634.11163031906,-118.2594717099696,-13985.3026491211,-128.08962637879767,-128.08962637879767,-128.08962637879767,-78.93885303465709,-128.08962637879767,0.4,0.6,-0.19999999999999996,,0.5,0.0,-1707.6000000000001,-267.7999999999999,-742.8,176.40000000000003,-80.39999999999998,-330.6,-361.6,-0.31824987955220196,-0.2013758046166821,-0.2735381495219448,-0.14185820644646818,-0.1929814563947489,11.596898777541412,-0.36332505442156704,0.13282886167767885,0.0824190449237169,-1.9142599448574327,136.9460310880147,-0.3646135563107662,-0.36346622926136946,11.0,12.0,-1.0,1,0,0.351208563345841,0
LOLTMNT01_55709,2024-02-14 11:35:15+00:00,LCK,2024,Spring,0,2,14.02,Kiwoom DRX,DN SOOPers,1499.7197167756037,1650.265115249253,-150.54539847364936,-22663.917001589867,-159.7541671417241,-159.7541671417241,-159.7541671417241,-113.7103238013492,-159.7541671417241,0.3,0.7,-0.39999999999999997,,0.4166666666666667,-0.006944444444444442,-3564.2000000000003,-300.12,-737.6,149.2,-525.0,389.8,-777.0,-0.34350833816248094,-0.3593424314123269,-0.26772031180975575,-0.29919325134029595,-0.45252820473109395,-116.27630449677252,0.04567246190490304,-0.22446098208039444,-0.2423066685533982,-11.976011592769446,95.43491272286838,-1.1988324525544602,-0.8805881383651132,0.0,0.0,0.0,1,-1,0.351208563345841,0
LOLTMNT01_57068,2024-02-15 08:08:36+00:00,LCK,2024,Spring,0,1,14.02,T1,Dplus Kia,1757.7742896788163,1573.9297334010137,183.84455627780267,33798.82087298215,183.8445562778029,183.8445562778029,183.8445562778029,183.8445562778029,183.8445562778029,0.9,0.3,0.6000000000000001,,0.5,0.0,6085.0,802.16,806.0,392.0,715.2,843.8,1253.8,0.7197498250819242,0.6732452806346101,0.7091752438399945,0.6283192865456254,0.9026606070745886,662.3664130395586,0.09168971037694651,-0.13547585766267534,0.4324400614022166,12.653946044371644,-300.38176412811504,1.216369224867025,1.0291959481729958,11.0,12.0,-1.0,1,0,0.7488603956330361,1
LOLTMNT01_56898,2024-02-15 08:55:57+00:00,LCK,2024,Spring,0,2,14.02,Dplus Kia,T1,1561.5632272861758,1770.1407957936542,-208.57756850747842,-43504.60208449185,-208.57756850747865,-208.57756850747865,-208.57756850747865,-208.57756850747865,-208.57756850747865,0.3,0.9,-0.6000000000000001,,0.4166666666666667,-0.006944444444444442,-6180.0,-824.52,-535.4000000000001,-717.8,-268.8,-1103.4,-1497.2,-0.6776135584182744,-0.609186640164691,-0.6210742374613976,-0.5677070228595194,-0.9318624249522119,-860.0723810897553,-0.3729033898912476,-0.2138874922635121,-0.6114286356089365,-16.762409342588768,203.7791139749063,-1.7863408279164568,-1.029157756348482,0.0,0.0,0.0,1,-1,0.2511396043669639,0
LOLTMNT01_57117,2024-02-15 10:40:15+00:00,LCK,2024,Spring,0,1,14.02,Hanwha Life Esports,HANJIN BRION,1702.6156403512364,1422.6023211228148,280.01331922842155,78407.45894531792,264.8946707732223,239.9126733350813,264.8946707732223,294.2483769647181,336.116204295864,0.7,0.1,0.6,,0.5,0.0,5102.4,459.92,876.8000000000001,109.99999999999999,716.8000000000001,-22.599999999999998,618.6,0.3172776174821608,0.16375162564191637,0.3712943206487612,0.24943156205689537,0.6593675771539076,499.3851357686345,0.7517837009108946,0.21512555661716998,0.053000750931660734,11.327842429387395,17.468408889571492,1.818053143747532,0.47393414876829254,11.0,12.0,-1.0,1,0,0.8250868856820781,1
LOLTMNT01_57141,2024-02-15 11:27:44+00:00,LCK,2024,Spring,0,2,14.02,HANJIN BRION,Hanwha Life Esports,1414.5400073708174,1710.5993315071378,-296.05932413632036,-87651.1234080548,-281.4582427615105,-257.53671717022144,-281.4582427615105,-309.68516471768,-350.1582532706798,0.1,0.7,-0.6,,0.4166666666666667,-0.006944444444444442,-5271.799999999999,-612.72,-1334.2,-172.4,-881.6,363.4,-1038.8,-0.2092699767222445,-0.18684376929203445,-0.2623542875512549,-0.24138544690413966,-0.7615573040077354,-637.4335436875699,-0.20880740538285653,-0.4505878896320189,-0.3545417109069322,-12.051004366924715,-11.13781214427695,-1.555196015368503,-0.631753904137805,0.0,0.0,0.0,1,-1,0.1749131143179219,0
LOLTMNT01_58248,2024-02-16 08:06:23+00:00,LCK,2024,Spring,0,1,14.02,Nongshim RedForce,KT Rolster,1528.805009786434,1707.4789880160977,-178.6739782296636,-31924.390496414297,-175.45530116639225,-175.45530116639225,-161.07248533357597,-205.93150231556615,-175.45530116639225,0.2,0.7,-0.49999999999999994,,0.5,0.0,-2384.0,-366.12,-268.4,-378.0,-595.4,-19.0,-569.8000000000001,-0.08959809579140393,-0.32176768474053724,-0.21358346518350643,-0.42758375343127486,-0.5924263604687576,-521.6751072806608,-0.6999607773882994,-0.7565647928237523,0.13758914273538747,-12.187319339198254,-42.15176700937627,-2.3769146181616962,-0.8461938827738832,11.0,1.0,10.0,1,0,0.2501146491434448,0
LOLTMNT01_59105,2024-02-16 08:54:39+00:00,LCK,2024,Spring,0,2,14.02,Nongshim RedForce,KT Rolster,1516.1473522564638,1720.1207084044006,-203.97335614793678,-41605.13001825306,-200.91203652088188,-200.91203652088188,-187.3217997792692,-229.80887139776883,-200.91203652088188,0.2,0.7,-0.49999999999999994,,0.4166666666666667,-0.006944444444444442,-2907.0,-456.28,-221.0,-154.60000000000002,-624.5999999999999,-420.2,-861.0,-0.462689761822327,-0.4883664917459476,-0.5792718521591504,-0.5681469928070387,-0.7146984523281302,-604.654329090188,-0.8074137294265791,-0.8383159476040114,-0.21240819271261357,-17.02705005634001,-24.51805792369919,-1.946399047458418,-0.901056310569103,0.0,0.0,0.0,1,-1,0.2501146491434448,0
LOLTMNT01_59130,2024-02-16 10:38:10+00:00,LCK,2024,Spring,0,1,14.02,DN SOOPers,BNK FEARX,1627.1112233198196,1582.903954353239,44.207268966580614,1954.2826294836013,90.25163598693848,90.25163598693848,90.25163598693848,46.940195465946545,-96.65875859385937,0.8,0.4,0.4,,0.5,0.0,173.5999999999999,-26.84000000000006,233.4,-517.4,-86.79999999999998,179.39999999999998,57.2,0.267818991954455,0.32358381494753713,0.1307615375528846,0.24451536276623284,0.44012770335983675,-7.351923839746121,-0.39674525857042503,0.003925904073058761,0.15447258108043693,8.4843087067533,269.8950030842068,1.130068382163877,0.8185740158965306,1.0,12.0,-11.0,1,0,0.6171898989953695,1
LOLTMNT01_58334,2024-02-16 11:31:10+00:00,LCK,2024,Spring,0,2,14.02,BNK FEARX,DN SOOPers,1561.9413106781622,1648.1099180417812,-86.168607363619,-7425.028894985535,-129.11646046617125,-129.11646046617125,-129.11646046617125,-88.67991117072665,45.18625575114629,0.4,0.8,-0.4,,0.4166666666666667,-0.006944444444444442,-1319.4,-22.079999999999956,-532.0,369.6,136.39999999999998,-113.19999999999993,28.8,-0.347897225982762,-0.4804613438696632,-0.295590733131016,-0.48314303160252314,-0.6080893923518857,-134.59818975154164,-0.030998911628087322,-0.311468725478526,0.20058978587107895,-13.765177872609465,-189.3450906050591,-1.3736066822599442,-0.881722403754956,0.0,0.0,0.0,1,-1,0.3828101010046305,1
LOLTMNT01_59177,2024-02-16 12:21:36+00:00,LCK,2024,Spring,0,3,14.02,DN SOOPers,BNK FEARX,1618.4135025671076,1591.7745136374917,26.638988929615834,709.635731192195,66.75332023436613,66.75332023436613,66.75332023436613,28.850567351735208,-95.9155834067542,0.7,0.5,0.19999999999999996,0.5,0.5,0.0,1531.6000000000001,-10.800000000000011,424.0,-478.4,-63.39999999999998,58.60000000000002,5.200000000000001,0.013790066375550192,-0.1352376005332956,-0.001232385276765769,-0.12466309833023426,0.1082213893915504,-26.74510115033715,-0.2957419471151086,-0.08197189216503187,0.1595871498902447,5.060639027849078,125.60869228477054,-0.29951947080973307,0.2910439047463147,0.0,0.0,0.0,1,0,0.6171898989953695,1
LOLTMNT04_26686,2024-02-16 16:07:48+00:00,LEC,2024,Winter,1,1,14.02,Movistar KOI,Fnatic,1559.3254595173796,1565.576037540151,-6.2505780227713785,-39.06972561875256,-6.2505780227713785,-6.2505780227713785,-6.2505780227713785,-6.2505780227713785,-6.2505780227713785,0.6,0.6,0.0,0.33333333333333337,0.4375,-0.00390625,-222.40000000000003,89.72,1145.0,-363.4,-299.40000000000003,-84.80000000000007,51.19999999999999,0.22550042443684512,0.28037890846603386,0.09665918595007694,-0.046536366111715716,0.04972491270992385,251.50663877970507,-0.07180162107929777,-0.8252108572375685,-0.2701089081074777,5.182598422794591,-29.60215938069996,-2.155642652502054,0.31991594666945256,3.0,3.0,0.0,1,0,0.4292806371908826,1
