gameid,date,league,year,split,playoffs,game,patch,blue_team,red_team,blue_elo,red_elo,elo_diff,elo_diff_signed_sq,top_elo_diff,jng_elo_diff,mid_elo_diff,bot_elo_diff,sup_elo_diff,blue_rwr,red_rwr,rwr_diff,h2h_wr,role_h2h_wr,role_h2h_signed_sq,gd20_diff,gd15_diff,top_gd15_diff,jng_gd15_diff,mid_gd15_diff,bot_gd15_diff,sup_gd15_diff,outperf_diff,outperf_exp_diff,outperf_elo_diff,outperf_elo_exp_diff,rwr_exp_diff,gd15_exp_diff,first_blood_diff,first_dragon_diff,first_tower_diff,kill_diff_diff,game_len_diff,dragons_diff,barons_diff,blue_days_since,red_days_since,days_since_diff,blue_first_pick,series_score,q_blue_win,blue_win
LOLTMNT06_96430,2025-01-19 17:06:11+00:00,LEC,2025,Winter,0,1,15.01,Team Heretics,SK Gaming,1507.7737869777666,1510.075815137217,-2.3020281594504013,-5.2993336469026024,-81.09080439215154,122.05241841481939,-235.17635736240595,-120.32150246527817,303.0261050077645,0.2,0.2,0.0,0.4545454545454546,0.44886363636363635,-0.012919679752066121,4979.2,228.64,454.4,-627.4,-23.40000000000009,1238.4,101.20000000000005,0.09484039574419983,0.09902929532455834,0.18973530266664757,0.08373983710215882,0.11235289921825484,247.55274602430492,0.18047898152454117,0.01922823206401103,0.06309692907516418,5.112544728315456,227.89577046048703,0.8727993039716417,0.13621557875258145,0.0,0.0,0.0,1,0,0.410579,1
LOLTMNT06_95435,2025-01-19 17:59:13+00:00,LEC,2025,Winter,0,1,15.01,Rogue,GiantX,1371.1528698374127,1538.3285347474964,-167.1756649100837,-27947.70293812859,36.92141398116064,-373.7070832682425,-94.83312276439324,-178.7702453765521,-225.4892871223933,0.3,0.4,-0.10000000000000003,0.0,0.4163461538461538,-0.017682137573964498,5593.0,-205.59999999999997,-763.6,-267.40000000000003,1048.0,-678.0,-367.00000000000006,-0.40592895186385386,-0.4496349918775484,0.06289280579455887,0.011479594865196695,-0.0031873240144628667,-101.24368396379504,-0.2440025717203343,0.04572201896931394,0.8474480015245189,-2.6906320156590664,325.66752449139176,0.5688868536641611,0.5197927979015652,1.0,0.0,1.0,1,0,0.344037,0
LOLTMNT06_95446,2025-01-19 19:21:06+00:00,LEC,2025,Winter,0,1,15.01,Movistar KOI,Karmine Corp,1542.4008812323336,1576.7088462867061,-34.30796505437252,-1177.0364661720457,26.16457395517864,-152.6292113294544,-85.77494180562235,-20.57095606639018,61.2707099744257,0.5,0.6,-0.09999999999999998,0.19999999999999996,0.39771739130434786,-0.01758039933837429,-2169.0,-202.07999999999998,-1247.0,-61.60000000000002,155.2,72.59999999999997,70.39999999999999,-0.3692625997678934,-0.36692409031021783,-0.11999053263398193,-0.18084992060395633,-0.08197992507485202,-122.94841873715337,0.1229024727595468,-0.32682622708763087,-0.2337396804434443,0.6585079959113553,-458.35192296594346,-1.3614911667334324,0.056835175844873964,0.0,0.0,0.0,1,0,0.5,0
LOLTMNT06_96459,2025-01-19 20:24:44+00:00,LEC,2025,Winter,0,1,15.01,G2 Esports,Team BDS,1657.524196312915,1545.5415222103293,111.98267410258563,12540.119299165903,254.45277974845885,48.29824557005577,129.40096446899202,155.90148353179643,-28.140102806374898,0.4,0.5,-0.09999999999999998,0.7619047619047619,0.6121153846153846,0.019805658284023676,2760.7999999999997,87.6,128.8,-520.8,805.1999999999999,772.4,-747.6,,,0.050222773925095554,0.11395865813450928,0.012296127260978035,85.40900796942054,-0.37752709295877773,-0.3320966071805378,0.32366072745802255,1.0112001234665033,162.52260937534288,-0.45314196473200186,-0.040466413935249634,0.0,1.0,-1.0,1,0,,0
LOLTMNT06_96473,2025-01-19 21:18:52+00:00,LEC,2025,Winter,0,1,15.01,Fnatic,Team Vitality,1586.03578383181,1524.11345706557,61.922326766240076,3834.3745521450123,-139.77789719723728,207.3277408905808,-139.77789719723728,83.95450098975607,297.88518634533875,0.3,0.3,0.0,0.8571428571428571,0.4916666666666667,-0.0001736111111111098,-548.9999999999998,-219.31999999999996,-782.1999999999999,543.8,-528.6,25.19999999999999,-354.8,0.22162653373904648,0.10207658777753381,-0.10373283841552677,-0.3550752059069226,-0.20022990718904732,-349.3847030399194,0.2667121767539916,-0.1017794094013725,-0.10556083223708174,-6.077878723583609,-20.226946469344057,0.2889810886986437,-0.44259273942753874,1.0,1.0,0.0,1,0,0.686801,1
11723-11723_game_1,2025-01-20 09:29:51+00:00,LPL,2025,Split 1,0,1,15.01,JD Gaming,Ultra Prime,1734.369744772464,1352.4885774263826,381.8811673460814,145833.22597360582,90.92717123971602,544.3459104931421,534.2305896598709,383.13835814937534,356.7638071883023,0.5,0.3,0.2,1.0,0.5,0.0,,-357.5666666666667,,,,-655.2,,,,-0.13618592448936911,-0.19573452437207883,0.20380828757819128,-390.70018511172816,0.012944654448866277,-0.3620383668832911,0.05483281932934281,4.586707946837315,56.25860608039511,0.5556208053336198,0.23638559806741055,78.0,4.0,74.0,1,0,0.775639079913746,1
11723-11723_game_2,2025-01-20 10:17:30+00:00,LPL,2025,Split 1,0,2,15.01,Ultra Prime,JD Gaming,1350.7137783347375,1736.108844913464,-385.3950665787265,-148529.35734322105,-96.81868551713592,-546.3318706669993,-536.380412327617,-386.84140232771415,-360.6029620541665,0.2,0.6,-0.39999999999999997,0.0,0.4166666666666667,-0.006944444444444442,,357.5666666666667,,,,655.2,,0.06365161959038518,-0.018954890952507852,0.27416861636158807,0.11888515607268488,-0.46010698655950355,390.70018511172816,-0.3177818507415914,-0.06401432843646593,-0.3558241587853095,-13.272886972037517,-39.616480257215926,-0.7150963416156881,-0.1654699186471874,0.0,0.0,0.0,1,-1,0.2243609200862539,0
11723-11723_game_3,2025-01-20 11:16:40+00:00,LPL,2025,Split 1,0,3,15.01,Ultra Prime,JD Gaming,1348.9738177612187,1737.8141683632489,-388.8403506020302,-151196.81825630975,-102.58421580777372,-548.2879234966172,-538.4961091230691,-390.469571465876,-364.363933116814,0.1,0.6,-0.5,0.0,0.35714285714285715,-0.02040816326530612,,357.5666666666667,,,,655.2,,0.08555825464966192,-0.14124646979659267,0.14070633130528368,-0.01608451895772936,-0.6307954832190373,390.70018511172816,-0.5311678881464987,-0.3448100299055262,0.059643681477668076,-15.395667991954877,-32.29240612417334,-1.435449809640521,-0.11582894305303115,0.0,0.0,0.0,1,-2,0.2243609200862539,0
LOLTMNT06_95500,2025-01-20 17:07:36+00:00,LEC,2025,Winter,0,1,15.01,Team BDS,Rogue,1554.9359493941613,1366.8332569445217,188.10269244963956,35382.62290680369,-120.5471082664701,402.431897916596,265.564038760298,146.27971863330617,246.78491520446664,0.6,0.2,0.39999999999999997,1.0,0.5375,0.007031249999999996,-3367.0,-206.32000000000002,-329.4,188.2,-694.6,-513.2,317.4,,,-0.05441404395849689,0.026887897739911945,0.18461643237033004,-385.05586527712677,-0.15037678189084347,0.39348869254040353,-0.8950332665841646,-1.6815407147091102,-666.4032834497896,0.32169360213652176,-0.7703863319956672,0.0,0.0,0.0,1,0,,1
LOLTMNT06_96516,2025-01-20 18:05:02+00:00,LEC,2025,Winter,0,1,15.01,Team Heretics,Fnatic,1515.039441722233,1592.0166329327328,-76.97719121049977,-5925.487966657843,-56.42307807166185,-8.89336638697614,-207.84902943834913,-111.71812564055722,-0.00235651495518141,0.3,0.3,0.0,0.5,0.53125,0.0068359375,3461.8,352.28,1204.0,-322.0,-194.8,161.60000000000002,912.5999999999999,-0.0028738278912263104,0.14263984826660137,-0.005729030028945897,0.03804450119543784,0.013243807790328133,279.2501748945224,0.29596344981823036,0.24096290567811907,0.5242590300040904,0.48747769183840006,263.78853034690883,0.6233054082395515,0.2965399321162995,1.0,0.0,1.0,1,0,0.290323,0
LOLTMNT06_96529,2025-01-20 18:52:10+00:00,LEC,2025,Winter,0,1,15.01,Movistar KOI,Team Vitality,1535.8871935128636,1518.0278026596166,17.859390853247078,318.9578416490454,-149.9581481181542,190.56760722826016,-269.0516242621982,158.8695597091637,158.8695597091637,0.5,0.3,0.2,0.5,0.5,0.0,505.0,161.20000000000002,-362.2,536.8,79.39999999999999,327.6,224.4,0.19121942128775665,0.21014300233426594,-0.1383639519715271,-0.07064848411902239,0.08820733900490374,288.96503551981544,0.3658642751215156,0.020444123795985814,0.1623311532947388,4.263499860881393,0.21609522577068674,0.5078025426683066,0.1851456050899027,0.0,0.0,0.0,1,0,0.645238,1
LOLTMNT06_95531,2025-01-20 19:48:37+00:00,LEC,2025,Winter,0,1,15.01,G2 Esports,SK Gaming,1648.1300224519382,1502.8312285707775,145.2987938811607,21111.73950332002,98.40687850833797,152.55201251009703,98.78688364508685,204.50695397964114,172.24124076264093,0.3,0.1,0.19999999999999998,0.6666666666666666,0.4833333333333334,-0.0013888888888888883,3770.6,212.16000000000003,-210.8,-324.6,1225.4,648.6,-277.8,0.3594305389462065,0.3345175434465746,0.22141878655621788,0.07392956258294425,0.10745295203827979,367.52281562150665,0.2976625297200646,-0.5180859425628851,0.22170068255069786,6.968148349921297,184.2787517010156,0.042686655565998155,0.21273100547413257,0.0,1.0,-1.0,1,0,0.752418,1
LOLTMNT06_96548,2025-01-20 20:43:00+00:00,LEC,2025,Winter,0,1,15.01,GiantX,Karmine Corp,1542.3910120823355,1583.2557435923336,-40.86473150999814,-1669.9262813842347,7.503880491505697,-181.58764915006486,-117.12667902660246,3.3665682862235826,83.52022184894804,0.4,0.6,-0.19999999999999996,0.3333333333333333,0.4833333333333334,-0.001388888888888888,-4982.400000000001,-476.00000000000006,-253.20000000000005,-240.79999999999998,-1077.6,-484.0,-324.4,-0.3852027276405333,-0.31461260570664384,-0.1298051482802624,-0.13542675760065934,-0.1259764932293096,-431.66867404709535,0.03344244129314489,0.1482462063039,-0.5489542715547027,-1.9492333769513448,275.1549360342865,-0.053918514891982294,0.7023225887124884,1.0,1.0,0.0,1,0,0.39206,1
11724-11724_game_1,2025-01-21 09:22:17+00:00,LPL,2025,Split 1,0,1,15.01,EDward Gaming,ThunderTalk Gaming,1428.4853199923875,1537.8940052045757,-109.40868521218817,-11970.260399859684,-63.32722356766021,-172.25515814832124,49.91841623764617,-194.71928274224274,-166.6601778403633,0.4,0.6,-0.19999999999999996,0.4444444444444444,0.5894444444444444,0.017001543209876544,,,,,,,,-0.06723465382284644,-0.3960542039058784,-0.029562922185710938,-0.32845711629758767,-0.5009137692702134,,-0.19407667789124217,-0.3530110998324948,-0.06727102196809209,-8.78736760327908,-94.7936976399476,-1.5730247222089118,-0.5640928241974282,3.0,7.0,-4.0,1,0,0.4202250281778261,1
11724-11724_game_2,2025-01-21 10:23:14+00:00,LPL,2025,Split 1,0,2,15.01,ThunderTalk Gaming,EDward Gaming,1528.5633204045737,1437.8505547552827,90.71276564929099,8228.805851743187,45.50137900629579,152.31816545899574,-65.49863337332908,174.39512062326003,146.84779653123155,0.5,0.5,0.0,0.5,0.3662004662004662,-0.025234186947473664,,,,,,,,0.029415456695412706,-0.08208763042303108,-0.024152621065033353,-0.17782520061154963,0.03319845323437959,,-0.18158751073090018,-0.06161282274463842,0.3470897153776645,-2.676151716446501,70.23625206714951,0.15751434240931417,0.38614438431081477,0.0,0.0,0.0,1,-1,0.5797749718221739,1
11724-11724_game_3,2025-01-21 11:16:15+00:00,LPL,2025,Split 1,0,3,15.01,EDward Gaming,ThunderTalk Gaming,1432.4644895913086,1533.9730196483404,-101.50853005703175,-10303.981674339318,-57.17814865830201,-161.8775702040325,51.600551358020766,-183.55719016620924,-156.53029261463553,0.5,0.5,0.0,0.45454545454545453,0.5744588744588744,0.011685266393058596,,,,,,,,-0.3925783529124267,-0.30472522075354314,-0.2838422140198403,-0.19226089709728678,-0.32323891726406573,,-0.18160933511575478,-0.26559161670613796,-0.55168339339175,-2.8220466869588328,-48.46772903681381,-1.3364218175686746,-0.5615804763901856,0.0,0.0,0.0,1,0,0.4202250281778261,0
11724-11724_game_4,2025-01-21 12:11:42+00:00,LPL,2025,Split 1,0,4,15.01,EDward Gaming,ThunderTalk Gaming,1427.284125191603,1539.1823129948289,-111.89818780322594,-12521.204433646022,-68.41598801885539,-171.06656835800936,38.19447779439179,-192.3643255241641,-165.83853490949264,0.4,0.6,-0.19999999999999996,0.4166666666666667,0.5258333333333333,0.0032326388888888865,,,,,,,,-0.40853558739350193,-0.4702782929394125,-0.2901238845814646,-0.3512483148537884,-0.5437084273396156,,0.17287346541897175,0.11408586830570355,-0.07745778274684012,-13.802741719613039,-33.49138069440028,-0.9354952722980723,-0.7105475187278996,0.0,0.0,0.0,1,-1,0.4202250281778261,0
LOLTMNT03_188641,2025-01-22 08:04:43+00:00,LCK,2025,Cup,0,1,15.01,Dplus Kia,BNK FEARX,1648.0462624029599,1485.7114754382042,162.33478696475572,26352.583058892626,76.44928452037607,160.65969626666242,283.0437378339359,304.6879985258495,-13.1667823230448,0.6,0.3,0.3,0.7857142857142857,0.5251879699248121,0.005823534399909551,2038.4,274.32,-22.80000000000001,1182.0,279.0,-472.4,405.8,0.3669053722096286,0.42922817481372516,0.5201687089108813,0.5269201466629733,0.6389916105293181,266.6150878078685,-0.05560027309880525,0.303381454284088,-0.013243807790328133,11.264239998435379,-4.724900517004244,1.2833759205724304,0.37039493412451624,4.0,2.0,2.0,1,0,0.760379408509232,1
LOLTMNT03_188645,2025-01-22 08:55:05+00:00,LCK,2025,Cup,0,2,15.01,BNK FEARX,Dplus Kia,1481.4192216409433,1652.1241729594865,-170.70495131854318,-29140.180404666196,-86.09496926493352,-168.82010131264087,-289.394904621088,-310.78953891687615,1.5747575228224377,0.3,0.6,-0.3,0.2,0.41500000000000004,-0.012041666666666666,-1445.1999999999998,12.84000000000001,345.40000000000003,-948.5999999999999,-51.8,868.2,-149.0,-0.27546196003960355,-0.416521402778085,-0.3921738460273992,-0.4992677443796053,-0.7472941273705227,-68.77065378096714,0.34764078379654856,0.10507416725590807,-0.29944992717415514,-20.00705629568815,-0.006394836503432089,-0.8722013665185466,-0.25927645388716125,0.0,0.0,0.0,1,-1,0.2396205914907679,1
11725-11725_game_1,2025-01-22 09:27:10+00:00,LPL,2025,Split 1,0,1,15.01,LGD Gaming,Team WE,1406.1552009830234,1391.8641514150409,14.291049567982554,204.23409775453436,-52.00023155019039,-80.19779515746927,72.82990224770242,151.7309934223706,-20.90762112250013,0.2,0.1,0.1,0.42857142857142855,0.5,0.0,,,,,,,,-0.08849735879638004,-0.024638605157973503,0.1432033353865803,0.017628712193690194,0.06322761358922932,,-0.1774049610547785,-0.5292868483273698,0.16466137941509623,2.2491443662904844,105.64567006956759,0.05615276780682743,-0.11060107069852315,5.0,3.0,2.0,1,0,,1
LOLTMNT03_188655,2025-01-22 09:48:21+00:00,LCK,2025,Cup,0,3,15.01,Dplus Kia,BNK FEARX,1641.662987910119,1491.6651187603925,149.9978691497265,22499.360749458476,66.61102271208415,147.90538045599442,266.7380588141152,287.8920487008977,-19.157164934459843,0.6,0.3,0.3,0.75,0.5217261904761905,0.004429297760770975,1779.2,80.96,-380.6,833.8,60.400000000000006,-362.8,254.0,0.18401854786957844,-0.1923733376468633,0.2666770986818238,-0.12512367674349048,0.2231058891593658,44.76426382027335,-0.543348548657584,-0.3735519170791356,-0.09038505097809141,7.4921453332555545,2.8648307673347517,0.636702734445137,-0.10978588965160235,0.0,0.0,0.0,1,0,0.760379408509232,1
11725-11725_game_2,2025-01-22 10:24:03+00:00,LPL,2025,Split 1,0,2,15.01,Team WE,LGD Gaming,1384.949254267659,1413.061107902302,-28.111853634643012,-790.2763147755916,36.82063437301531,64.46345667959463,-85.44426559889371,-162.7698250259714,6.370731399041006,0.1,0.3,-0.19999999999999998,0.5,0.4166666666666667,-0.006944444444444442,,,,,,,,0.08849735879638004,0.024638605157973503,-0.12591596160408577,-0.2947684670397604,-0.3529799221398454,,-0.18453711988903992,0.07050079382915891,-0.4239835582179523,-7.148812908951036,-77.72798565635458,-1.2654687153469337,-0.24874102839318823,0.0,0.0,0.0,1,-1,,0
LOLTMNT03_188679,2025-01-22 11:00:14+00:00,LCK,2025,Cup,0,1,15.01,DN SOOPers,Kiwoom DRX,1525.5725507486834,1441.4647153045382,84.10783544414517,7074.127983099402,176.84529568871062,194.05872917682063,-40.714711404635864,88.17041679319345,2.179446966636533,0.3,0.4,-0.10000000000000003,0.6,0.54,0.007999999999999997,2204.2,410.4,552.8,-492.59999999999997,413.6,831.1999999999999,747.0,-0.14333346757548912,-0.18014852478027876,-0.1777324647462453,-0.2513308183391135,-0.04956447679234727,590.8076304496774,0.5751158976389419,0.1540819485791295,0.3195474238108272,-0.42210670588494104,84.58253152526504,-0.1991062426469139,-0.3467715192238876,4.0,4.0,0.0,1,0,0.6331953591455877,1
11725-11725_game_3,2025-01-22 11:36:39+00:00,LPL,2025,Split 1,0,3,15.01,Team WE,LGD Gaming,1378.310363008421,1419.6834708826318,-41.373107874210746,-1711.7340551710793,22.2404125083724,49.32544295861521,-97.52455062468857,-173.32727300921283,-7.579571204141303,0.1,0.4,-0.30000000000000004,0.4444444444444444,0.35714285714285715,-0.02040816326530612,,,,,,,,0.08849735879638004,0.024638605157973503,-0.3286572528216045,-0.5435550082216629,-0.5558065381252766,,0.17954460870505679,-0.25064944431958885,0.02065269450220314,-12.387301481440808,-49.342925642937644,-2.094548693370238,-0.4828393125026165,0.0,0.0,0.0,1,-2,,0
LOLTMNT03_189517,2025-01-22 11:54:37+00:00,LCK,2025,Cup,0,2,15.01,Kiwoom DRX,DN SOOPers,1435.8809161517497,1531.1111607527005,-95.23024460095075,-9068.79948675691,-186.19285311162662,-203.06644329333903,27.192339309639465,-99.25966120024987,-14.824604709175901,0.4,0.4,0.0,0.36363636363636365,0.3895833333333334,-0.015125868055555556,-1485.1999999999998,-305.84,-525.0,369.59999999999997,50.19999999999999,-767.4000000000001,-656.5999999999999,0.1678354770164261,-0.08655381856067126,0.20569108712444964,-0.04435760739673479,-0.27402545887274177,-447.15986441166933,-0.7113017209746442,0.1921426359946094,0.08503739595980586,-11.540554937249782,-63.31517119518389,0.13065377722545546,-0.07470112179804839,0.0,0.0,0.0,1,-1,0.3668046408544123,1
LOLTMNT03_188722,2025-01-22 12:46:42+00:00,LCK,2025,Cup,0,3,15.01,DN SOOPers,Kiwoom DRX,1522.0366024025022,1444.9058193809672,77.13078302153508,5949.157689515124,166.375992090899,182.92176169698905,-42.96723373946429,81.13133825462296,-1.8079431953719904,0.4,0.4,0.0,0.5833333333333334,0.5352941176470589,0.006228373702422148,2084.2000000000003,471.64,520.5999999999999,-321.59999999999997,495.20000000000005,978.0,686.0,-0.19233748645736307,-0.3267545411006638,-0.23259140248674495,-0.3573306904372003,-0.10818217878908093,416.4153258086618,0.19791120468225082,0.18294134005854312,-0.36824676979924886,7.078962086504697,48.39313659361733,-0.0565752735482794,-0.25642980736875104,0.0,0.0,0.0,1,0,0.6331953591455877,0
LOLTMNT03_189773,2025-01-23 08:04:06+00:00,LCK,2025,Cup,0,1,15.01,HANJIN BRION,Gen.G,1530.722275410702,1779.6449567593238,-248.92268134862184,-61962.50128978753,-495.8462522902905,-250.26454868037376,-373.1812042409274,64.12422076272014,-189.44562229423877,0.5,0.8,-0.30000000000000004,0.0,0.3325091575091575,-0.04411206543761489,-835.4000000000001,-359.54,-778.4,-223.40000000000003,-10.399999999999977,-327.1,-458.4,-0.40120644665586364,-0.553461318444525,-0.5841105210174347,-0.6569080430808674,-0.6814032451338595,-410.75825326454566,-0.2157959081899128,-0.2660867983623004,-0.29667224667509373,-10.474517254049237,284.9124131758026,-1.2423451413136515,-0.16896685761783453,5.0,3.0,2.0,1,0,0.1800937027367385,1
LOLTMNT03_189783,2025-01-23 09:12:50+00:00,LCK,2025,Cup,0,2,15.01,Gen.G,HANJIN BRION,1768.48379392309,1542.0560831362595,226.4277107868304,51269.50821216451,470.06998206196954,227.58679328337325,348.67413973881526,-82.25930537038198,168.06694422037572,0.7,0.5,0.19999999999999996,0.9,0.602051282051282,0.026516765285996058,2627.0,310.15999999999997,770.2,175.2,110.80000000000001,4.399999999999977,490.2,0.2981083257946736,-0.13576332988539655,0.41283141579659033,-0.0764811381568847,0.16826167896631672,157.9881865060762,-0.14894286426706105,-0.11373924114638972,0.5163911652999503,0.6187943736784615,-201.41826374947823,1.1783621915469409,0.4182768003324841,0.0,0.0,0.0,1,-1,0.8199062972632615,0
11738-11738_game_1,2025-01-23 09:23:46+00:00,LPL,2025,Split 1,0,1,15.01,Oh My God,JD Gaming,1442.1918311628622,1739.4869054640985,-297.29507430123635,-88384.36120377765,-177.44965643739215,-419.1262900782283,-468.8221173281024,-446.0753633411623,24.998055678702485,0.2,0.6,-0.39999999999999997,0.33333333333333337,0.4172619047619047,-0.013543438208616778,,-361.9333333333333,,,,,,-0.42499455709137157,-0.4437829528915275,-0.3220037325084231,-0.2762720683318548,-0.731698370952778,-189.41086389479892,-0.5240382926193177,-0.20959967195251028,0.15210836389666949,-14.163282594349628,-154.31226505172413,-0.5075777233798573,-0.2677094143477526,10.0,2.0,8.0,1,0,0.2360283086796941,1
11738-11738_game_2,2025-01-23 10:20:54+00:00,LPL,2025,Split 1,0,2,15.01,JD Gaming,Oh My God,1727.640806171624,1454.1317543266937,273.50905184493035,74807.2014411128,154.6969524930464,393.83657129375024,443.2464783325413,420.53301171860426,-44.76775461329021,0.6,0.3,0.3,0.5,0.5099358974358974,0.0027372000328731117,,361.9333333333333,,,,,,-0.04197526363107425,-0.2892437605927898,-0.20898554088335825,-0.47572676668944613,0.20346826703955978,189.41086389479892,0.06682680483352232,-0.16200082226062756,-0.4064758547276686,1.8352388519684242,109.649336357528,0.35530440636590055,-0.12132400258395809,0.0,0.0,0.0,1,-1,0.7639716913203058,1
LOLTMNT03_190012,2025-01-23 10:34:33+00:00,LCK,2025,Cup,0,1,15.01,Hanwha Life Esports,Nongshim RedForce,1833.4698312339692,1583.1528395325056,250.31699170146362,62658.59633447061,316.99356047785045,404.96945717668837,288.2009217555242,271.9242350502534,-30.5032159529992,0.6,0.6,0.0,0.9090909090909091,0.6607440722360078,0.04194364622025466,-1344.1999999999998,-163.8,-304.4,-732.6,712.4000000000001,-366.20000000000005,-128.2,-0.046394043135470076,-0.12012312183928428,-0.31710503741716906,-0.25731021601729864,-0.06490069396891418,-1.0402581947999892,-0.11187840091563672,0.3734430569499251,0.16484361100651246,3.4614593374242286,-473.8363894162619,-0.6037508801195743,-0.6555528371918425,4.0,5.0,-1.0,1,0,0.7867831417028295,1
11738-11738_game_3,2025-01-23 11:11:52+00:00,LPL,2025,Split 1,0,3,15.01,Oh My God,JD Gaming,1451.4009149856768,1730.4660773104908,-279.0651623248141,-77877.36482337484,-161.38801227171803,-397.78954626143195,-446.88067623821894,-424.2106016179623,34.9430247652615,0.3,0.6,-0.3,0.4,0.43206349206349215,-0.009346686822877297,,-361.9333333333333,,,,,,-0.09105491564647983,0.02054067214100359,0.10689874226143539,0.1991225140695625,-0.4424277869276918,-189.41086389479892,0.2619418292439193,0.42212116820982426,-0.015466901690631973,-7.832343640613589,-76.274902855763,-0.5312718992013605,0.10236798706354022,0.0,0.0,0.0,1,0,0.2360283086796941,1
LOLTMNT03_190023,2025-01-23 11:32:01+00:00,LCK,2025,Cup,0,2,15.01,Nongshim RedForce,Hanwha Life Esports,1580.0235475521597,1836.2851547438834,-256.26160719172367,-65670.01132048528,-321.8822861729941,-408.9564191380907,-293.37388790525665,-277.25973691900344,20.164294176725207,0.5,0.6,-0.09999999999999998,0.08333333333333337,0.32031157159833634,-0.050598536205011514,-1425.8000000000002,-245.92,351.0,306.8,-665.8,-983.2,-238.39999999999998,0.17869463942151007,-0.003752044764557011,0.2136713100743959,0.03393312029817845,-0.26329010684914494,-819.1918574880101,0.3870354732683306,0.0385898601350525,-0.4241111203319435,-8.545109832980348,326.0432491614654,0.4139050234563175,0.4501663934069048,0.0,0.0,0.0,1,-1,0.2132168582971705,0
11738-11738_game_4,2025-01-23 12:12:51+00:00,LPL,2025,Split 1,0,4,15.01,JD Gaming,Oh My God,1718.816533726024,1463.1420354703505,255.6744982556736,65369.44905829044,139.09877331705957,372.84705125180994,421.628335955226,399.0011391541441,-54.20280839986981,0.5,0.3,0.2,0.5,0.5116666666666667,0.002493055555555555,,361.9333333333333,,,,,,-0.31527785044921736,-0.5958950686411149,-0.49573937863362916,-0.7569675322171192,0.0009788582219994457,189.41086389479892,0.11664071952925659,0.013235774880507978,-0.2978937614439424,0.5779934369008941,46.40723730449872,0.37189032944095257,-0.7065399614540174,0.0,0.0,0.0,1,-1,0.7639716913203058,1
11738-11738_game_5,2025-01-23 12:57:38+00:00,LPL,2025,Split 1,0,5,15.01,Oh My God,JD Gaming,1460.2009187733754,1721.8485059669536,-261.64758719357815,-68459.45988422108,-146.2742891549699,-377.17521648790716,-425.61247690446635,-403.04000469972266,43.86405127917624,0.2,0.6,-0.39999999999999997,0.4285714285714286,0.44223484848484845,-0.0068829272842056925,,-361.9333333333333,,,,,,0.3216106165449145,0.2774286209306537,0.47547714267340124,0.41173381684424987,-0.31812638601016935,-189.41086389479892,-0.3990896889252493,-0.31798563504374044,-0.10019495961662522,-7.379580888808173,-39.09527532470702,-0.2516026379812819,0.46841619513565774,0.0,0.0,0.0,1,0,0.2360283086796941,0
LOLTMNT03_191023,2025-01-24 08:05:35+00:00,LCK,2025,Cup,0,1,15.01,Kiwoom DRX,BNK FEARX,1453.5980050031405,1487.1876618461956,-33.58965684305508,-1128.2650468341972,-157.18743824687272,-57.59498509501714,175.9038603229103,6.429163600823813,-135.498884797119,0.5,0.2,0.3,0.33333333333333337,0.47000000000000003,-0.004500000000000001,-1046.4,-122.31999999999994,-290.2,877.8,278.79999999999995,-1157.4,-320.6,0.10605687365238015,0.2508971433544725,0.1807191600321151,0.305411635032453,0.37306525209796193,74.8770329234431,-0.1875937593894378,-0.41882054065066104,0.4546545446715066,5.017779659473696,183.4507473117112,0.08606427906591496,0.402714777813896,1.0,1.0,0.0,1,0,0.4462523105547707,1
LOLTMNT03_191028,2025-01-24 08:59:16+00:00,LCK,2025,Cup,0,2,15.01,BNK FEARX,Kiwoom DRX,1479.3804194343425,1461.4583089463385,17.92211048800391,321.2020443442197,138.9660246552096,41.3163847900355,-187.39556212981302,-21.34623764600201,118.06994277058811,0.2,0.5,-0.3,0.6,0.4677056277056277,-0.0018799872566106304,-982.3999999999999,-132.60000000000002,188.39999999999998,-1231.4,-336.2,501.4,214.8,-0.33637229779518846,-0.5776705510093938,-0.3805449769733278,-0.603256237445287,-0.5611456764685735,-331.7439399949516,-0.17740496105477832,0.6018949710828476,-0.6182581812700547,-11.929886946886358,-131.45900994515523,-0.9689655879735253,0.03554084078504249,0.0,0.0,0.0,1,-1,0.5537476894452292,1
11726-11726_game_1,2025-01-24 09:34:15+00:00,LPL,2025,Split 1,0,1,15.02,Top Esports,Anyone's Legend,1707.3708534286902,1634.6114681129343,72.75938531575594,5293.92815152664,140.1563109097126,-128.42653807930037,127.61975262247938,128.04291787901116,96.40448324687736,0.6,0.6,0.0,0.7777777777777778,0.6130952380952381,0.02143565759637189,,85.44999999999999,,,,,,0.06216298092876003,0.017453317323842116,-0.12766162933440936,-0.10288766849635707,-0.010226862657568558,-50.99908946666193,-0.45408999349818074,-0.41042920622245604,0.07385451824304795,-1.1573780623345082,-72.41052163531504,-0.09340347827841633,-0.5330034163758621,5.0,7.0,-2.0,1,0,0.5540237865705194,0
