league,page_num,source_url,date_header,match_date,year,team1_raw,team2_raw,team1,team2,series_score,score1,score2,odd1_decimal,odd2_decimal,implied_prob1_vigfree,implied_prob2_vigfree
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,03 May 2026 - Summer Season,2026-05-03,2026,Ninjas in Pyjamas,Bilibili Gaming,Ninjas in Pyjamas,Bilibili Gaming,1-2,1,2,5.5,1.2,0.179104,0.820896
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,03 May 2026 - Summer Season,2026-05-03,2026,TT Gaming,LNG Esports,TT Gaming,LNG Esports,1-2,1,2,3.1,1.39,0.309577,0.690423
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,02 May 2026 - Summer Season,2026-05-02,2026,Invictus Gaming,Anyone's Legend,Invictus Gaming,Anyone's Legend,0-2,0,2,3.8,1.29,0.253438,0.746562
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,02 May 2026 - Summer Season,2026-05-02,2026,Weibo Gaming,Top Esports,Weibo Gaming,Top Esports,0-2,0,2,2.42,1.6,0.39801,0.60199
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,02 May 2026 - Summer Season,2026-05-02,2026,Team WE,JD Gaming,Team WE,JD Gaming,1-2,1,2,9.0,1.07,0.106256,0.893744
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,01 May 2026 - Summer Season,2026-05-01,2026,Weibo Gaming,Invictus Gaming,Weibo Gaming,Invictus Gaming,1-2,1,2,1.5,2.7,0.642857,0.357143
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,01 May 2026 - Summer Season,2026-05-01,2026,Top Esports,Anyone's Legend,Top Esports,Anyone's Legend,0-2,0,2,2.26,1.73,0.433584,0.566416
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,30 Apr 2026 - Summer Season,2026-04-30,2026,Ultra Prime,EDward Gaming,Ultra Prime,EDward Gaming,1-2,1,2,3.15,1.36,0.301552,0.698448
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,29 Apr 2026 - Summer Season,2026-04-29,2026,Team WE,Bilibili Gaming,Team WE,Bilibili Gaming,0-2,0,2,14.0,1.04,0.069149,0.930851
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,29 Apr 2026 - Summer Season,2026-04-29,2026,Ninjas in Pyjamas,JD Gaming,Ninjas in Pyjamas,JD Gaming,0-2,0,2,2.88,1.45,0.334873,0.665127
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,28 Apr 2026 - Summer Season,2026-04-28,2026,Weibo Gaming,Top Esports,Weibo Gaming,Top Esports,2-0,2,0,3.0,1.42,0.321267,0.678733
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,28 Apr 2026 - Summer Season,2026-04-28,2026,Invictus Gaming,Anyone's Legend,Invictus Gaming,Anyone's Legend,0-2,0,2,3.68,1.35,0.26839,0.73161
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,26 Apr 2026 - Summer Season,2026-04-26,2026,Weibo Gaming,Bilibili Gaming,Weibo Gaming,Bilibili Gaming,0-2,0,2,5.0,1.2,0.193548,0.806452
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,25 Apr 2026 - Summer Season,2026-04-25,2026,Weibo Gaming,Anyone's Legend,Weibo Gaming,Anyone's Legend,1-2,1,2,2.6,1.57,0.376499,0.623501
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,25 Apr 2026 - Summer Season,2026-04-25,2026,Team WE,JD Gaming,Team WE,JD Gaming,0-2,0,2,6.3,1.13,0.152086,0.847914
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,25 Apr 2026 - Summer Season,2026-04-25,2026,Top Esports,Ninjas in Pyjamas,Top Esports,Ninjas in Pyjamas,2-0,2,0,1.48,2.86,0.658986,0.341014
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,24 Apr 2026 - Summer Season,2026-04-24,2026,JD Gaming,Invictus Gaming,JD Gaming,Invictus Gaming,2-0,2,0,1.6,2.54,0.613527,0.386473
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,24 Apr 2026 - Summer Season,2026-04-24,2026,Oh My God,LNG Esports,Oh My God,LNG Esports,0-2,0,2,2.66,1.5,0.360577,0.639423
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,23 Apr 2026 - Summer Season,2026-04-23,2026,Ninjas in Pyjamas,Bilibili Gaming,Ninjas in Pyjamas,Bilibili Gaming,2-0,2,0,6.4,1.12,0.148936,0.851064
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,23 Apr 2026 - Summer Season,2026-04-23,2026,LGD Gaming,EDward Gaming,LGD Gaming,EDward Gaming,2-0,2,0,2.7,1.5,0.357143,0.642857
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,22 Apr 2026 - Summer Season,2026-04-22,2026,Ninjas in Pyjamas,Anyone's Legend,Ninjas in Pyjamas,Anyone's Legend,0-2,0,2,2.8,1.55,0.356322,0.643678
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,22 Apr 2026 - Summer Season,2026-04-22,2026,Weibo Gaming,Team WE,Weibo Gaming,Team WE,2-0,2,0,1.17,5.6,0.827179,0.172821
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,19 Apr 2026 - Summer Season,2026-04-19,2026,Bilibili Gaming,Anyone's Legend,Bilibili Gaming,Anyone's Legend,2-0,2,0,1.42,3.1,0.685841,0.314159
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,19 Apr 2026 - Summer Season,2026-04-19,2026,Top Esports,Invictus Gaming,Top Esports,Invictus Gaming,2-0,2,0,1.6,2.4,0.6,0.4
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,18 Apr 2026 - Summer Season,2026-04-18,2026,Weibo Gaming,JD Gaming,Weibo Gaming,JD Gaming,1-2,1,2,2.38,1.6,0.40201,0.59799
LPL,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/,18 Apr 2026 - Summer Season,2026-04-18,2026,Invictus Gaming,Bilibili Gaming,Invictus Gaming,Bilibili Gaming,1-2,1,2,4.4,1.22,0.217082,0.782918
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,17 Apr 2026 - Summer Season,2026-04-17,2026,Ninjas in Pyjamas,JD Gaming,Ninjas in Pyjamas,JD Gaming,2-0,2,0,3.8,1.28,0.251969,0.748031
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,17 Apr 2026 - Summer Season,2026-04-17,2026,TT Gaming,Oh My God,TT Gaming,Oh My God,2-1,2,1,2.3,1.67,0.420655,0.579345
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,16 Apr 2026 - Summer Season,2026-04-16,2026,Top Esports,Bilibili Gaming,Top Esports,Bilibili Gaming,2-0,2,0,1.92,1.78,0.481081,0.518919
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,16 Apr 2026 - Summer Season,2026-04-16,2026,Team WE,Anyone's Legend,Team WE,Anyone's Legend,0-2,0,2,8.0,1.09,0.119912,0.880088
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,15 Apr 2026 - Summer Season,2026-04-15,2026,Weibo Gaming,Invictus Gaming,Weibo Gaming,Invictus Gaming,2-1,2,1,2.11,1.75,0.453368,0.546632
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,12 Apr 2026 - Summer Season,2026-04-12,2026,Weibo Gaming,Bilibili Gaming,Weibo Gaming,Bilibili Gaming,0-2,0,2,5.5,1.19,0.177877,0.822123
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,12 Apr 2026 - Summer Season,2026-04-12,2026,Oh My God,LGD Gaming,Oh My God,LGD Gaming,1-2,1,2,1.55,2.52,0.619165,0.380835
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,11 Apr 2026 - Summer Season,2026-04-11,2026,Top Esports,JD Gaming,Top Esports,JD Gaming,2-0,2,0,2.78,1.53,0.354988,0.645012
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,10 Apr 2026 - Summer Season,2026-04-10,2026,JD Gaming,Anyone's Legend,JD Gaming,Anyone's Legend,2-0,2,0,2.35,1.64,0.411028,0.588972
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,10 Apr 2026 - Summer Season,2026-04-10,2026,LNG Esports,EDward Gaming,LNG Esports,EDward Gaming,1-2,1,2,1.72,2.36,0.578431,0.421569
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,09 Apr 2026 - Summer Season,2026-04-09,2026,Team WE,Bilibili Gaming,Team WE,Bilibili Gaming,0-2,0,2,11.0,1.04,0.086379,0.913621
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,09 Apr 2026 - Summer Season,2026-04-09,2026,Weibo Gaming,Ninjas in Pyjamas,Weibo Gaming,Ninjas in Pyjamas,1-2,1,2,1.31,3.7,0.738523,0.261477
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,08 Apr 2026 - Summer Season,2026-04-08,2026,Top Esports,Team WE,Top Esports,Team WE,2-0,2,0,1.33,3.3,0.712743,0.287257
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,05 Apr 2026 - Summer Season,2026-04-05,2026,Top Esports,Anyone's Legend,Top Esports,Anyone's Legend,2-0,2,0,5.88,1.17,0.165957,0.834043
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,05 Apr 2026 - Summer Season,2026-04-05,2026,JD Gaming,Bilibili Gaming,JD Gaming,Bilibili Gaming,1-2,1,2,4.6,1.22,0.209622,0.790378
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,04 Apr 2026 - Summer Season,2026-04-04,2026,Weibo Gaming,Anyone's Legend,Weibo Gaming,Anyone's Legend,0-2,0,2,2.94,1.42,0.325688,0.674312
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,04 Apr 2026 - Summer Season,2026-04-04,2026,Top Esports,Invictus Gaming,Top Esports,Invictus Gaming,0-2,0,2,1.57,2.6,0.623501,0.376499
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,08 Mar 2026 - Spring - Play Offs,2026-03-08,2026,JD Gaming,Bilibili Gaming,JD Gaming,Bilibili Gaming,1-3,1,3,3.25,1.37,0.296537,0.703463
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,07 Mar 2026 - Spring - Play Offs,2026-03-07,2026,JD Gaming,Weibo Gaming,JD Gaming,Weibo Gaming,3-0,3,0,1.82,2.02,0.526042,0.473958
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,05 Mar 2026 - Spring - Play Offs,2026-03-05,2026,Weibo Gaming,Anyone's Legend,Weibo Gaming,Anyone's Legend,3-1,3,1,4.7,1.2,0.20339,0.79661
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,04 Mar 2026 - Spring - Play Offs,2026-03-04,2026,Bilibili Gaming,JD Gaming,Bilibili Gaming,JD Gaming,3-2,3,2,1.39,3.4,0.709812,0.290188
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,03 Mar 2026 - Spring - Play Offs,2026-03-03,2026,Anyone's Legend,Invictus Gaming,Anyone's Legend,Invictus Gaming,3-1,3,1,1.1,9.0,0.891089,0.108911
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,02 Mar 2026 - Spring - Play Offs,2026-03-02,2026,Top Esports,Weibo Gaming,Top Esports,Weibo Gaming,2-3,2,3,2.13,1.78,0.455243,0.544757
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,28 Feb 2026 - Spring - Play Offs,2026-02-28,2026,Team WE,Top Esports,Team WE,Top Esports,0-3,0,3,3.76,1.28,0.253968,0.746032
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,27 Feb 2026 - Spring - Play Offs,2026-02-27,2026,Bilibili Gaming,Weibo Gaming,Bilibili Gaming,Weibo Gaming,3-0,3,0,1.22,4.5,0.786713,0.213287
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,26 Feb 2026 - Spring - Play Offs,2026-02-26,2026,Anyone's Legend,JD Gaming,Anyone's Legend,JD Gaming,2-3,2,3,1.31,3.68,0.737475,0.262525
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,25 Feb 2026 - Spring - Play Offs,2026-02-25,2026,Bilibili Gaming,Ninjas in Pyjamas,Bilibili Gaming,Ninjas in Pyjamas,3-0,3,0,1.12,6.2,0.846995,0.153005
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,25 Feb 2026 - Spring - Play Offs,2026-02-25,2026,Weibo Gaming,Invictus Gaming,Weibo Gaming,Invictus Gaming,3-0,3,0,1.41,3.0,0.680272,0.319728
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,24 Feb 2026 - Spring - Play Offs,2026-02-24,2026,Anyone's Legend,Team WE,Anyone's Legend,Team WE,3-0,3,0,1.1,7.0,0.864198,0.135802
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,24 Feb 2026 - Spring - Play Offs,2026-02-24,2026,JD Gaming,Top Esports,JD Gaming,Top Esports,3-2,3,2,1.55,2.5,0.617284,0.382716
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,11 Feb 2026 - Spring - Promotion,2026-02-11,2026,Team WE,LNG Esports,Team WE,LNG Esports,3-1,3,1,2.9,1.42,0.328704,0.671296
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,11 Feb 2026 - Spring - Promotion,2026-02-11,2026,Invictus Gaming,Oh My God,Invictus Gaming,Oh My God,3-0,3,0,1.5,2.7,0.642857,0.357143
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,10 Feb 2026 - Spring - Promotion,2026-02-10,2026,Oh My God,EDward Gaming,Oh My God,EDward Gaming,3-1,3,1,4.8,1.19,0.198664,0.801336
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,10 Feb 2026 - Spring - Promotion,2026-02-10,2026,LNG Esports,TT Gaming,LNG Esports,TT Gaming,3-0,3,0,1.05,10.0,0.904977,0.095023
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,06 Feb 2026 - Spring Season,2026-02-06,2026,Anyone's Legend,Bilibili Gaming,Anyone's Legend,Bilibili Gaming,2-1,2,1,2.0,1.82,0.47644,0.52356
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,06 Feb 2026 - Spring Season,2026-02-06,2026,Weibo Gaming,Invictus Gaming,Weibo Gaming,Invictus Gaming,2-0,2,0,1.55,2.8,0.643678,0.356322
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,05 Feb 2026 - Spring Season,2026-02-05,2026,JD Gaming,Top Esports,JD Gaming,Top Esports,0-2,0,2,1.34,3.4,0.7173,0.2827
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,04 Feb 2026 - Spring Season,2026-02-04,2026,Weibo Gaming,Anyone's Legend,Weibo Gaming,Anyone's Legend,1-2,1,2,3.35,1.35,0.287234,0.712766
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,04 Feb 2026 - Spring Season,2026-02-04,2026,EDward Gaming,Team WE,EDward Gaming,Team WE,2-0,2,0,1.71,2.19,0.561538,0.438462
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,03 Feb 2026 - Spring Season,2026-02-03,2026,JD Gaming,Invictus Gaming,JD Gaming,Invictus Gaming,2-1,2,1,1.35,3.38,0.714588,0.285412
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,03 Feb 2026 - Spring Season,2026-02-03,2026,LNG Esports,Ultra Prime,LNG Esports,Ultra Prime,2-0,2,0,1.13,6.3,0.847914,0.152086
LPL,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/2/,02 Feb 2026 - Spring Season,2026-02-02,2026,Weibo Gaming,Bilibili Gaming,Weibo Gaming,Bilibili Gaming,0-2,0,2,2.9,1.42,0.328704,0.671296
LPL,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/3/,02 Feb 2026 - Spring Season,2026-02-02,2026,Oh My God,LGD Gaming,Oh My God,LGD Gaming,2-1,2,1,2.1,1.74,0.453125,0.546875
LPL,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/3/,01 Feb 2026 - Spring Season,2026-02-01,2026,Top Esports,Anyone's Legend,Top Esports,Anyone's Legend,0-2,0,2,3.4,1.33,0.281184,0.718816
LPL,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/3/,01 Feb 2026 - Spring Season,2026-02-01,2026,LNG Esports,LGD Gaming,LNG Esports,LGD Gaming,2-1,2,1,1.32,3.72,0.738095,0.261905
LPL,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/3/,31 Jan 2026 - Spring Season,2026-01-31,2026,Invictus Gaming,Bilibili Gaming,Invictus Gaming,Bilibili Gaming,0-2,0,2,3.5,1.32,0.273859,0.726141
LPL,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/3/,31 Jan 2026 - Spring Season,2026-01-31,2026,JD Gaming,Anyone's Legend,JD Gaming,Anyone's Legend,1-2,1,2,2.15,1.73,0.445876,0.554124
LPL,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/3/,30 Jan 2026 - Spring Season,2026-01-30,2026,Top Esports,Bilibili Gaming,Top Esports,Bilibili Gaming,2-1,2,1,4.28,1.3,0.232975,0.767025
LPL,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/3/,30 Jan 2026 - Spring Season,2026-01-30,2026,Oh My God,Ultra Prime,Oh My God,Ultra Prime,2-0,2,0,1.9,1.9,0.5,0.5
LPL,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/3/,29 Jan 2026 - Spring Season,2026-01-29,2026,Weibo Gaming,JD Gaming,Weibo Gaming,JD Gaming,2-1,2,1,2.44,1.58,0.393035,0.606965
LPL,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/3/,28 Jan 2026 - Spring Season,2026-01-28,2026,EDward Gaming,Ninjas in Pyjamas,EDward Gaming,Ninjas in Pyjamas,2-1,2,1,1.74,2.2,0.558376,0.441624
LPL,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/3/,27 Jan 2026 - Spring Season,2026-01-27,2026,Invictus Gaming,Anyone's Legend,Invictus Gaming,Anyone's Legend,1-2,1,2,3.8,1.3,0.254902,0.745098
LPL,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/3/,27 Jan 2026 - Spring Season,2026-01-27,2026,Weibo Gaming,Top Esports,Weibo Gaming,Top Esports,2-1,2,1,1.65,2.4,0.592593,0.407407
LPL,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/3/,27 Jan 2026 - Spring Season,2026-01-27,2026,LNG Esports,Ultra Prime,LNG Esports,Ultra Prime,2-0,2,0,1.22,4.3,0.778986,0.221014
LPL,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/3/,26 Jan 2026 - Spring Season,2026-01-26,2026,JD Gaming,Bilibili Gaming,JD Gaming,Bilibili Gaming,2-1,2,1,2.9,1.45,0.333333,0.666667
LPL,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/3/,25 Jan 2026 - Spring Season,2026-01-25,2026,Invictus Gaming,Top Esports,Invictus Gaming,Top Esports,0-2,0,2,1.7,2.25,0.56962,0.43038
LPL,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/3/,24 Jan 2026 - Spring Season,2026-01-24,2026,Weibo Gaming,JD Gaming,Weibo Gaming,JD Gaming,2-0,2,0,2.9,1.49,0.339408,0.660592
LPL,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/3/,24 Jan 2026 - Spring Season,2026-01-24,2026,Top Esports,Anyone's Legend,Top Esports,Anyone's Legend,1-2,1,2,5.5,1.17,0.175412,0.824588
LPL,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/3/,23 Jan 2026 - Spring Season,2026-01-23,2026,JD Gaming,Bilibili Gaming,JD Gaming,Bilibili Gaming,2-0,2,0,2.88,1.45,0.334873,0.665127
LPL,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl/results/#/page/3/,23 Jan 2026 - Spring Season,2026-01-23,2026,TT Gaming,EDward Gaming,TT Gaming,EDward Gaming,1-2,1,2,5.6,1.15,0.17037,0.82963
