league,page_num,source_url,date_header,match_date,year,team1_raw,team2_raw,team1,team2,series_score,score1,score2,odd1_decimal,odd2_decimal,implied_prob1_vigfree,implied_prob2_vigfree
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,07 Sep 2024 - Summer - Play offs,2024-09-07,2024,Team Liquid,FlyQuest eSports,Team Liquid,FlyQuest eSports,1-3,1,3,1.32,3.54,0.728395,0.271605
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,06 Sep 2024 - Summer - Play offs,2024-09-06,2024,FlyQuest eSports,100 Thieves,FlyQuest eSports,100 Thieves,3-0,3,0,1.3,3.54,0.731405,0.268595
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,01 Sep 2024 - Summer - Play offs,2024-09-01,2024,Cloud9,100 Thieves,Cloud9,100 Thieves,1-3,1,3,1.27,4.4,0.776014,0.223986
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,31 Aug 2024 - Summer - Play offs,2024-08-31,2024,Team Liquid,FlyQuest eSports,Team Liquid,FlyQuest eSports,3-2,3,2,1.21,4.38,0.783542,0.216458
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,30 Aug 2024 - Summer - Play offs,2024-08-30,2024,100 Thieves,Dignitas,100 Thieves,Dignitas,3-2,3,2,1.35,3.54,0.723926,0.276074
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,25 Aug 2024 - Summer - Play offs,2024-08-25,2024,Cloud9,FlyQuest eSports,Cloud9,FlyQuest eSports,1-3,1,3,1.43,3.1,0.684327,0.315673
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,24 Aug 2024 - Summer - Play offs,2024-08-24,2024,Team Liquid,100 Thieves,Team Liquid,100 Thieves,3-0,3,0,1.14,5.76,0.834783,0.165217
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,23 Aug 2024 - Summer - Play offs,2024-08-23,2024,Dignitas,NRG Esports,Dignitas,NRG Esports,3-2,3,2,1.65,2.25,0.576923,0.423077
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,17 Aug 2024 - Summer - Play offs,2024-08-17,2024,Dignitas,100 Thieves,Dignitas,100 Thieves,0-3,0,3,2.05,1.77,0.463351,0.536649
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,11 Aug 2024 - Summer Season,2024-08-11,2024,Dignitas,Immortals,Dignitas,Immortals,2-1,2,1,1.33,3.44,0.721174,0.278826
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,11 Aug 2024 - Summer Season,2024-08-11,2024,FlyQuest eSports,Cloud9,FlyQuest eSports,Cloud9,0-2,0,2,2.05,1.77,0.463351,0.536649
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,10 Aug 2024 - Summer Season,2024-08-10,2024,NRG Esports,Team Liquid,NRG Esports,Team Liquid,0-2,0,2,7.33,1.1,0.130486,0.869514
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,04 Aug 2024 - Summer Season,2024-08-04,2024,Team Liquid,Cloud9,Team Liquid,Cloud9,2-1,2,1,1.56,2.42,0.60804,0.39196
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,03 Aug 2024 - Summer Season,2024-08-03,2024,NRG Esports,Dignitas,NRG Esports,Dignitas,0-2,0,2,1.7,2.15,0.558442,0.441558
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,28 Jul 2024 - Summer Season,2024-07-28,2024,Team Liquid,Immortals,Team Liquid,Immortals,2-0,2,0,1.09,7.5,0.873108,0.126892
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,28 Jul 2024 - Summer Season,2024-07-28,2024,FlyQuest eSports,Cloud9,FlyQuest eSports,Cloud9,0-2,0,2,2.05,1.77,0.463351,0.536649
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,28 Jul 2024 - Summer Season,2024-07-28,2024,FlyQuest eSports,100 Thieves,FlyQuest eSports,100 Thieves,2-1,2,1,1.24,4.06,0.766038,0.233962
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,27 Jul 2024 - Summer Season,2024-07-27,2024,Cloud9,NRG Esports,Cloud9,NRG Esports,2-0,2,0,1.17,5.3,0.819165,0.180835
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,21 Jul 2024 - Summer Season,2024-07-21,2024,Cloud9,100 Thieves,Cloud9,100 Thieves,2-0,2,0,1.24,4.06,0.766038,0.233962
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,20 Jul 2024 - Summer Season,2024-07-20,2024,Dignitas,Team Liquid,Dignitas,Team Liquid,1-2,1,2,5.76,1.14,0.165217,0.834783
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,28 Jun 2024 - Summer Season,2024-06-28,2024,Dignitas,FlyQuest eSports,Dignitas,FlyQuest eSports,0-2,0,2,2.88,1.5,0.342466,0.657534
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,28 Jun 2024 - Summer Season,2024-06-28,2024,Shopify Rebellion,Cloud9,Shopify Rebellion,Cloud9,0-2,0,2,7.33,1.09,0.129454,0.870546
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,27 Jun 2024 - Summer Season,2024-06-27,2024,100 Thieves,Team Liquid,100 Thieves,Team Liquid,0-2,0,2,3.75,1.22,0.245473,0.754527
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,23 Jun 2024 - Summer Season,2024-06-23,2024,Team Liquid,Shopify Rebellion,Team Liquid,Shopify Rebellion,2-0,2,0,1.06,9.5,0.899621,0.100379
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,22 Jun 2024 - Summer Season,2024-06-22,2024,Cloud9,Immortals,Cloud9,Immortals,2-0,2,0,1.22,4.81,0.797678,0.202322
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,16 Jun 2024 - Summer Season,2024-06-16,2024,100 Thieves,NRG Esports,100 Thieves,NRG Esports,2-0,2,0,1.82,2.68,0.595556,0.404444
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,15 Jun 2024 - Summer Season,2024-06-15,2024,Cloud9,Dignitas,Cloud9,Dignitas,2-1,2,1,1.24,4.06,0.766038,0.233962
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,15 Jun 2024 - Summer Season,2024-06-15,2024,Team Liquid,FlyQuest eSports,Team Liquid,FlyQuest eSports,2-1,2,1,1.5,2.68,0.641148,0.358852
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,31 Mar 2024 - Spring - Play Offs,2024-03-31,2024,FlyQuest eSports,Team Liquid,FlyQuest eSports,Team Liquid,1-3,1,3,1.72,2.27,0.568922,0.431078
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,30 Mar 2024 - Spring - Play Offs,2024-03-30,2024,Cloud9,Team Liquid,Cloud9,Team Liquid,0-3,0,3,1.55,2.71,0.63615,0.36385
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,23 Mar 2024 - Spring - Play Offs,2024-03-23,2024,FlyQuest eSports,Cloud9,FlyQuest eSports,Cloud9,3-0,3,0,2.88,1.45,0.334873,0.665127
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,22 Mar 2024 - Spring - Play Offs,2024-03-22,2024,100 Thieves,Team Liquid,100 Thieves,Team Liquid,1-3,1,3,1.95,1.92,0.496124,0.503876
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,17 Mar 2024 - Spring - Play Offs,2024-03-17,2024,Team Liquid,Dignitas,Team Liquid,Dignitas,3-0,3,0,1.45,2.86,0.663573,0.336427
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,16 Mar 2024 - Spring - Play Offs,2024-03-16,2024,100 Thieves,NRG Esports,100 Thieves,NRG Esports,3-2,3,2,1.83,2.07,0.530769,0.469231
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,15 Mar 2024 - Spring - Play Offs,2024-03-15,2024,FlyQuest eSports,Team Liquid,FlyQuest eSports,Team Liquid,3-2,3,2,1.57,2.71,0.633178,0.366822
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,14 Mar 2024 - Spring - Play Offs,2024-03-14,2024,100 Thieves,Cloud9,100 Thieves,Cloud9,0-3,0,3,2.71,1.55,0.36385,0.63615
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,10 Mar 2024 - Spring Season,2024-03-10,2024,FlyQuest eSports,Dignitas,FlyQuest eSports,Dignitas,1-0,1,0,1.54,2.56,0.62439,0.37561
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,10 Mar 2024 - Spring Season,2024-03-10,2024,Cloud9,Shopify Rebellion,Cloud9,Shopify Rebellion,1-0,1,0,1.45,2.9,0.666667,0.333333
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,10 Mar 2024 - Spring Season,2024-03-10,2024,NRG Esports,100 Thieves,NRG Esports,100 Thieves,0-1,0,1,1.92,2.0,0.510204,0.489796
LCS,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/,10 Mar 2024 - Spring Season,2024-03-10,2024,Team Liquid,Immortals,Team Liquid,Immortals,1-0,1,0,1.38,3.3,0.705128,0.294872
LCS,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/#/page/2/,09 Mar 2024 - Spring Season,2024-03-09,2024,100 Thieves,Shopify Rebellion,100 Thieves,Shopify Rebellion,1-0,1,0,1.58,2.45,0.60794,0.39206
LCS,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/#/page/2/,09 Mar 2024 - Spring Season,2024-03-09,2024,Team Liquid,Dignitas,Team Liquid,Dignitas,0-1,0,1,1.45,2.86,0.663573,0.336427
LCS,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/#/page/2/,09 Mar 2024 - Spring Season,2024-03-09,2024,Immortals,Cloud9,Immortals,Cloud9,1-0,1,0,3.89,1.28,0.247582,0.752418
LCS,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/#/page/2/,08 Mar 2024 - Spring Season,2024-03-08,2024,Immortals,100 Thieves,Immortals,100 Thieves,0-1,0,1,2.71,1.49,0.354762,0.645238
LCS,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/#/page/2/,08 Mar 2024 - Spring Season,2024-03-08,2024,Team Liquid,FlyQuest eSports,Team Liquid,FlyQuest eSports,1-0,1,0,2.25,1.65,0.423077,0.576923
LCS,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/#/page/2/,08 Mar 2024 - Spring Season,2024-03-08,2024,Dignitas,Cloud9,Dignitas,Cloud9,0-1,0,1,3.47,1.33,0.277083,0.722917
LCS,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/#/page/2/,03 Mar 2024 - Spring Season,2024-03-03,2024,Team Liquid,Cloud9,Team Liquid,Cloud9,0-1,0,1,2.45,1.58,0.39206,0.60794
LCS,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/#/page/2/,03 Mar 2024 - Spring Season,2024-03-03,2024,Dignitas,Shopify Rebellion,Dignitas,Shopify Rebellion,1-0,1,0,1.85,2.07,0.528061,0.471939
