league,page_num,source_url,date_header,match_date,year,team1_raw,team2_raw,team1,team2,series_score,score1,score2,odd1_decimal,odd2_decimal,implied_prob1_vigfree,implied_prob2_vigfree
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,07 Sep 2025 - Qualifying Finals,2025-09-07,2025,Nongshim RedForce,Dplus Kia,Nongshim RedForce,Dplus Kia,0-3,0,3,3.2,1.39,0.302832,0.697168
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,06 Sep 2025 - Qualifying Finals,2025-09-06,2025,Dplus Kia,OKSavingsBank Brion,Dplus Kia,HANJIN BRION,3-1,3,1,1.32,5.0,0.791139,0.208861
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,05 Sep 2025 - Qualifying Finals,2025-09-05,2025,Nongshim RedForce,FearX,Nongshim RedForce,BNK FEARX,1-3,1,3,2.11,1.92,0.476427,0.523573
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,04 Sep 2025 - Qualifying Finals,2025-09-04,2025,Dplus Kia,FearX,Dplus Kia,BNK FEARX,2-3,2,3,1.3,4.28,0.767025,0.232975
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,03 Sep 2025 - Qualifying Finals,2025-09-03,2025,Nongshim RedForce,OKSavingsBank Brion,Nongshim RedForce,HANJIN BRION,3-2,3,2,1.45,3.2,0.688172,0.311828
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,31 Aug 2025 - Second stage,2025-08-31,2025,KRX,OKSavingsBank Brion,KRX,HANJIN BRION,1-2,1,2,2.1,1.85,0.468354,0.531646
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,31 Aug 2025 - Second stage,2025-08-31,2025,Nongshim RedForce,KT Rolster,Nongshim RedForce,KT Rolster,0-2,0,2,3.52,1.4,0.284553,0.715447
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,30 Aug 2025 - Second stage,2025-08-30,2025,DN SOOPers,Dplus Kia,DN SOOPers,Dplus Kia,1-2,1,2,7.38,1.13,0.132785,0.867215
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,30 Aug 2025 - Second stage,2025-08-30,2025,T1,Gen.G,T1,Gen.G,1-2,1,2,2.72,1.55,0.362998,0.637002
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,29 Aug 2025 - Second stage,2025-08-29,2025,Hanwha Life,Nongshim RedForce,Hanwha Life Esports,Nongshim RedForce,2-0,2,0,1.12,7.8,0.874439,0.125561
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,29 Aug 2025 - Second stage,2025-08-29,2025,FearX,KRX,BNK FEARX,KRX,2-1,2,1,1.62,2.5,0.606796,0.393204
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,28 Aug 2025 - Second stage,2025-08-28,2025,Gen.G,KT Rolster,Gen.G,KT Rolster,2-0,2,0,1.11,7.38,0.869258,0.130742
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,28 Aug 2025 - Second stage,2025-08-28,2025,KT Rolster,Hanwha Life,KT Rolster,Hanwha Life Esports,1-2,1,2,5.8,1.17,0.167862,0.832138
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,28 Aug 2025 - Second stage,2025-08-28,2025,Dplus Kia,OKSavingsBank Brion,Dplus Kia,HANJIN BRION,2-0,2,0,1.43,3.25,0.694444,0.305556
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,27 Aug 2025 - Second stage,2025-08-27,2025,DN SOOPers,FearX,DN SOOPers,BNK FEARX,0-2,0,2,3.2,1.42,0.307359,0.692641
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,27 Aug 2025 - Second stage,2025-08-27,2025,T1,Hanwha Life,T1,Hanwha Life Esports,2-1,2,1,1.62,2.9,0.641593,0.358407
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,24 Aug 2025 - Second stage,2025-08-24,2025,KT Rolster,T1,KT Rolster,T1,2-0,2,0,8.3,1.1,0.117021,0.882979
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,24 Aug 2025 - Second stage,2025-08-24,2025,FearX,Dplus Kia,BNK FEARX,Dplus Kia,0-2,0,2,2.46,1.59,0.392593,0.607407
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,23 Aug 2025 - Second stage,2025-08-23,2025,OKSavingsBank Brion,DN SOOPers,HANJIN BRION,DN SOOPers,1-2,1,2,1.45,3.1,0.681319,0.318681
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,23 Aug 2025 - Second stage,2025-08-23,2025,Hanwha Life,Gen.G,Hanwha Life Esports,Gen.G,1-2,1,2,4.3,1.25,0.225225,0.774775
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,22 Aug 2025 - Second stage,2025-08-22,2025,Dplus Kia,KRX,Dplus Kia,KRX,2-1,2,1,1.32,3.8,0.742188,0.257812
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,22 Aug 2025 - Second stage,2025-08-22,2025,Nongshim RedForce,T1,Nongshim RedForce,T1,1-2,1,2,17.0,1.04,0.05765,0.94235
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,21 Aug 2025 - Second stage,2025-08-21,2025,OKSavingsBank Brion,FearX,HANJIN BRION,BNK FEARX,1-2,1,2,2.11,1.78,0.457584,0.542416
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,21 Aug 2025 - Second stage,2025-08-21,2025,KT Rolster,Hanwha Life,KT Rolster,Hanwha Life Esports,1-2,1,2,5.8,1.17,0.167862,0.832138
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,20 Aug 2025 - Second stage,2025-08-20,2025,Gen.G,Nongshim RedForce,Gen.G,Nongshim RedForce,2-0,2,0,1.03,19.0,0.948577,0.051423
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,20 Aug 2025 - Second stage,2025-08-20,2025,KRX,DN SOOPers,KRX,DN SOOPers,2-0,2,0,1.6,2.72,0.62963,0.37037
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,17 Aug 2025 - Second stage,2025-08-17,2025,OKSavingsBank Brion,Dplus Kia,HANJIN BRION,Dplus Kia,2-0,2,0,3.25,1.34,0.291939,0.708061
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,17 Aug 2025 - Second stage,2025-08-17,2025,Hanwha Life,Gen.G,Hanwha Life Esports,Gen.G,1-2,1,2,5.0,1.18,0.190939,0.809061
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,16 Aug 2025 - Second stage,2025-08-16,2025,KRX,FearX,KRX,BNK FEARX,2-1,2,1,2.8,1.55,0.356322,0.643678
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,16 Aug 2025 - Second stage,2025-08-16,2025,Nongshim RedForce,KT Rolster,Nongshim RedForce,KT Rolster,1-2,1,2,2.8,1.45,0.341176,0.658824
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,15 Aug 2025 - Second stage,2025-08-15,2025,Hanwha Life,T1,Hanwha Life Esports,T1,0-2,0,2,2.9,1.42,0.328704,0.671296
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,15 Aug 2025 - Second stage,2025-08-15,2025,OKSavingsBank Brion,DN SOOPers,HANJIN BRION,DN SOOPers,1-2,1,2,1.31,3.6,0.733198,0.266802
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,14 Aug 2025 - Second stage,2025-08-14,2025,Dplus Kia,KRX,Dplus Kia,KRX,2-0,2,0,1.3,3.6,0.734694,0.265306
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,14 Aug 2025 - Second stage,2025-08-14,2025,Gen.G,Nongshim RedForce,Gen.G,Nongshim RedForce,2-0,2,0,1.03,13.0,0.926586,0.073414
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,13 Aug 2025 - Second stage,2025-08-13,2025,FearX,DN SOOPers,BNK FEARX,DN SOOPers,2-1,2,1,1.28,4.7,0.785953,0.214047
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,13 Aug 2025 - Second stage,2025-08-13,2025,T1,KT Rolster,T1,KT Rolster,2-0,2,0,1.12,6.4,0.851064,0.148936
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,10 Aug 2025 - Second stage,2025-08-10,2025,DN SOOPers,Dplus Kia,DN SOOPers,Dplus Kia,0-2,0,2,8.3,1.2,0.126316,0.873684
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,10 Aug 2025 - Second stage,2025-08-10,2025,KT Rolster,Gen.G,KT Rolster,Gen.G,0-2,0,2,8.4,1.09,0.114858,0.885142
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,09 Aug 2025 - Second stage,2025-08-09,2025,Nongshim RedForce,T1,Nongshim RedForce,T1,0-2,0,2,7.2,1.14,0.136691,0.863309
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,09 Aug 2025 - Second stage,2025-08-09,2025,KRX,OKSavingsBank Brion,KRX,HANJIN BRION,1-2,1,2,2.36,1.73,0.422983,0.577017
LCK,1,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,08 Aug 2025 - Second stage,2025-08-08,2025,KT Rolster,Hanwha Life,KT Rolster,Hanwha Life Esports,0-2,0,2,3.8,1.31,0.25636,0.74364
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,08 Aug 2025 - Second stage,2025-08-08,2025,FearX,Dplus Kia,BNK FEARX,Dplus Kia,2-0,2,0,3.52,1.33,0.274227,0.725773
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,07 Aug 2025 - Second stage,2025-08-07,2025,Gen.G,T1,Gen.G,T1,2-1,2,1,1.55,2.5,0.617284,0.382716
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,07 Aug 2025 - Second stage,2025-08-07,2025,KRX,DN SOOPers,KRX,DN SOOPers,1-2,1,2,1.5,3.5,0.7,0.3
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,06 Aug 2025 - Second stage,2025-08-06,2025,OKSavingsBank Brion,FearX,HANJIN BRION,BNK FEARX,0-2,0,2,1.87,2.0,0.516796,0.483204
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,06 Aug 2025 - Second stage,2025-08-06,2025,Hanwha Life,Nongshim RedForce,Hanwha Life Esports,Nongshim RedForce,2-0,2,0,1.09,8.3,0.883919,0.116081
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,03 Aug 2025 - Second stage,2025-08-03,2025,Nongshim RedForce,Gen.G,Nongshim RedForce,Gen.G,0-2,0,2,14.6,1.06,0.067688,0.932312
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,03 Aug 2025 - Second stage,2025-08-03,2025,DN SOOPers,OKSavingsBank Brion,DN SOOPers,HANJIN BRION,0-2,0,2,3.8,1.32,0.257812,0.742188
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,02 Aug 2025 - Second stage,2025-08-02,2025,FearX,KRX,BNK FEARX,KRX,1-2,1,2,1.75,2.35,0.573171,0.426829
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,02 Aug 2025 - Second stage,2025-08-02,2025,T1,Hanwha Life,T1,Hanwha Life Esports,2-0,2,0,1.65,2.72,0.622426,0.377574
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,01 Aug 2025 - Second stage,2025-08-01,2025,Dplus Kia,DN SOOPers,Dplus Kia,DN SOOPers,2-0,2,0,1.15,6.46,0.848883,0.151117
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,01 Aug 2025 - Second stage,2025-08-01,2025,Gen.G,KT Rolster,Gen.G,KT Rolster,2-0,2,0,1.1,8.3,0.882979,0.117021
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,31 Jul 2025 - Second stage,2025-07-31,2025,Nongshim RedForce,Hanwha Life,Nongshim RedForce,Hanwha Life Esports,0-2,0,2,5.4,2.5,0.316456,0.683544
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,31 Jul 2025 - Second stage,2025-07-31,2025,FearX,OKSavingsBank Brion,BNK FEARX,HANJIN BRION,2-0,2,0,2.39,1.75,0.422705,0.577295
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,30 Jul 2025 - Second stage,2025-07-30,2025,KT Rolster,T1,KT Rolster,T1,0-2,0,2,3.5,3.0,0.461538,0.538462
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,30 Jul 2025 - Second stage,2025-07-30,2025,KRX,Dplus Kia,KRX,Dplus Kia,1-2,1,2,3.63,1.31,0.265182,0.734818
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,27 Jul 2025 - Second stage,2025-07-27,2025,T1,Nongshim RedForce,T1,Nongshim RedForce,2-0,2,0,1.15,6.36,0.846871,0.153129
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,27 Jul 2025 - Second stage,2025-07-27,2025,DN SOOPers,KRX,DN SOOPers,KRX,1-2,1,2,3.52,1.45,0.291751,0.708249
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,26 Jul 2025 - Second stage,2025-07-26,2025,Hanwha Life,KT Rolster,Hanwha Life Esports,KT Rolster,2-0,2,0,1.4,3.1,0.688889,0.311111
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,26 Jul 2025 - Second stage,2025-07-26,2025,Dplus Kia,FearX,Dplus Kia,BNK FEARX,2-0,2,0,1.4,3.1,0.688889,0.311111
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,25 Jul 2025 - Second stage,2025-07-25,2025,OKSavingsBank Brion,KRX,HANJIN BRION,KRX,2-1,2,1,1.85,2.18,0.540943,0.459057
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,25 Jul 2025 - Second stage,2025-07-25,2025,T1,Gen.G,T1,Gen.G,2-1,2,1,3.38,1.4,0.292887,0.707113
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,24 Jul 2025 - Second stage,2025-07-24,2025,KT Rolster,Nongshim RedForce,KT Rolster,Nongshim RedForce,2-0,2,0,1.5,2.8,0.651163,0.348837
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,24 Jul 2025 - Second stage,2025-07-24,2025,DN SOOPers,FearX,DN SOOPers,BNK FEARX,0-2,0,2,2.88,1.52,0.345455,0.654545
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,23 Jul 2025 - Second stage,2025-07-23,2025,Gen.G,Hanwha Life,Gen.G,Hanwha Life Esports,2-0,2,0,1.45,3.25,0.691489,0.308511
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,23 Jul 2025 - Second stage,2025-07-23,2025,Dplus Kia,OKSavingsBank Brion,Dplus Kia,HANJIN BRION,1-2,1,2,1.32,4.3,0.765125,0.234875
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,15 Jun 2025 - Qualification - Play Offs,2025-06-15,2025,Hanwha Life,T1,Hanwha Life Esports,T1,0-3,0,3,1.45,3.23,0.690171,0.309829
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,14 Jun 2025 - Qualification - Play Offs,2025-06-14,2025,T1,KT Rolster,T1,KT Rolster,3-1,3,1,1.65,2.26,0.578005,0.421995
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,13 Jun 2025 - Qualification - Play Offs,2025-06-13,2025,Gen.G,Hanwha Life,Gen.G,Hanwha Life Esports,3-2,3,2,1.4,3.38,0.707113,0.292887
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,08 Jun 2025 - Qualification - Play Offs,2025-06-08,2025,KT Rolster,Nongshim RedForce,KT Rolster,Nongshim RedForce,3-0,3,0,1.5,2.64,0.637681,0.362319
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,07 Jun 2025 - Qualification - Play Offs,2025-06-07,2025,KT Rolster,Dplus Kia,KT Rolster,Dplus Kia,3-0,3,0,1.82,4.0,0.687285,0.312715
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,04 Jun 2025 - First stage,2025-06-04,2025,Dplus Kia,KT Rolster,Dplus Kia,KT Rolster,1-2,1,2,1.75,2.29,0.566832,0.433168
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,01 Jun 2025 - First stage,2025-06-01,2025,Dplus Kia,Nongshim RedForce,Dplus Kia,Nongshim RedForce,2-1,2,1,1.61,2.35,0.593434,0.406566
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,01 Jun 2025 - First stage,2025-06-01,2025,Hanwha Life,FearX,Hanwha Life Esports,BNK FEARX,2-0,2,0,1.1,9.0,0.891089,0.108911
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,31 May 2025 - First stage,2025-05-31,2025,OKSavingsBank Brion,Gen.G,HANJIN BRION,Gen.G,0-2,0,2,11.3,1.06,0.085761,0.914239
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,31 May 2025 - First stage,2025-05-31,2025,KT Rolster,KRX,KT Rolster,KRX,2-0,2,0,1.26,4.33,0.774597,0.225403
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,30 May 2025 - First stage,2025-05-30,2025,Dplus Kia,DN SOOPers,Dplus Kia,DN SOOPers,2-1,2,1,1.1,8.3,0.882979,0.117021
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,30 May 2025 - First stage,2025-05-30,2025,Nongshim RedForce,T1,Nongshim RedForce,T1,2-0,2,0,5.22,1.32,0.201835,0.798165
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,29 May 2025 - First stage,2025-05-29,2025,KT Rolster,Gen.G,KT Rolster,Gen.G,1-2,1,2,8.5,1.11,0.115505,0.884495
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,29 May 2025 - First stage,2025-05-29,2025,KRX,OKSavingsBank Brion,KRX,HANJIN BRION,2-1,2,1,2.46,1.65,0.40146,0.59854
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,28 May 2025 - First stage,2025-05-28,2025,T1,Hanwha Life,T1,Hanwha Life Esports,0-2,0,2,2.4,1.65,0.407407,0.592593
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,28 May 2025 - First stage,2025-05-28,2025,FearX,DN SOOPers,BNK FEARX,DN SOOPers,2-1,2,1,1.42,3.1,0.685841,0.314159
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,25 May 2025 - First stage,2025-05-25,2025,FearX,KT Rolster,BNK FEARX,KT Rolster,1-2,1,2,3.52,1.33,0.274227,0.725773
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,25 May 2025 - First stage,2025-05-25,2025,OKSavingsBank Brion,Nongshim RedForce,HANJIN BRION,Nongshim RedForce,1-2,1,2,2.9,1.55,0.348315,0.651685
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,24 May 2025 - First stage,2025-05-24,2025,DN SOOPers,T1,DN SOOPers,T1,0-2,0,2,10.0,1.04,0.094203,0.905797
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,24 May 2025 - First stage,2025-05-24,2025,Hanwha Life,Dplus Kia,Hanwha Life Esports,Dplus Kia,1-2,1,2,1.2,5.63,0.824305,0.175695
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,23 May 2025 - First stage,2025-05-23,2025,Nongshim RedForce,KT Rolster,Nongshim RedForce,KT Rolster,1-2,1,2,2.08,1.85,0.470738,0.529262
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,23 May 2025 - First stage,2025-05-23,2025,Gen.G,KRX,Gen.G,KRX,2-0,2,0,1.02,19.0,0.949051,0.050949
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,22 May 2025 - First stage,2025-05-22,2025,T1,FearX,T1,BNK FEARX,2-0,2,0,1.15,5.3,0.821705,0.178295
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,22 May 2025 - First stage,2025-05-22,2025,OKSavingsBank Brion,Dplus Kia,HANJIN BRION,Dplus Kia,2-0,2,0,4.62,1.25,0.212947,0.787053
LCK,2,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/2/,21 May 2025 - First stage,2025-05-21,2025,DN SOOPers,KRX,DN SOOPers,KRX,0-2,0,2,2.35,1.65,0.4125,0.5875
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,21 May 2025 - First stage,2025-05-21,2025,Gen.G,Hanwha Life,Gen.G,Hanwha Life Esports,2-1,2,1,1.45,3.1,0.681319,0.318681
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,18 May 2025 - First stage,2025-05-18,2025,Gen.G,T1,Gen.G,T1,2-0,2,0,1.38,3.2,0.69869,0.30131
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,18 May 2025 - First stage,2025-05-18,2025,Hanwha Life,DN SOOPers,Hanwha Life Esports,DN SOOPers,2-0,2,0,1.03,14.6,0.934101,0.065899
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,17 May 2025 - First stage,2025-05-17,2025,KT Rolster,OKSavingsBank Brion,KT Rolster,HANJIN BRION,2-1,2,1,1.35,2.94,0.685315,0.314685
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,17 May 2025 - First stage,2025-05-17,2025,KRX,Nongshim RedForce,KRX,Nongshim RedForce,1-2,1,2,3.52,1.45,0.291751,0.708249
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,16 May 2025 - First stage,2025-05-16,2025,DN SOOPers,Gen.G,DN SOOPers,Gen.G,0-2,0,2,14.5,1.02,0.065722,0.934278
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,16 May 2025 - First stage,2025-05-16,2025,Dplus Kia,FearX,Dplus Kia,BNK FEARX,2-0,2,0,1.45,3.66,0.716243,0.283757
