league,page_num,source_url,date_header,match_date,year,team1_raw,team2_raw,team1,team2,series_score,score1,score2,odd1_decimal,odd2_decimal,implied_prob1_vigfree,implied_prob2_vigfree
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,15 May 2025 - First stage,2025-05-15,2025,T1,OKSavingsBank Brion,T1,HANJIN BRION,2-1,2,1,1.36,6.3,0.822454,0.177546
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,15 May 2025 - First stage,2025-05-15,2025,KT Rolster,Hanwha Life,KT Rolster,Hanwha Life Esports,2-1,2,1,7.38,1.11,0.130742,0.869258
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,14 May 2025 - First stage,2025-05-14,2025,KRX,Dplus Kia,KRX,Dplus Kia,1-2,1,2,4.3,1.24,0.223827,0.776173
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,14 May 2025 - First stage,2025-05-14,2025,FearX,Nongshim RedForce,BNK FEARX,Nongshim RedForce,1-2,1,2,2.18,1.73,0.442455,0.557545
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,11 May 2025 - First stage,2025-05-11,2025,Hanwha Life,KRX,Hanwha Life Esports,KRX,2-0,2,0,1.04,12.7,0.924309,0.075691
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,11 May 2025 - First stage,2025-05-11,2025,Nongshim RedForce,DN SOOPers,Nongshim RedForce,DN SOOPers,1-2,1,2,1.2,5.8,0.828571,0.171429
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,10 May 2025 - First stage,2025-05-10,2025,Gen.G,FearX,Gen.G,BNK FEARX,2-0,2,0,1.06,10.0,0.904159,0.095841
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,10 May 2025 - First stage,2025-05-10,2025,Dplus Kia,T1,Dplus Kia,T1,0-2,0,2,2.72,1.5,0.35545,0.64455
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,09 May 2025 - First stage,2025-05-09,2025,OKSavingsBank Brion,Hanwha Life,HANJIN BRION,Hanwha Life Esports,0-2,0,2,11.8,1.03,0.080281,0.919719
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,09 May 2025 - First stage,2025-05-09,2025,DN SOOPers,KT Rolster,DN SOOPers,KT Rolster,0-2,0,2,4.3,1.3,0.232143,0.767857
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,08 May 2025 - First stage,2025-05-08,2025,Nongshim RedForce,Gen.G,Nongshim RedForce,Gen.G,0-2,0,2,7.34,1.09,0.1293,0.8707
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,08 May 2025 - First stage,2025-05-08,2025,T1,KRX,T1,KRX,2-0,2,0,1.1,8.3,0.882979,0.117021
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,07 May 2025 - First stage,2025-05-07,2025,Dplus Kia,KT Rolster,Dplus Kia,KT Rolster,0-2,0,2,1.3,4.3,0.767857,0.232143
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,07 May 2025 - First stage,2025-05-07,2025,FearX,OKSavingsBank Brion,BNK FEARX,HANJIN BRION,2-1,2,1,1.8,2.1,0.538462,0.461538
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,04 May 2025 - First stage,2025-05-04,2025,DN SOOPers,OKSavingsBank Brion,DN SOOPers,HANJIN BRION,1-2,1,2,3.04,1.42,0.318386,0.681614
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,04 May 2025 - First stage,2025-05-04,2025,KT Rolster,T1,KT Rolster,T1,0-2,0,2,5.22,1.18,0.184375,0.815625
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,03 May 2025 - First stage,2025-05-03,2025,KRX,FearX,KRX,BNK FEARX,2-0,2,0,2.7,1.55,0.364706,0.635294
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,03 May 2025 - First stage,2025-05-03,2025,Gen.G,Dplus Kia,Gen.G,Dplus Kia,2-0,2,0,1.2,5.8,0.828571,0.171429
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,02 May 2025 - First stage,2025-05-02,2025,Hanwha Life,Nongshim RedForce,Hanwha Life Esports,Nongshim RedForce,2-0,2,0,1.13,6.59,0.853627,0.146373
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,02 May 2025 - First stage,2025-05-02,2025,T1,DN SOOPers,T1,DN SOOPers,2-0,2,0,1.1,9.95,0.900452,0.099548
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,01 May 2025 - First stage,2025-05-01,2025,OKSavingsBank Brion,KRX,HANJIN BRION,KRX,1-2,1,2,1.64,2.35,0.588972,0.411028
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,01 May 2025 - First stage,2025-05-01,2025,Gen.G,KT Rolster,Gen.G,KT Rolster,2-0,2,0,1.05,12.6,0.923077,0.076923
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,30 Apr 2025 - First stage,2025-04-30,2025,FearX,Hanwha Life,BNK FEARX,Hanwha Life Esports,0-2,0,2,9.95,1.08,0.097915,0.902085
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,30 Apr 2025 - First stage,2025-04-30,2025,Nongshim RedForce,Dplus Kia,Nongshim RedForce,Dplus Kia,2-1,2,1,3.63,1.32,0.266667,0.733333
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,27 Apr 2025 - First stage,2025-04-27,2025,Dplus Kia,Hanwha Life,Dplus Kia,Hanwha Life Esports,1-2,1,2,2.88,1.45,0.334873,0.665127
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,27 Apr 2025 - First stage,2025-04-27,2025,OKSavingsBank Brion,T1,HANJIN BRION,T1,2-1,2,1,6.36,1.14,0.152,0.848
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,26 Apr 2025 - First stage,2025-04-26,2025,KRX,Gen.G,KRX,Gen.G,0-2,0,2,11.3,1.1,0.08871,0.91129
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,26 Apr 2025 - First stage,2025-04-26,2025,DN SOOPers,FearX,DN SOOPers,BNK FEARX,1-2,1,2,3.1,1.4,0.311111,0.688889
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,25 Apr 2025 - First stage,2025-04-25,2025,T1,Dplus Kia,T1,Dplus Kia,2-1,2,1,2.11,1.87,0.469849,0.530151
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,25 Apr 2025 - First stage,2025-04-25,2025,KT Rolster,Nongshim RedForce,KT Rolster,Nongshim RedForce,0-2,0,2,2.46,1.62,0.397059,0.602941
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,24 Apr 2025 - First stage,2025-04-24,2025,Hanwha Life,OKSavingsBank Brion,Hanwha Life Esports,HANJIN BRION,2-0,2,0,1.06,11.3,0.914239,0.085761
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,24 Apr 2025 - First stage,2025-04-24,2025,Gen.G,DN SOOPers,Gen.G,DN SOOPers,2-0,2,0,1.02,17.0,0.943396,0.056604
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,23 Apr 2025 - First stage,2025-04-23,2025,Nongshim RedForce,FearX,Nongshim RedForce,BNK FEARX,2-0,2,0,1.78,2.05,0.535248,0.464752
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,23 Apr 2025 - First stage,2025-04-23,2025,KRX,KT Rolster,KRX,KT Rolster,0-2,0,2,2.4,1.7,0.414634,0.585366
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,20 Apr 2025 - First stage,2025-04-20,2025,KT Rolster,DN SOOPers,KT Rolster,DN SOOPers,2-0,2,0,1.65,2.32,0.584383,0.415617
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,20 Apr 2025 - First stage,2025-04-20,2025,Dplus Kia,KRX,Dplus Kia,KRX,2-1,2,1,1.1,9.95,0.900452,0.099548
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,19 Apr 2025 - First stage,2025-04-19,2025,Nongshim RedForce,Hanwha Life,Nongshim RedForce,Hanwha Life Esports,0-2,0,2,6.59,1.13,0.146373,0.853627
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,19 Apr 2025 - First stage,2025-04-19,2025,Gen.G,OKSavingsBank Brion,Gen.G,HANJIN BRION,2-0,2,0,1.06,10.4,0.907504,0.092496
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,18 Apr 2025 - First stage,2025-04-18,2025,DN SOOPers,Dplus Kia,DN SOOPers,Dplus Kia,0-2,0,2,5.8,1.12,0.16185,0.83815
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,18 Apr 2025 - First stage,2025-04-18,2025,FearX,T1,BNK FEARX,T1,2-1,2,1,6.36,1.14,0.152,0.848
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,17 Apr 2025 - First stage,2025-04-17,2025,OKSavingsBank Brion,KT Rolster,HANJIN BRION,KT Rolster,2-1,2,1,2.72,1.52,0.358491,0.641509
LCK,3,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/3/,17 Apr 2025 - First stage,2025-04-17,2025,KRX,Hanwha Life,KRX,Hanwha Life Esports,0-2,0,2,14.6,1.06,0.067688,0.932312
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,16 Apr 2025 - First stage,2025-04-16,2025,T1,Nongshim RedForce,T1,Nongshim RedForce,2-1,2,1,1.22,5.8,0.826211,0.173789
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,13 Apr 2025 - First stage,2025-04-13,2025,Nongshim RedForce,KRX,Nongshim RedForce,KRX,2-1,2,1,1.45,3.1,0.681319,0.318681
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,13 Apr 2025 - First stage,2025-04-13,2025,Dplus Kia,Gen.G,Dplus Kia,Gen.G,1-2,1,2,4.3,1.3,0.232143,0.767857
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,12 Apr 2025 - First stage,2025-04-12,2025,KT Rolster,FearX,KT Rolster,BNK FEARX,2-1,2,1,1.5,2.5,0.625,0.375
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,12 Apr 2025 - First stage,2025-04-12,2025,Hanwha Life,T1,Hanwha Life Esports,T1,2-0,2,0,1.93,1.93,0.5,0.5
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,11 Apr 2025 - First stage,2025-04-11,2025,Gen.G,Nongshim RedForce,Gen.G,Nongshim RedForce,2-0,2,0,1.15,6.07,0.84072,0.15928
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,11 Apr 2025 - First stage,2025-04-11,2025,OKSavingsBank Brion,DN SOOPers,HANJIN BRION,DN SOOPers,2-1,2,1,1.98,1.93,0.493606,0.506394
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,10 Apr 2025 - First stage,2025-04-10,2025,T1,KT Rolster,T1,KT Rolster,2-0,2,0,1.18,5.3,0.817901,0.182099
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,10 Apr 2025 - First stage,2025-04-10,2025,FearX,KRX,BNK FEARX,KRX,2-0,2,0,2.75,1.58,0.364896,0.635104
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,09 Apr 2025 - First stage,2025-04-09,2025,Dplus Kia,OKSavingsBank Brion,Dplus Kia,HANJIN BRION,2-0,2,0,1.16,5.8,0.833333,0.166667
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,09 Apr 2025 - First stage,2025-04-09,2025,DN SOOPers,Hanwha Life,DN SOOPers,Hanwha Life Esports,1-2,1,2,12.7,1.06,0.077035,0.922965
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,06 Apr 2025 - First stage,2025-04-06,2025,T1,Gen.G,T1,Gen.G,1-2,1,2,2.55,1.57,0.381068,0.618932
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,06 Apr 2025 - First stage,2025-04-06,2025,KT Rolster,Dplus Kia,KT Rolster,Dplus Kia,0-2,0,2,3.63,1.31,0.265182,0.734818
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,05 Apr 2025 - First stage,2025-04-05,2025,DN SOOPers,Nongshim RedForce,DN SOOPers,Nongshim RedForce,0-2,0,2,5.22,1.2,0.186916,0.813084
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,05 Apr 2025 - First stage,2025-04-05,2025,OKSavingsBank Brion,FearX,HANJIN BRION,BNK FEARX,1-2,1,2,1.8,2.08,0.536082,0.463918
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,04 Apr 2025 - First stage,2025-04-04,2025,KRX,T1,KRX,T1,0-2,0,2,6.6,1.08,0.140625,0.859375
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,04 Apr 2025 - First stage,2025-04-04,2025,Hanwha Life,KT Rolster,Hanwha Life Esports,KT Rolster,2-1,2,1,1.1,7.34,0.869668,0.130332
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,03 Apr 2025 - First stage,2025-04-03,2025,FearX,Dplus Kia,BNK FEARX,Dplus Kia,1-2,1,2,7.38,1.12,0.131765,0.868235
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,03 Apr 2025 - First stage,2025-04-03,2025,Nongshim RedForce,OKSavingsBank Brion,Nongshim RedForce,HANJIN BRION,2-0,2,0,1.33,3.52,0.725773,0.274227
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,02 Apr 2025 - First stage,2025-04-02,2025,KRX,DN SOOPers,KRX,DN SOOPers,2-0,2,0,1.7,2.24,0.568528,0.431472
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,02 Apr 2025 - First stage,2025-04-02,2025,Hanwha Life,Gen.G,Hanwha Life Esports,Gen.G,0-2,0,2,1.72,2.29,0.571072,0.428928
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,23 Feb 2025 - Preliminary - Play Offs,2025-02-23,2025,Hanwha Life,Gen.G,Hanwha Life Esports,Gen.G,3-2,3,2,2.0,1.9,0.487179,0.512821
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,22 Feb 2025 - Preliminary - Play Offs,2025-02-22,2025,Dplus Kia,Gen.G,Dplus Kia,Gen.G,0-3,0,3,1.92,1.82,0.486631,0.513369
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,20 Feb 2025 - Preliminary - Play Offs,2025-02-20,2025,Nongshim RedForce,Gen.G,Nongshim RedForce,Gen.G,2-3,2,3,7.0,1.1,0.135802,0.864198
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,19 Feb 2025 - Preliminary - Play Offs,2025-02-19,2025,Dplus Kia,Hanwha Life,Dplus Kia,Hanwha Life Esports,2-3,2,3,2.3,1.64,0.416244,0.583756
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,16 Feb 2025 - Preliminary - Play Offs,2025-02-16,2025,Gen.G,Hanwha Life,Gen.G,Hanwha Life Esports,2-3,2,3,1.6,2.36,0.59596,0.40404
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,15 Feb 2025 - Preliminary - Play Offs,2025-02-15,2025,Dplus Kia,Nongshim RedForce,Dplus Kia,Nongshim RedForce,3-1,3,1,1.17,5.44,0.822995,0.177005
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,13 Feb 2025 - Preliminary - Play Offs,2025-02-13,2025,T1,Hanwha Life,T1,Hanwha Life Esports,2-3,2,3,1.62,2.63,0.618824,0.381176
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,12 Feb 2025 - Preliminary - Play Offs,2025-02-12,2025,KT Rolster,Nongshim RedForce,KT Rolster,Nongshim RedForce,0-3,0,3,1.52,2.63,0.633735,0.366265
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,09 Feb 2025 - Preliminary - Play Offs,2025-02-09,2025,Nongshim RedForce,KRX,Nongshim RedForce,KRX,3-1,3,1,2.19,1.64,0.428198,0.571802
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,08 Feb 2025 - Preliminary - Play Offs,2025-02-08,2025,Hanwha Life,KRX,Hanwha Life Esports,KRX,2-0,2,0,1.13,5.8,0.836941,0.163059
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,08 Feb 2025 - Preliminary - Play Offs,2025-02-08,2025,T1,Nongshim RedForce,T1,Nongshim RedForce,2-0,2,0,1.09,7.34,0.8707,0.1293
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,07 Feb 2025 - Preliminary - Play Offs,2025-02-07,2025,Nongshim RedForce,OKSavingsBank Brion,Nongshim RedForce,HANJIN BRION,2-0,2,0,1.62,2.46,0.602941,0.397059
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,07 Feb 2025 - Preliminary - Play Offs,2025-02-07,2025,KRX,DN SOOPers,KRX,DN SOOPers,2-0,2,0,1.8,2.16,0.545455,0.454545
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,02 Feb 2025 - Preliminary,2025-02-02,2025,Nongshim RedForce,FearX,Nongshim RedForce,BNK FEARX,2-0,2,0,1.73,2.3,0.57072,0.42928
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,01 Feb 2025 - Preliminary,2025-02-01,2025,OKSavingsBank Brion,Dplus Kia,HANJIN BRION,Dplus Kia,1-2,1,2,5.5,1.15,0.172932,0.827068
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,01 Feb 2025 - Preliminary,2025-02-01,2025,T1,Gen.G,T1,Gen.G,2-1,2,1,2.8,1.41,0.334917,0.665083
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,31 Jan 2025 - Preliminary,2025-01-31,2025,KRX,Hanwha Life,KRX,Hanwha Life Esports,0-2,0,2,5.8,1.14,0.164265,0.835735
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,31 Jan 2025 - Preliminary,2025-01-31,2025,DN SOOPers,KT Rolster,DN SOOPers,KT Rolster,1-2,1,2,3.38,1.4,0.292887,0.707113
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,26 Jan 2025 - Preliminary,2025-01-26,2025,KT Rolster,OKSavingsBank Brion,KT Rolster,HANJIN BRION,2-0,2,0,1.42,2.87,0.668998,0.331002
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,26 Jan 2025 - Preliminary,2025-01-26,2025,T1,Nongshim RedForce,T1,Nongshim RedForce,2-0,2,0,1.14,5.5,0.828313,0.171687
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,25 Jan 2025 - Preliminary,2025-01-25,2025,Gen.G,DN SOOPers,Gen.G,DN SOOPers,2-0,2,0,1.08,7.0,0.866337,0.133663
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,25 Jan 2025 - Preliminary,2025-01-25,2025,Hanwha Life,Dplus Kia,Hanwha Life Esports,Dplus Kia,1-2,1,2,1.54,2.7,0.636792,0.363208
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,24 Jan 2025 - Preliminary,2025-01-24,2025,T1,KT Rolster,T1,KT Rolster,2-1,2,1,1.38,3.0,0.684932,0.315068
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,24 Jan 2025 - Preliminary,2025-01-24,2025,KRX,FearX,KRX,BNK FEARX,2-1,2,1,2.24,1.62,0.419689,0.580311
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,23 Jan 2025 - Preliminary,2025-01-23,2025,Hanwha Life,Nongshim RedForce,Hanwha Life Esports,Nongshim RedForce,2-0,2,0,1.06,8.0,0.883002,0.116998
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,23 Jan 2025 - Preliminary,2025-01-23,2025,OKSavingsBank Brion,Gen.G,HANJIN BRION,Gen.G,2-0,2,0,11.0,1.03,0.085619,0.914381
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,22 Jan 2025 - Preliminary,2025-01-22,2025,DN SOOPers,KRX,DN SOOPers,KRX,1-2,1,2,1.36,3.1,0.695067,0.304933
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,22 Jan 2025 - Preliminary,2025-01-22,2025,Dplus Kia,FearX,Dplus Kia,BNK FEARX,2-1,2,1,1.1,6.5,0.855263,0.144737
LCK,4,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/4/,19 Jan 2025 - Preliminary,2025-01-19,2025,FearX,Gen.G,BNK FEARX,Gen.G,0-2,0,2,13.6,1.04,0.071038,0.928962
LCK,5,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/5/,19 Jan 2025 - Preliminary,2025-01-19,2025,KT Rolster,Hanwha Life,KT Rolster,Hanwha Life Esports,0-2,0,2,5.0,1.17,0.189627,0.810373
LCK,5,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/5/,18 Jan 2025 - Preliminary,2025-01-18,2025,KRX,T1,KRX,T1,0-2,0,2,8.5,1.06,0.110879,0.889121
LCK,5,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/5/,18 Jan 2025 - Preliminary,2025-01-18,2025,Dplus Kia,DN SOOPers,Dplus Kia,DN SOOPers,2-0,2,0,1.33,3.4,0.718816,0.281184
LCK,5,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/5/,17 Jan 2025 - Preliminary,2025-01-17,2025,Nongshim RedForce,OKSavingsBank Brion,Nongshim RedForce,HANJIN BRION,2-0,2,0,1.52,2.55,0.626536,0.373464
LCK,5,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/5/,17 Jan 2025 - Preliminary,2025-01-17,2025,Gen.G,Hanwha Life,Gen.G,Hanwha Life Esports,2-0,2,0,1.58,2.36,0.598985,0.401015
LCK,5,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/5/,16 Jan 2025 - Preliminary,2025-01-16,2025,Dplus Kia,T1,Dplus Kia,T1,2-1,2,1,3.1,1.32,0.298643,0.701357
LCK,5,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/5/,16 Jan 2025 - Preliminary,2025-01-16,2025,FearX,KT Rolster,BNK FEARX,KT Rolster,1-2,1,2,4.47,1.22,0.214411,0.785589
LCK,5,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/5/,15 Jan 2025 - Preliminary,2025-01-15,2025,DN SOOPers,Nongshim RedForce,DN SOOPers,Nongshim RedForce,2-1,2,1,1.52,2.63,0.633735,0.366265
LCK,5,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/#/page/5/,15 Jan 2025 - Preliminary,2025-01-15,2025,OKSavingsBank Brion,KRX,HANJIN BRION,KRX,1-2,1,2,1.62,2.24,0.580311,0.419689
