type,quantity,market_ticker,side,entry_price_cents,exit_price_cents,open_fees_cents,close_fees_cents,realized_pnl_without_fees_cents,realized_pnl_with_fees_cents,close_timestamp,open_timestamp
trade,107,KXLOLMAP-26APR131315SHFTGX-1-SHFT,no,71,100,0,0,3103,3103,2026-04-13T14:04:11-04:00,2026-04-13T13:30:21-04:00
trade,26,KXLOLMAP-26APR131315SHFTGX-1-SHFT,no,67,100,0,0,858,858,2026-04-13T14:04:11-04:00,2026-04-13T13:31:20-04:00
trade,2,KXLOLMAP-26APR131315SHFTGX-1-SHFT,no,67,100,0,0,66,66,2026-04-13T14:04:11-04:00,2026-04-13T13:31:21-04:00
trade,472,KXLOLMAP-26APR131315SHFTGX-1-SHFT,no,67,100,0,0,15576,15576,2026-04-13T14:04:11-04:00,2026-04-13T13:31:24-04:00
trade,6,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,68,100,0,0,192,192,2026-04-13T14:58:23-04:00,2026-04-13T14:02:01-04:00
trade,2,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,68,100,0,0,64,64,2026-04-13T14:58:23-04:00,2026-04-13T14:02:35-04:00
trade,30,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,68,100,0,0,960,960,2026-04-13T14:58:23-04:00,2026-04-13T14:03:05-04:00
trade,220,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,68,100,0,0,7040,7040,2026-04-13T14:58:23-04:00,2026-04-13T14:06:28-04:00
trade,67,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,68,100,0,0,2144,2144,2026-04-13T14:58:23-04:00,2026-04-13T14:07:51-04:00
trade,31,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,68,100,0,0,992,992,2026-04-13T14:58:23-04:00,2026-04-13T14:17:05-04:00
trade,14,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,68,100,0,0,448,448,2026-04-13T14:58:23-04:00,2026-04-13T14:18:48-04:00
trade,32,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,68,100,0,0,1024,1024,2026-04-13T14:58:23-04:00,2026-04-13T14:19:13-04:00
trade,53,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,68,100,0,0,1696,1696,2026-04-13T14:58:23-04:00,2026-04-13T14:19:17-04:00
trade,35,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,68,100,0,0,1120,1120,2026-04-13T14:58:23-04:00,2026-04-13T14:19:26-04:00
trade,35,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,68,100,0,0,1120,1120,2026-04-13T14:58:23-04:00,2026-04-13T14:19:26-04:00
trade,35,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,68,100,0,0,1120,1120,2026-04-13T14:58:23-04:00,2026-04-13T14:19:39-04:00
trade,35,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,68,100,0,0,1120,1120,2026-04-13T14:58:23-04:00,2026-04-13T14:19:39-04:00
trade,496,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,68,100,0,0,15872,15872,2026-04-13T14:58:23-04:00,2026-04-13T14:19:42-04:00
trade,234,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,68,100,0,0,7488,7488,2026-04-13T14:58:23-04:00,2026-04-13T14:19:42-04:00
trade,176,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,65,100,0,0,6160,6160,2026-04-13T14:58:23-04:00,2026-04-13T14:22:14-04:00
trade,238,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,65,100,0,0,8330,8330,2026-04-13T14:58:23-04:00,2026-04-13T14:22:29-04:00
trade,16,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,65,100,0,0,560,560,2026-04-13T14:58:23-04:00,2026-04-13T14:23:06-04:00
trade,570,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,65,100,0,0,19950,19950,2026-04-13T14:58:23-04:00,2026-04-13T14:23:12-04:00
trade,262,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,66,100,0,0,8908,8908,2026-04-13T14:58:23-04:00,2026-04-13T14:25:06-04:00
trade,80,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,66,100,0,0,2720,2720,2026-04-13T14:58:23-04:00,2026-04-13T14:26:17-04:00
trade,54,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,66,100,0,0,1836,1836,2026-04-13T14:58:23-04:00,2026-04-13T14:26:33-04:00
trade,74,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,97,100,16,0,222,206,2026-04-13T14:58:23-04:00,2026-04-13T14:50:39-04:00
trade,29,KXLOLMAP-26APR131315SHFTGX-2-SHFT,no,97,100,5,0,87,82,2026-04-13T14:58:23-04:00,2026-04-13T14:50:39-04:00
trade,244,KXLOLMAP-26APR160600HLEDNF-2-DNF,no,74,100,0,0,6344,6344,2026-04-16T07:43:34-04:00,2026-04-16T07:04:45-04:00
trade,28,KXLOLMAP-26APR160700BLGTES-1-BLG,no,67,100,0,0,924,924,2026-04-16T08:14:34-04:00,2026-04-16T07:51:04-04:00
trade,4,KXLOLMAP-26APR160700BLGTES-1-BLG,no,80,100,0,0,80,80,2026-04-16T08:14:34-04:00,2026-04-16T07:52:37-04:00
trade,100,KXLOLMAP-26APR160700BLGTES-1-BLG,no,83,100,0,0,1700,1700,2026-04-16T08:14:34-04:00,2026-04-16T07:55:23-04:00
trade,100,KXLOLMAP-26APR160700BLGTES-1-BLG,no,83,100,0,0,1700,1700,2026-04-16T08:14:34-04:00,2026-04-16T08:01:34-04:00
trade,426,KXLOLMAP-26APR160700BLGTES-2-TES,no,68,0,0,0,-28968,-28968,2026-04-16T09:08:14-04:00,2026-04-16T08:14:33-04:00
trade,32,KXLOLMAP-26APR160700BLGTES-2-TES,no,68,0,0,0,-2176,-2176,2026-04-16T09:08:14-04:00,2026-04-16T08:14:41-04:00
trade,46,KXLOLMAP-26APR160700BLGTES-2-TES,no,68,0,0,0,-3128,-3128,2026-04-16T09:08:14-04:00,2026-04-16T08:18:17-04:00
trade,25,KXLOLMAP-26APR160700BLGTES-2-TES,no,68,0,0,0,-1700,-1700,2026-04-16T09:08:14-04:00,2026-04-16T08:18:23-04:00
trade,281,KXLOLMAP-26APR160700BLGTES-2-TES,no,66,0,0,0,-18546,-18546,2026-04-16T09:08:14-04:00,2026-04-16T08:20:35-04:00
trade,1000,KXLOLMAP-26APR160700BLGTES-2-TES,no,66,0,0,0,-66000,-66000,2026-04-16T09:08:14-04:00,2026-04-16T08:22:03-04:00
trade,56,KXLOLMAP-26APR160700BLGTES-2-TES,no,64,0,0,0,-3584,-3584,2026-04-16T09:08:14-04:00,2026-04-16T08:28:02-04:00
trade,132,KXLOLMAP-26APR160700BLGTES-2-TES,no,64,0,0,0,-8448,-8448,2026-04-16T09:08:14-04:00,2026-04-16T08:35:21-04:00
credit,0,,,0,0,0,0,5863,5863,2026-05-06T03:10:03-04:00,2026-05-06T03:10:03-04:00
trade,16,KXLOLMAP-26MAY210400HLEFOX-1-HLE,no,21,0,1,0,-342,-343,2026-05-21T05:04:05-04:00,2026-05-21T03:06:23-04:00
trade,29,KXLOLMAP-26MAY210400HLEFOX-1-HLE,no,21,0,0,0,-629,-629,2026-05-21T05:04:05-04:00,2026-05-21T03:52:27-04:00
trade,12,KXLOLMAP-26MAY210400HLEFOX-1-HLE,no,21,0,0,0,-262,-262,2026-05-21T05:04:05-04:00,2026-05-21T03:52:51-04:00
trade,1,KXLOLMAP-26MAY210400HLEFOX-1-HLE,no,21,0,0,0,-21,-21,2026-05-21T05:04:05-04:00,2026-05-21T03:53:29-04:00
trade,25,KXLOLMAP-26MAY210400HLEFOX-1-HLE,no,21,0,0,0,-525,-525,2026-05-21T05:04:05-04:00,2026-05-21T03:53:51-04:00
trade,25,KXLOLMAP-26MAY210400HLEFOX-1-HLE,no,21,0,0,0,-525,-525,2026-05-21T05:04:05-04:00,2026-05-21T03:56:30-04:00
trade,4,KXLOLMAP-26MAY210300BLGWB-2-WB,no,68,0,0,0,-307,-307,2026-05-21T05:04:05-04:00,2026-05-21T03:46:49-04:00
trade,29,KXLOLMAP-26MAY210300BLGWB-2-WB,no,68,0,0,0,-1996,-1996,2026-05-21T05:04:05-04:00,2026-05-21T03:50:43-04:00
trade,8,KXLOLGAME-26MAY210400HLEFOX-HLE,no,12,0,0,0,-107,-107,2026-05-21T06:13:05-04:00,2026-05-21T05:00:03-04:00
trade,60,KXLOLGAME-26MAY210400HLEFOX-HLE,no,12,0,0,0,-720,-720,2026-05-21T06:13:05-04:00,2026-05-21T05:00:03-04:00
trade,388,KXLOLGAME-26MAY210400HLEFOX-HLE,no,12,0,0,0,-4656,-4656,2026-05-21T06:13:05-04:00,2026-05-21T05:00:04-04:00
trade,43,KXLOLGAME-26MAY210400HLEFOX-HLE,no,12,0,1,0,-517,-518,2026-05-21T06:13:05-04:00,2026-05-21T05:00:06-04:00
trade,220,KXSPACEXSTARSHIP-12-26MAY31,yes,83,100,218,0,3744,3526,2026-05-22T19:38:51-04:00,2026-04-13T19:05:34-04:00
trade,7,KXSPACEXSTARSHIP-12-26MAY31,yes,83,100,8,0,135,127,2026-05-22T19:38:51-04:00,2026-04-13T19:05:34-04:00
trade,5,KXSPACEXSTARSHIP-12-26MAY31,yes,83,100,5,0,94,89,2026-05-22T19:38:51-04:00,2026-04-13T19:05:34-04:00
trade,30,KXSPACEXSTARSHIP-12-26MAY31,yes,83,100,29,0,510,481,2026-05-22T19:38:51-04:00,2026-04-13T19:05:34-04:00
trade,1448,KXSPACEXSTARSHIP-12-26MAY31,yes,83,100,1431,0,24622,23191,2026-05-22T19:38:51-04:00,2026-04-13T19:05:34-04:00
trade,9,KXSPACEXSTARSHIP-12-26MAY31,yes,83,100,9,0,153,144,2026-05-22T19:38:51-04:00,2026-04-13T19:05:34-04:00
trade,70,KXLOLGAME-26MAY251100MKOIG2-MKOI,no,73,100,1,0,1903,1902,2026-05-25T15:33:51-04:00,2026-05-25T08:32:28-04:00
trade,35,KXLOLGAME-26MAY251100MKOIG2-MKOI,no,73,100,0,0,951,951,2026-05-25T15:33:51-04:00,2026-05-25T08:41:20-04:00
trade,116,KXLOLGAME-26MAY251100MKOIG2-MKOI,no,73,100,1,0,3140,3139,2026-05-25T15:33:51-04:00,2026-05-25T08:47:05-04:00
trade,17,KXLOLGAME-26MAY251100MKOIG2-MKOI,no,73,100,1,0,475,474,2026-05-25T15:33:51-04:00,2026-05-25T08:50:50-04:00
trade,1760,KXLOLGAME-26MAY251100MKOIG2-MKOI,no,73,100,1,0,47532,47531,2026-05-25T15:33:51-04:00,2026-05-25T08:51:54-04:00
trade,263,KXLOLGAME-26MAY251100MKOIG2-MKOI,no,65,100,1,0,9218,9217,2026-05-25T15:33:51-04:00,2026-05-25T14:26:10-04:00
trade,81,KXLOLGAME-26MAY251100MKOIG2-MKOI,no,65,100,0,0,2869,2869,2026-05-25T15:33:51-04:00,2026-05-25T14:26:10-04:00
trade,327,KXLOLGAME-26MAY251100MKOIG2-MKOI,no,65,100,1,0,11477,11476,2026-05-25T15:33:51-04:00,2026-05-25T14:26:11-04:00
trade,13,KXLOLGAME-26MAY251100MKOIG2-MKOI,no,65,100,0,0,469,469,2026-05-25T15:33:51-04:00,2026-05-25T14:26:13-04:00
trade,512,KXLOLMAP-26MAY270400HLEGEN-2-GEN,no,42,0,874,0,-21504,-22378,2026-05-27T05:48:21-04:00,2026-05-27T05:14:06-04:00
trade,100,KXLOLMAP-26MAY270400HLEGEN-2-GEN,no,42,0,170,0,-4200,-4370,2026-05-27T05:48:21-04:00,2026-05-27T05:14:06-04:00
trade,242,KXLOLMAP-26MAY270600DRXFOX-2-DRX,no,53,0,1,0,-12847,-12848,2026-05-27T08:49:21-04:00,2026-05-27T07:57:22-04:00
trade,725,KXLOLMAP-26MAY270600DRXFOX-2-DRX,no,53,0,0,0,-38467,-38467,2026-05-27T08:49:21-04:00,2026-05-27T07:57:33-04:00
trade,20,KXLOLMAP-26MAY270600DRXFOX-2-DRX,no,53,0,1,0,-1102,-1103,2026-05-27T08:49:21-04:00,2026-05-27T08:02:03-04:00
trade,11,KXLOLMAP-26MAY270600DRXFOX-2-DRX,no,53,0,0,0,-584,-584,2026-05-27T08:49:21-04:00,2026-05-27T08:02:30-04:00
trade,2,KXLOLGAME-26MAY280400NSDNF-DNF,yes,21,0,3,0,-42,-45,2026-05-28T13:23:17-04:00,2026-05-27T22:43:33-04:00
