type,quantity,market_ticker,side,entry_price_cents,exit_price_cents,open_fees_cents,close_fees_cents,realized_pnl_without_fees_cents,realized_pnl_with_fees_cents,close_timestamp,open_timestamp
trade,200,KXNBAGAME-26FEB10LACHOU-HOU,yes,73,100,69,0,5400,5331,2026-02-10T22:41:49-05:00,2026-02-10T20:10:03-05:00
trade,100,KXNBAGAME-26FEB10DALPHX-DAL,yes,25,0,33,0,-2500,-2533,2026-02-10T23:28:59-05:00,2026-02-10T21:14:38-05:00
trade,100,KXNBAGAME-26FEB11CHIBOS-CHI,yes,18,0,26,0,-1800,-1826,2026-02-11T21:55:39-05:00,2026-02-11T19:50:21-05:00
trade,92,KXNBAGAME-26FEB11SASGSW-SAS,yes,57,100,40,0,3956,3916,2026-02-12T00:59:09-05:00,2026-02-11T22:44:07-05:00
trade,100,KXNBAGAME-26FEB11SASGSW-SAS,yes,57,100,43,0,4300,4257,2026-02-12T00:59:09-05:00,2026-02-11T22:44:08-05:00
trade,108,KXNBAGAME-26FEB11SASGSW-SAS,yes,57,100,47,0,4644,4597,2026-02-12T00:59:09-05:00,2026-02-11T22:44:08-05:00
trade,100,KXNCAAMBGAME-26FEB12BRYMASSL-BRY,yes,4,0,7,0,-400,-407,2026-02-12T20:14:00-05:00,2026-02-12T19:14:45-05:00
trade,52,KXNCAAMBGAME-26FEB12UMBCME-ME,yes,3,0,3,0,-156,-159,2026-02-12T20:44:40-05:00,2026-02-12T19:16:30-05:00
trade,48,KXNCAAMBGAME-26FEB12UMBCME-ME,yes,3,0,3,0,-144,-147,2026-02-12T20:44:40-05:00,2026-02-12T19:17:00-05:00
trade,100,KXNCAAMBGAME-26FEB12UVMBING-BING,yes,15,0,23,0,-1500,-1523,2026-02-12T20:54:10-05:00,2026-02-12T19:22:52-05:00
trade,71,KXNCAAMBGAME-26FEB12MTUKENN-MTU,yes,19,100,20,0,5751,5731,2026-02-12T21:08:20-05:00,2026-02-12T19:17:39-05:00
trade,29,KXNCAAMBGAME-26FEB12MTUKENN-MTU,yes,19,100,8,0,2349,2341,2026-02-12T21:08:20-05:00,2026-02-12T19:17:44-05:00
trade,30,KXNCAAMBGAME-26FEB12CCSUNHC-NHC,yes,32,0,12,0,-960,-972,2026-02-12T21:33:50-05:00,2026-02-12T19:20:44-05:00
trade,92,KXNBAGAME-26FEB12MILOKC-OKC,yes,72,0,33,0,-6624,-6657,2026-02-12T22:03:00-05:00,2026-02-12T20:13:32-05:00
trade,8,KXNBAGAME-26FEB12MILOKC-OKC,yes,72,0,3,0,-576,-579,2026-02-12T22:03:00-05:00,2026-02-12T20:13:39-05:00
trade,70,KXNBAGAME-26FEB12MILOKC-OKC,yes,37,0,115,0,-2590,-2705,2026-02-12T22:03:00-05:00,2026-02-12T20:37:34-05:00
trade,30,KXNBAGAME-26FEB12MILOKC-OKC,yes,38,0,49,0,-1140,-1189,2026-02-12T22:03:00-05:00,2026-02-12T20:37:34-05:00
trade,700,KXNBAGAME-26FEB12DALLAL-LAL,yes,69,100,263,0,21700,21437,2026-02-13T00:39:00-05:00,2026-02-12T20:59:44-05:00
trade,100,KXNCAAMBGAME-26FEB13CLMBPENN-PENN,yes,55,100,44,0,4500,4456,2026-02-13T21:34:20-05:00,2026-02-13T18:34:50-05:00
trade,50,KXNCAAMBGAME-26FEB13CLMBPENN-PENN,yes,55,100,22,0,2250,2228,2026-02-13T21:34:20-05:00,2026-02-13T18:34:50-05:00
trade,50,KXNCAAMBGAME-26FEB13CLMBPENN-PENN,yes,55,100,22,0,2250,2228,2026-02-13T21:34:20-05:00,2026-02-13T18:38:39-05:00
trade,1000,KXLOLMAP-26FEB14DKGEN-1-GEN,yes,74,100,0,0,26000,26000,2026-02-14T03:43:20-05:00,2026-02-14T02:45:11-05:00
trade,75,KXLOLMAP-26FEB14DKGEN-2-GEN,yes,38,0,0,0,-2850,-2850,2026-02-14T04:53:30-05:00,2026-02-14T04:34:36-05:00
trade,114,KXLOLMAP-26FEB14DKGEN-2-GEN,yes,38,0,0,0,-4332,-4332,2026-02-14T04:53:30-05:00,2026-02-14T04:34:38-05:00
trade,86,KXLOLMAP-26FEB14DKGEN-2-GEN,yes,38,0,0,0,-3268,-3268,2026-02-14T04:53:30-05:00,2026-02-14T04:34:39-05:00
trade,10,KXLOLMAP-26FEB14DKGEN-2-GEN,yes,38,0,0,0,-380,-380,2026-02-14T04:53:30-05:00,2026-02-14T04:34:48-05:00
trade,15,KXLOLMAP-26FEB14DKGEN-2-GEN,yes,38,0,0,0,-570,-570,2026-02-14T04:53:30-05:00,2026-02-14T04:35:04-05:00
trade,1000,KXLOLGAME-26FEB14DKGEN-DK,yes,9,0,0,0,-9000,-9000,2026-02-14T07:32:50-05:00,2026-02-14T02:49:16-05:00
trade,2000,KXLOLGAME-26FEB14DKGEN-GEN,yes,90,100,0,0,20000,20000,2026-02-14T07:32:50-05:00,2026-02-13T19:56:14-05:00
trade,2,KXLOLTOTALMAPS-26FEB14DKGEN-4,no,31,0,3,0,-62,-65,2026-02-14T07:33:00-05:00,2026-02-14T04:23:26-05:00
trade,1,KXLOLTOTALMAPS-26FEB14DKGEN-4,no,34,0,2,0,-34,-36,2026-02-14T07:33:00-05:00,2026-02-14T04:23:26-05:00
trade,2,KXLOLTOTALMAPS-26FEB14DKGEN-4,no,35,0,3,0,-70,-73,2026-02-14T07:33:00-05:00,2026-02-14T04:23:26-05:00
trade,14,KXLOLTOTALMAPS-26FEB14DKGEN-4,no,35,0,23,0,-490,-513,2026-02-14T07:33:00-05:00,2026-02-14T04:23:26-05:00
trade,31,KXLOLTOTALMAPS-26FEB14DKGEN-4,no,36,0,50,0,-1116,-1166,2026-02-14T07:33:00-05:00,2026-02-14T04:23:26-05:00
trade,50,KXLOLTOTALMAPS-26FEB14DKGEN-4,no,37,0,81,0,-1850,-1931,2026-02-14T07:33:00-05:00,2026-02-14T04:23:26-05:00
trade,50,KXLOLGAME-26FEB14DSGSEN-SEN,yes,55,58,0,0,150,150,2026-02-14T08:23:41-05:00,2026-02-14T05:49:44-05:00
trade,100,KXLOLGAME-26FEB14DSGSEN-DSG,yes,64,0,162,0,-6400,-6562,2026-02-14T21:40:30-05:00,2026-02-14T18:49:48-05:00
trade,50,KXLOLGAME-26FEB14DSGSEN-SEN,yes,55,100,0,0,2250,2250,2026-02-14T21:40:30-05:00,2026-02-14T05:49:44-05:00
trade,500,KXLOLMAP-26FEB15FLYC9-1-C9,yes,61,100,0,0,19500,19500,2026-02-15T17:03:30-05:00,2026-02-15T14:53:25-05:00
trade,200,KXLOLMAP-26FEB15FLYC9-1-C9,yes,61,100,0,0,7800,7800,2026-02-15T17:03:30-05:00,2026-02-15T15:54:45-05:00
trade,200,KXLOLMAP-26FEB15FLYC9-1-C9,yes,60,100,0,0,8000,8000,2026-02-15T17:03:30-05:00,2026-02-15T15:55:13-05:00
trade,300,KXLOLMAP-26FEB15FLYC9-1-C9,yes,60,100,0,0,12000,12000,2026-02-15T17:03:30-05:00,2026-02-15T15:56:37-05:00
trade,200,KXLOLMAP-26FEB15FLYC9-1-C9,yes,60,100,0,0,8000,8000,2026-02-15T17:03:30-05:00,2026-02-15T15:59:15-05:00
trade,112,KXLOLMAP-26FEB15FLYC9-2-FLY,yes,35,0,0,0,-3920,-3920,2026-02-15T17:48:10-05:00,2026-02-15T16:41:39-05:00
trade,500,KXLOLGAME-26FEB15FLYC9-FLY,no,75,100,0,0,12500,12500,2026-02-15T19:03:00-05:00,2026-02-15T15:45:25-05:00
trade,18,KXLOLGAME-26FEB15FLYC9-FLY,no,75,100,0,0,450,450,2026-02-15T19:03:00-05:00,2026-02-15T16:00:06-05:00
trade,185,KXLOLGAME-26FEB15FLYC9-FLY,no,75,100,0,0,4625,4625,2026-02-15T19:03:00-05:00,2026-02-15T16:00:08-05:00
trade,4,KXNBAALLSTARMVP-26-KLEO,yes,69,0,6,0,-276,-282,2026-02-15T20:08:30-05:00,2026-02-15T19:13:31-05:00
trade,196,KXNBAALLSTARMVP-26-KLEO,yes,70,0,289,0,-13720,-14009,2026-02-15T20:08:30-05:00,2026-02-15T19:13:31-05:00
trade,14,KXLOLGAME-26FEB16FNCNAVI-FNC,yes,26,0,19,0,-364,-383,2026-02-16T13:02:50-05:00,2026-02-16T11:33:30-05:00
trade,50,KXLOLGAME-26FEB16FNCNAVI-FNC,yes,26,0,68,0,-1300,-1368,2026-02-16T13:02:50-05:00,2026-02-16T11:33:30-05:00
trade,50,KXLOLGAME-26FEB16FNCNAVI-FNC,yes,26,0,67,0,-1300,-1367,2026-02-16T13:02:50-05:00,2026-02-16T11:33:30-05:00
trade,50,KXLOLGAME-26FEB16FNCNAVI-FNC,yes,26,0,67,0,-1300,-1367,2026-02-16T13:02:50-05:00,2026-02-16T11:33:30-05:00
trade,21,KXLOLGAME-26FEB16FNCNAVI-FNC,yes,26,0,29,0,-546,-575,2026-02-16T13:02:50-05:00,2026-02-16T11:33:30-05:00
trade,100,KXLOLGAME-26FEB16FNCNAVI-FNC,yes,26,0,134,0,-2600,-2734,2026-02-16T13:02:50-05:00,2026-02-16T11:33:30-05:00
trade,100,KXLOLGAME-26FEB16FNCNAVI-FNC,yes,26,0,135,0,-2600,-2735,2026-02-16T13:02:50-05:00,2026-02-16T11:33:30-05:00
trade,250,KXLOLGAME-26FEB16FNCNAVI-FNC,yes,26,0,337,0,-6500,-6837,2026-02-16T13:02:50-05:00,2026-02-16T11:33:30-05:00
trade,365,KXLOLGAME-26FEB16FNCNAVI-FNC,yes,27,0,503,0,-9855,-10358,2026-02-16T13:02:50-05:00,2026-02-16T11:33:30-05:00
trade,400,KXLOLGAME-26FEB16FNCNAVI-NAVI,yes,49,100,0,0,20400,20400,2026-02-16T13:02:50-05:00,2026-02-16T05:27:46-05:00
trade,2,KXLOLGAME-26FEB16MKOIVIT-MKOI,yes,56,100,0,0,88,88,2026-02-16T15:46:10-05:00,2026-02-16T01:33:34-05:00
trade,1969,KXLOLGAME-26FEB16MKOIVIT-MKOI,yes,62,100,3248,0,74822,71574,2026-02-16T15:46:10-05:00,2026-02-16T12:14:59-05:00
trade,6,KXLOLGAME-26FEB16MKOIVIT-MKOI,yes,62,100,10,0,228,218,2026-02-16T15:46:10-05:00,2026-02-16T12:14:59-05:00
trade,5,KXLOLGAME-26FEB16MKOIVIT-MKOI,yes,62,100,8,0,190,182,2026-02-16T15:46:10-05:00,2026-02-16T12:14:59-05:00
trade,4,KXLOLGAME-26FEB16MKOIVIT-MKOI,yes,62,100,7,0,152,145,2026-02-16T15:46:10-05:00,2026-02-16T12:14:59-05:00
trade,298,KXLOLGAME-26FEB16MKOIVIT-MKOI,yes,61,100,0,0,11622,11622,2026-02-16T15:46:10-05:00,2026-02-16T12:29:13-05:00
trade,68,KXLOLGAME-26FEB17G2TH-TH,yes,23,0,0,0,-1564,-1564,2026-02-17T12:42:48-05:00,2026-02-16T15:14:53-05:00
trade,82,KXLOLGAME-26FEB17G2TH-TH,yes,21,0,0,0,-1722,-1722,2026-02-17T12:42:48-05:00,2026-02-16T15:55:22-05:00
trade,350,KXLOLGAME-26FEB17G2TH-TH,yes,22,0,0,0,-7700,-7700,2026-02-17T12:42:48-05:00,2026-02-17T10:19:17-05:00
trade,56,KXLOLGAME-26FEB17GXKC-KC,yes,74,100,0,0,1456,1456,2026-02-17T14:52:48-05:00,2026-02-16T15:48:24-05:00
trade,129,KXLOLGAME-26FEB17GXKC-KC,yes,72,100,0,0,3612,3612,2026-02-17T14:52:48-05:00,2026-02-16T17:33:25-05:00
trade,26,KXLOLGAME-26FEB17GXKC-KC,yes,89,100,18,0,286,268,2026-02-17T14:52:48-05:00,2026-02-17T12:54:15-05:00
trade,50,KXLOLGAME-26FEB17GXKC-KC,yes,89,100,35,0,550,515,2026-02-17T14:52:48-05:00,2026-02-17T12:54:15-05:00
trade,21,KXLOLGAME-26FEB17GXKC-KC,yes,90,100,13,0,210,197,2026-02-17T14:52:48-05:00,2026-02-17T12:54:15-05:00
trade,12,KXLOLGAME-26FEB17GXKC-KC,yes,91,100,7,0,108,101,2026-02-17T14:52:48-05:00,2026-02-17T12:54:15-05:00
trade,180,KXLOLGAME-26FEB17GXKC-KC,yes,91,100,103,0,1620,1517,2026-02-17T14:52:48-05:00,2026-02-17T12:54:15-05:00
trade,250,KXLOLGAME-26FEB17GXKC-KC,yes,91,100,143,0,2250,2107,2026-02-17T14:52:48-05:00,2026-02-17T12:54:15-05:00
trade,165,KXLOLGAME-26FEB17GXKC-KC,yes,91,100,95,0,1485,1390,2026-02-17T14:52:48-05:00,2026-02-17T12:54:15-05:00
trade,4000,KXLOLGAME-26FEB17GXKC-KC,yes,91,100,2293,0,36000,33707,2026-02-17T14:52:48-05:00,2026-02-17T12:54:15-05:00
trade,50,KXLOLGAME-26FEB17GXKC-KC,yes,91,100,29,0,450,421,2026-02-17T14:52:48-05:00,2026-02-17T12:54:15-05:00
trade,46,KXLOLGAME-26FEB17GXKC-KC,yes,94,100,19,0,276,257,2026-02-17T14:52:48-05:00,2026-02-17T13:37:39-05:00
trade,11,KXLOLGAME-26FEB17GXKC-KC,yes,94,100,4,0,66,62,2026-02-17T14:52:48-05:00,2026-02-17T13:37:39-05:00
trade,43,KXLOLMAP-26FEB20DNFDK-1-DK,yes,60,100,0,0,1720,1720,2026-02-20T03:47:50-05:00,2026-02-20T03:06:00-05:00
trade,28,KXLOLMAP-26FEB20DNFDK-1-DK,yes,82,100,29,0,504,475,2026-02-20T03:47:50-05:00,2026-02-20T03:25:02-05:00
trade,50,KXLOLMAP-26FEB20DNFDK-1-DK,yes,82,100,52,0,900,848,2026-02-20T03:47:50-05:00,2026-02-20T03:25:02-05:00
trade,76,KXLOLMAP-26FEB20DNFDK-2-DK,yes,62,100,0,0,2888,2888,2026-02-20T04:53:00-05:00,2026-02-20T04:04:53-05:00
trade,150,KXLOLMAP-26FEB20DNFDK-2-DK,yes,61,100,0,0,5850,5850,2026-02-20T04:53:00-05:00,2026-02-20T04:06:19-05:00
trade,150,KXLOLMAP-26FEB20DNFDK-2-DK,yes,61,100,0,0,5850,5850,2026-02-20T04:53:00-05:00,2026-02-20T04:06:25-05:00
trade,24,KXLOLMAP-26FEB20DNFDK-2-DK,yes,59,100,0,0,984,984,2026-02-20T04:53:00-05:00,2026-02-20T04:07:08-05:00
trade,200,KXLOLMAP-26FEB20DNFDK-2-DK,yes,61,100,0,0,7800,7800,2026-02-20T04:53:00-05:00,2026-02-20T04:10:28-05:00
trade,200,KXLOLMAP-26FEB20DNFDK-2-DK,yes,60,100,0,0,8000,8000,2026-02-20T04:53:00-05:00,2026-02-20T04:10:58-05:00
trade,100,KXLOLMAP-26FEB20DNFDK-2-DK,yes,59,100,0,0,4100,4100,2026-02-20T04:53:00-05:00,2026-02-20T04:11:19-05:00
trade,100,KXLOLMAP-26FEB20DNFDK-2-DK,yes,67,100,0,0,3300,3300,2026-02-20T04:53:00-05:00,2026-02-20T04:12:56-05:00
trade,100,KXLOLMAP-26FEB20DNFDK-2-DK,yes,74,100,0,0,2600,2600,2026-02-20T04:53:00-05:00,2026-02-20T04:14:01-05:00
trade,100,KXLOLMAP-26FEB20DNFDK-2-DK,yes,64,100,0,0,3600,3600,2026-02-20T04:53:00-05:00,2026-02-20T04:17:14-05:00
trade,75,KXLOLMAP-26FEB20DNFDK-2-DK,yes,80,100,0,0,1500,1500,2026-02-20T04:53:00-05:00,2026-02-20T04:39:48-05:00
trade,25,KXLOLMAP-26FEB20DNFDK-2-DK,yes,80,100,0,0,500,500,2026-02-20T04:53:00-05:00,2026-02-20T04:39:48-05:00
trade,34,KXLOLMAP-26FEB20DNFDK-3-DK,yes,60,0,0,0,-2040,-2040,2026-02-20T05:43:20-05:00,2026-02-20T05:09:07-05:00
trade,100,KXLOLMAP-26FEB20DNFDK-3-DK,yes,63,0,0,0,-6300,-6300,2026-02-20T05:43:20-05:00,2026-02-20T05:13:43-05:00
trade,59,KXLOLMAP-26FEB20DNFDK-3-DK,yes,50,0,0,0,-2950,-2950,2026-02-20T05:43:20-05:00,2026-02-20T05:14:38-05:00
trade,79,KXLOLMAP-26FEB20DNFDK-3-DNF,yes,70,100,0,0,2370,2370,2026-02-20T05:43:20-05:00,2026-02-20T05:18:50-05:00
trade,3,KXLOLMAP-26FEB20DNFDK-3-DNF,yes,70,100,0,0,90,90,2026-02-20T05:43:20-05:00,2026-02-20T05:18:53-05:00
trade,18,KXLOLMAP-26FEB20DNFDK-3-DNF,yes,70,100,0,0,540,540,2026-02-20T05:43:20-05:00,2026-02-20T05:18:55-05:00
trade,59,KXLOLMAP-26FEB20DNFDK-3-DNF,yes,71,100,0,0,1711,1711,2026-02-20T05:43:20-05:00,2026-02-20T05:20:57-05:00
trade,41,KXLOLMAP-26FEB20DNFDK-3-DNF,yes,71,100,0,0,1189,1189,2026-02-20T05:43:20-05:00,2026-02-20T05:20:57-05:00
trade,4,KXLOLMAP-26FEB20DNFDK-3-DNF,yes,57,100,0,0,172,172,2026-02-20T05:43:20-05:00,2026-02-20T05:22:36-05:00
trade,32,KXLOLMAP-26FEB20DNFDK-3-DNF,yes,57,100,0,0,1376,1376,2026-02-20T05:43:20-05:00,2026-02-20T05:23:20-05:00
trade,100,KXLOLMAP-26FEB20DNFDK-3-DNF,yes,66,100,0,0,3400,3400,2026-02-20T05:43:20-05:00,2026-02-20T05:25:47-05:00
trade,150,KXLOLMAP-26FEB20DNFDK-3-DNF,yes,94,100,0,0,900,900,2026-02-20T05:43:20-05:00,2026-02-20T05:32:40-05:00
trade,75,KXLOLMAP-26FEB20DNFDK-3-DNF,yes,94,100,0,0,450,450,2026-02-20T05:43:20-05:00,2026-02-20T05:32:40-05:00
trade,67,KXLOLMAP-26FEB20DNFDK-3-DNF,yes,94,100,0,0,402,402,2026-02-20T05:43:20-05:00,2026-02-20T05:32:46-05:00
trade,8,KXLOLMAP-26FEB20DNFDK-3-DNF,yes,94,100,0,0,48,48,2026-02-20T05:43:20-05:00,2026-02-20T05:32:46-05:00
trade,117,KXLOLMAP-26FEB20DNFDK-3-DNF,yes,90,100,0,0,1170,1170,2026-02-20T05:43:20-05:00,2026-02-20T05:33:48-05:00
trade,7,KXLOLMAP-26FEB20DNFDK-3-DNF,yes,91,100,0,0,63,63,2026-02-20T05:43:20-05:00,2026-02-20T05:34:24-05:00
trade,59,KXLOLMAP-26FEB20DNFDK-3-DNF,yes,91,100,0,0,531,531,2026-02-20T05:43:20-05:00,2026-02-20T05:34:33-05:00
trade,134,KXLOLMAP-26FEB20DNFDK-3-DNF,yes,91,100,0,0,1206,1206,2026-02-20T05:43:20-05:00,2026-02-20T05:34:33-05:00
trade,114,KXLOLMAP-26FEB20DNFDK-3-DNF,yes,97,100,0,0,342,342,2026-02-20T05:43:20-05:00,2026-02-20T05:37:11-05:00
trade,64,KXLOLMAP-26FEB20DNFDK-3-DNF,yes,97,100,0,0,192,192,2026-02-20T05:43:20-05:00,2026-02-20T05:37:30-05:00
trade,100,KXLOLMAP-26FEB20DNFDK-3-DNF,yes,97,100,0,0,300,300,2026-02-20T05:43:20-05:00,2026-02-20T05:37:49-05:00
trade,200,KXLOLTOTALMAPS-26FEB20DNFDK-5,no,60,100,0,0,8000,8000,2026-02-20T07:17:50-05:00,2026-02-20T05:49:46-05:00
trade,100,KXLOLTOTALMAPS-26FEB20DNFDK-5,no,58,100,0,0,4200,4200,2026-02-20T07:17:50-05:00,2026-02-20T05:51:25-05:00
trade,200,KXLOLTOTALMAPS-26FEB20DNFDK-5,no,59,100,0,0,8200,8200,2026-02-20T07:17:50-05:00,2026-02-20T05:56:56-05:00
trade,200,KXLOLTOTALMAPS-26FEB20DNFDK-5,no,57,100,0,0,8600,8600,2026-02-20T07:17:50-05:00,2026-02-20T05:58:44-05:00
trade,200,KXLOLTOTALMAPS-26FEB20DNFDK-5,no,53,100,0,0,9400,9400,2026-02-20T07:17:50-05:00,2026-02-20T06:00:52-05:00
trade,100,KXLOLTOTALMAPS-26FEB20DNFDK-5,no,50,100,0,0,5000,5000,2026-02-20T07:17:50-05:00,2026-02-20T06:10:48-05:00
trade,100,KXLOLTOTALMAPS-26FEB20DNFDK-5,no,29,100,145,0,7100,6955,2026-02-20T07:17:50-05:00,2026-02-20T06:12:56-05:00
trade,13,KXLOLMAP-26FEB20MKOINAVI-2-NAVI,yes,58,0,0,0,-754,-754,2026-02-20T12:33:16-05:00,2026-02-20T11:55:47-05:00
trade,59,KXLOLMAP-26FEB20MKOINAVI-2-NAVI,yes,58,0,0,0,-3422,-3422,2026-02-20T12:33:16-05:00,2026-02-20T11:55:50-05:00
trade,100,KXLOLMAP-26FEB20MKOINAVI-2-NAVI,yes,56,0,0,0,-5600,-5600,2026-02-20T12:33:16-05:00,2026-02-20T11:56:34-05:00
trade,100,KXLOLMAP-26FEB20MKOINAVI-2-NAVI,yes,57,0,0,0,-5700,-5700,2026-02-20T12:33:16-05:00,2026-02-20T11:58:25-05:00
trade,59,KXLOLMAP-26FEB20MKOINAVI-2-NAVI,yes,78,0,0,0,-4602,-4602,2026-02-20T12:33:16-05:00,2026-02-20T12:02:06-05:00
trade,141,KXLOLMAP-26FEB20MKOINAVI-2-NAVI,yes,78,0,0,0,-10998,-10998,2026-02-20T12:33:16-05:00,2026-02-20T12:02:06-05:00
trade,100,KXLOLMAP-26FEB20MKOINAVI-2-NAVI,yes,70,0,0,0,-7000,-7000,2026-02-20T12:33:16-05:00,2026-02-20T12:03:07-05:00
trade,59,KXLOLMAP-26FEB20MKOINAVI-2-NAVI,yes,35,0,0,0,-2065,-2065,2026-02-20T12:33:16-05:00,2026-02-20T12:05:52-05:00
trade,150,KXLOLMAP-26FEB20KCG2-1-G2,yes,85,100,0,0,2250,2250,2026-02-20T13:27:56-05:00,2026-02-20T13:02:35-05:00
trade,50,KXLOLMAP-26FEB20KCG2-1-G2,yes,85,100,0,0,750,750,2026-02-20T13:27:56-05:00,2026-02-20T13:02:42-05:00
trade,50,KXLOLMAP-26FEB20KCG2-1-G2,yes,81,100,0,0,950,950,2026-02-20T13:27:56-05:00,2026-02-20T13:05:21-05:00
trade,50,KXLOLMAP-26FEB20KCG2-1-G2,yes,81,100,0,0,950,950,2026-02-20T13:27:56-05:00,2026-02-20T13:05:26-05:00
trade,100,KXLOLGAME-26FEB20KCG2-G2,yes,69,100,0,0,3100,3100,2026-02-20T15:12:46-05:00,2026-02-20T13:25:22-05:00
trade,72,KXLOLGAME-26FEB20KCG2-G2,yes,69,100,0,0,2232,2232,2026-02-20T15:12:46-05:00,2026-02-20T13:26:43-05:00
trade,23,KXLOLGAME-26FEB20KCG2-G2,yes,69,100,0,0,713,713,2026-02-20T15:12:46-05:00,2026-02-20T13:29:23-05:00
trade,477,KXLOLGAME-26FEB20KCG2-G2,yes,69,100,0,0,14787,14787,2026-02-20T15:12:46-05:00,2026-02-20T13:29:38-05:00
trade,500,KXLOLGAME-26FEB20KCG2-G2,yes,69,100,0,0,15500,15500,2026-02-20T15:12:46-05:00,2026-02-20T13:29:58-05:00
trade,500,KXLOLGAME-26FEB20KCG2-G2,yes,68,100,0,0,16000,16000,2026-02-20T15:12:46-05:00,2026-02-20T13:31:33-05:00
trade,43,KXLOLGAME-26FEB20KCG2-KC,yes,54,0,0,0,-2322,-2322,2026-02-20T15:12:46-05:00,2026-02-20T00:20:36-05:00
trade,50,KXLOLMAP-26FEB20TLDSG-3-TL,yes,62,100,0,0,1900,1900,2026-02-20T18:23:26-05:00,2026-02-20T17:38:04-05:00
trade,50,KXLOLMAP-26FEB20TLDSG-3-TL,yes,62,100,0,0,1900,1900,2026-02-20T18:23:26-05:00,2026-02-20T17:38:04-05:00
trade,50,KXLOLMAP-26FEB20TLDSG-3-TL,yes,75,100,0,0,1250,1250,2026-02-20T18:23:26-05:00,2026-02-20T17:48:30-05:00
trade,24,KXLOLMAP-26FEB20TLDSG-3-TL,yes,87,100,0,0,312,312,2026-02-20T18:23:26-05:00,2026-02-20T17:50:54-05:00
trade,26,KXLOLMAP-26FEB20TLDSG-3-TL,yes,87,100,0,0,338,338,2026-02-20T18:23:26-05:00,2026-02-20T17:50:57-05:00
trade,2,KXLOLMAP-26FEB20TLDSG-3-TL,yes,83,100,0,0,34,34,2026-02-20T18:23:26-05:00,2026-02-20T17:51:51-05:00
trade,48,KXLOLMAP-26FEB20TLDSG-3-TL,yes,83,100,0,0,816,816,2026-02-20T18:23:26-05:00,2026-02-20T17:51:59-05:00
trade,50,KXLOLMAP-26FEB20TLDSG-3-TL,yes,92,100,0,0,400,400,2026-02-20T18:23:26-05:00,2026-02-20T17:53:37-05:00
trade,50,KXLOLMAP-26FEB20TLDSG-3-TL,yes,97,100,0,0,150,150,2026-02-20T18:23:26-05:00,2026-02-20T17:57:48-05:00
trade,50,KXLOLMAP-26FEB20TLDSG-3-TL,yes,96,100,0,0,200,200,2026-02-20T18:23:26-05:00,2026-02-20T17:58:00-05:00
trade,50,KXLOLMAP-26FEB20TLDSG-3-TL,yes,93,100,0,0,350,350,2026-02-20T18:23:26-05:00,2026-02-20T17:58:00-05:00
trade,33,KXLOLMAP-26FEB20TLDSG-3-TL,yes,92,100,0,0,264,264,2026-02-20T18:23:26-05:00,2026-02-20T17:58:25-05:00
trade,17,KXLOLMAP-26FEB20TLDSG-3-TL,yes,92,100,0,0,136,136,2026-02-20T18:23:26-05:00,2026-02-20T17:58:25-05:00
trade,29,KXLOLMAP-26FEB20TLDSG-3-TL,yes,84,100,0,0,464,464,2026-02-20T18:23:26-05:00,2026-02-20T17:59:46-05:00
trade,1,KXLOLMAP-26FEB20TLDSG-3-TL,yes,84,100,0,0,16,16,2026-02-20T18:23:26-05:00,2026-02-20T17:59:46-05:00
trade,30,KXLOLMAP-26FEB20TLDSG-3-TL,yes,39,100,0,0,1830,1830,2026-02-20T18:23:26-05:00,2026-02-20T18:04:43-05:00
trade,1,KXLOLMAP-26FEB20TLDSG-3-TL,yes,73,100,0,0,27,27,2026-02-20T18:23:26-05:00,2026-02-20T18:09:58-05:00
trade,12,KXLOLMAP-26FEB20TLDSG-3-TL,yes,73,100,0,0,324,324,2026-02-20T18:23:26-05:00,2026-02-20T18:09:58-05:00
trade,12,KXLOLMAP-26FEB20TLDSG-3-TL,yes,73,100,0,0,324,324,2026-02-20T18:23:26-05:00,2026-02-20T18:09:58-05:00
trade,5,KXLOLMAP-26FEB20TLDSG-3-TL,yes,73,100,0,0,135,135,2026-02-20T18:23:26-05:00,2026-02-20T18:09:58-05:00
trade,16,KXLOLMAP-26FEB20TLDSG-3-TL,yes,41,100,0,0,944,944,2026-02-20T18:23:26-05:00,2026-02-20T18:13:34-05:00
trade,14,KXLOLMAP-26FEB20TLDSG-3-TL,yes,41,100,0,0,826,826,2026-02-20T18:23:26-05:00,2026-02-20T18:13:34-05:00
trade,5,KXLOLGAME-26FEB20TLDSG-DSG,yes,36,0,0,0,-180,-180,2026-02-20T19:02:56-05:00,2026-02-19T16:09:58-05:00
trade,1,KXLOLGAME-26FEB20TLDSG-TL,yes,67,100,0,0,33,33,2026-02-20T19:02:56-05:00,2026-02-20T16:21:10-05:00
trade,99,KXLOLGAME-26FEB20TLDSG-TL,yes,67,100,0,0,3267,3267,2026-02-20T19:02:56-05:00,2026-02-20T16:21:25-05:00
trade,4,KXLOLGAME-26FEB20TLDSG-TL,yes,73,100,0,0,108,108,2026-02-20T19:02:56-05:00,2026-02-20T16:28:39-05:00
trade,2,KXLOLGAME-26FEB20TLDSG-TL,yes,72,100,0,0,56,56,2026-02-20T19:02:56-05:00,2026-02-20T16:28:39-05:00
