gameid,league,date,time_min,gold_diff,xp_diff,cs_diff,kill_diff,prior_p_blue,blue_wins
LOLTMNT02_356399,LCK,2026-02-19T08:59:02+00:00,25,4653.0,2388.0,11.0,5,0.647045174585876,1
LOLTMNT02_356582,LCK,2026-02-20T08:06:25+00:00,10,344.0,-231.0,-25.0,2,0.470748811849739,0
LOLTMNT02_356582,LCK,2026-02-20T08:06:25+00:00,15,-561.0,-1678.0,-41.0,1,0.470748811849739,0
LOLTMNT02_356582,LCK,2026-02-20T08:06:25+00:00,20,-2448.0,-3510.0,-86.0,1,0.470748811849739,0
LOLTMNT02_356582,LCK,2026-02-20T08:06:25+00:00,25,-979.0,-1806.0,-83.0,3,0.470748811849739,0
LOLTMNT02_356609,LCK,2026-02-20T11:02:23+00:00,10,1788.0,962.0,14.0,2,0.507610465050502,0
LOLTMNT02_356609,LCK,2026-02-20T11:02:23+00:00,15,645.0,-894.0,-12.0,1,0.507610465050502,0
LOLTMNT02_356609,LCK,2026-02-20T11:02:23+00:00,20,489.0,-1462.0,-17.0,0,0.507610465050502,0
LOLTMNT02_356609,LCK,2026-02-20T11:02:23+00:00,25,-1320.0,-5515.0,-11.0,-2,0.507610465050502,0
LOLTMNT02_356695,LCK,2026-02-21T08:08:52+00:00,10,-325.0,992.0,23.0,-1,0.857653502333491,1
LOLTMNT02_356695,LCK,2026-02-21T08:08:52+00:00,15,560.0,1080.0,5.0,0,0.857653502333491,1
LOLTMNT02_356695,LCK,2026-02-21T08:08:52+00:00,20,1680.0,1490.0,9.0,0,0.857653502333491,1
LOLTMNT02_356695,LCK,2026-02-21T08:08:52+00:00,25,1646.0,855.0,26.0,-1,0.857653502333491,1
LOLTMNT02_356711,LCK,2026-02-21T10:03:38+00:00,10,385.0,935.0,23.0,1,0.867063867498977,0
LOLTMNT02_356711,LCK,2026-02-21T10:03:38+00:00,15,627.0,1549.0,29.0,1,0.867063867498977,0
LOLTMNT02_356711,LCK,2026-02-21T10:03:38+00:00,20,172.0,1622.0,54.0,-1,0.867063867498977,0
LOLTMNT02_356711,LCK,2026-02-21T10:03:38+00:00,25,-1494.0,-2056.0,66.0,-4,0.867063867498977,0
LOLTMNT02_356869,LCK,2026-02-22T08:08:41+00:00,10,685.0,293.0,12.0,0,0.352734158065657,0
LOLTMNT02_356869,LCK,2026-02-22T08:08:41+00:00,15,-280.0,115.0,20.0,-1,0.352734158065657,0
LOLTMNT02_356869,LCK,2026-02-22T08:08:41+00:00,20,-3847.0,-1563.0,30.0,-4,0.352734158065657,0
LOLTMNT02_356869,LCK,2026-02-22T08:08:41+00:00,25,-3837.0,-2638.0,0.0,-5,0.352734158065657,0
LOLTMNT02_356875,LCK,2026-02-22T09:08:21+00:00,10,828.0,-73.0,-17.0,2,0.33847930624325,0
LOLTMNT02_356875,LCK,2026-02-22T09:08:21+00:00,15,-498.0,-130.0,-38.0,0,0.33847930624325,0
LOLTMNT02_356875,LCK,2026-02-22T09:08:21+00:00,20,-2562.0,-2324.0,-62.0,-4,0.33847930624325,0
LOLTMNT02_356875,LCK,2026-02-22T09:08:21+00:00,25,-12003.0,-9946.0,-86.0,-13,0.33847930624325,0
LOLTMNT02_356881,LCK,2026-02-22T10:01:38+00:00,10,1117.0,-246.0,-9.0,0,0.789862943132943,0
LOLTMNT02_356881,LCK,2026-02-22T10:01:38+00:00,15,1781.0,1115.0,-20.0,2,0.789862943132943,0
LOLTMNT02_356881,LCK,2026-02-22T10:01:38+00:00,20,3789.0,856.0,-19.0,2,0.789862943132943,0
LOLTMNT02_356881,LCK,2026-02-22T10:01:38+00:00,25,3283.0,1202.0,-38.0,2,0.789862943132943,0
LOLTMNT02_356890,LCK,2026-02-22T12:02:50+00:00,10,-601.0,41.0,-18.0,0,0.381810365083049,1
LOLTMNT02_356890,LCK,2026-02-22T12:02:50+00:00,15,-802.0,44.0,-24.0,0,0.381810365083049,1
LOLTMNT02_356890,LCK,2026-02-22T12:02:50+00:00,20,930.0,849.0,-23.0,2,0.381810365083049,1
LOLTMNT02_356890,LCK,2026-02-22T12:02:50+00:00,25,1431.0,-1393.0,2.0,1,0.381810365083049,1
LOLTMNT02_360177,LCK,2026-02-28T08:23:00+00:00,10,-1650.0,-725.0,-26.0,-2,0.613381070754352,0
LOLTMNT02_360177,LCK,2026-02-28T08:23:00+00:00,15,-1455.0,-531.0,-25.0,-2,0.613381070754352,0
LOLTMNT02_360177,LCK,2026-02-28T08:23:00+00:00,20,-4341.0,-1764.0,-58.0,-3,0.613381070754352,0
LOLTMNT02_360177,LCK,2026-02-28T08:23:00+00:00,25,-10904.0,-10146.0,-105.0,-7,0.613381070754352,0
LOLTMNT02_360180,LCK,2026-02-28T09:16:16+00:00,10,-824.0,-526.0,-20.0,-2,0.55268641472934,1
LOLTMNT02_360180,LCK,2026-02-28T09:16:16+00:00,15,-733.0,-1604.0,-26.0,-2,0.55268641472934,1
LOLTMNT02_360180,LCK,2026-02-28T09:16:16+00:00,20,1095.0,656.0,-27.0,2,0.55268641472934,1
LOLTMNT02_360180,LCK,2026-02-28T09:16:16+00:00,25,1046.0,1463.0,-53.0,4,0.55268641472934,1
LOLTMNT02_360183,LCK,2026-02-28T10:13:45+00:00,10,976.0,-337.0,-15.0,2,0.576074807095257,1
LOLTMNT02_360183,LCK,2026-02-28T10:13:45+00:00,15,275.0,-253.0,-17.0,1,0.576074807095257,1
LOLTMNT02_360183,LCK,2026-02-28T10:13:45+00:00,20,5428.0,4501.0,7.0,8,0.576074807095257,1
LOLTMNT02_360183,LCK,2026-02-28T10:13:45+00:00,25,6176.0,4739.0,-8.0,10,0.576074807095257,1
LOLTMNT02_360283,LCK,2026-03-01T08:22:46+00:00,10,1682.0,1307.0,15.0,2,0.838619748405415,1
LOLTMNT02_360283,LCK,2026-03-01T08:22:46+00:00,15,545.0,291.0,5.0,1,0.838619748405415,1
LOLTMNT02_360283,LCK,2026-03-01T08:22:46+00:00,20,350.0,-11.0,29.0,0,0.838619748405415,1
LOLTMNT02_360283,LCK,2026-03-01T08:22:46+00:00,25,2285.0,6002.0,60.0,0,0.838619748405415,1
LOLTMNT02_360285,LCK,2026-03-01T09:14:27+00:00,10,-1512.0,109.0,-14.0,-3,0.843270544835578,1
LOLTMNT02_360285,LCK,2026-03-01T09:14:27+00:00,15,-1397.0,95.0,-20.0,-3,0.843270544835578,1
LOLTMNT02_360285,LCK,2026-03-01T09:14:27+00:00,20,2755.0,4098.0,-11.0,2,0.843270544835578,1
LOLTMNT02_360285,LCK,2026-03-01T09:14:27+00:00,25,12090.0,11898.0,31.0,10,0.843270544835578,1
LOLTMNT02_360286,LCK,2026-03-01T10:01:17+00:00,10,880.0,982.0,40.0,0,0.849955189195207,1
LOLTMNT02_360286,LCK,2026-03-01T10:01:17+00:00,15,1923.0,1397.0,58.0,1,0.849955189195207,1
LOLTMNT02_360286,LCK,2026-03-01T10:01:17+00:00,20,2768.0,3660.0,73.0,4,0.849955189195207,1
LOLTMNT02_360286,LCK,2026-03-01T10:01:17+00:00,25,5791.0,7510.0,114.0,7,0.849955189195207,1
LOLTMNT02_374657,LCK,2026-04-01T10:23:34+00:00,10,2078.0,1345.0,56.0,2,0.343582946133122,1
LOLTMNT02_374657,LCK,2026-04-01T10:23:34+00:00,15,3118.0,1759.0,52.0,3,0.343582946133122,1
LOLTMNT02_374657,LCK,2026-04-01T10:23:34+00:00,20,5365.0,3932.0,76.0,5,0.343582946133122,1
LOLTMNT02_374657,LCK,2026-04-01T10:23:34+00:00,25,11816.0,11478.0,68.0,12,0.343582946133122,1
LOLTMNT02_374671,LCK,2026-04-01T11:09:27+00:00,10,1274.0,-585.0,22.0,1,0.376743987824855,1
LOLTMNT02_374671,LCK,2026-04-01T11:09:27+00:00,15,95.0,-1253.0,24.0,0,0.376743987824855,1
LOLTMNT02_374671,LCK,2026-04-01T11:09:27+00:00,20,1836.0,-76.0,4.0,4,0.376743987824855,1
LOLTMNT02_374671,LCK,2026-04-01T11:09:27+00:00,25,1866.0,20.0,22.0,3,0.376743987824855,1
LOLTMNT02_374985,LCK,2026-04-02T08:08:29+00:00,10,2506.0,2506.0,60.0,2,0.389644874579895,1
LOLTMNT02_374985,LCK,2026-04-02T08:08:29+00:00,15,5002.0,3269.0,72.0,3,0.389644874579895,1
LOLTMNT02_374985,LCK,2026-04-02T08:08:29+00:00,20,7645.0,6246.0,109.0,7,0.389644874579895,1
LOLTMNT02_374985,LCK,2026-04-02T08:08:29+00:00,25,6002.0,7134.0,87.0,5,0.389644874579895,1
LOLTMNT02_374997,LCK,2026-04-02T09:03:28+00:00,10,331.0,318.0,-7.0,1,0.415343516786382,1
LOLTMNT02_374997,LCK,2026-04-02T09:03:28+00:00,15,2645.0,3056.0,38.0,3,0.415343516786382,1
LOLTMNT02_374997,LCK,2026-04-02T09:03:28+00:00,20,6557.0,6034.0,33.0,8,0.415343516786382,1
LOLTMNT02_375568,LCK,2026-04-01T08:11:43+00:00,10,-1983.0,-888.0,-12.0,-3,0.2184698612856,0
LOLTMNT02_375568,LCK,2026-04-01T08:11:43+00:00,15,-4929.0,-1904.0,-27.0,-5,0.2184698612856,0
LOLTMNT02_375568,LCK,2026-04-01T08:11:43+00:00,20,-5964.0,-2334.0,-48.0,-5,0.2184698612856,0
LOLTMNT02_375568,LCK,2026-04-01T08:11:43+00:00,25,-8683.0,-3922.0,-65.0,-7,0.2184698612856,0
LOLTMNT02_375577,LCK,2026-04-01T09:05:37+00:00,10,-723.0,534.0,17.0,-3,0.869700130267209,1
LOLTMNT02_375577,LCK,2026-04-01T09:05:37+00:00,15,3094.0,2882.0,28.0,2,0.869700130267209,1
LOLTMNT02_375577,LCK,2026-04-01T09:05:37+00:00,20,7286.0,3876.0,20.0,4,0.869700130267209,1
LOLTMNT02_375577,LCK,2026-04-01T09:05:37+00:00,25,6629.0,5113.0,-4.0,4,0.869700130267209,1
LOLTMNT02_376019,LCK,2026-04-02T10:15:16+00:00,10,-396.0,-886.0,-5.0,-1,0.472899452031667,0
LOLTMNT02_376019,LCK,2026-04-02T10:15:16+00:00,15,-1658.0,-2619.0,-18.0,-2,0.472899452031667,0
LOLTMNT02_376019,LCK,2026-04-02T10:15:16+00:00,20,-522.0,-848.0,5.0,-2,0.472899452031667,0
LOLTMNT02_376019,LCK,2026-04-02T10:15:16+00:00,25,1563.0,-461.0,4.0,-1,0.472899452031667,0
LOLTMNT02_376026,LCK,2026-04-02T11:09:57+00:00,10,967.0,-349.0,7.0,1,0.452502206318895,0
LOLTMNT02_376026,LCK,2026-04-02T11:09:57+00:00,15,1800.0,544.0,-5.0,3,0.452502206318895,0
LOLTMNT02_376026,LCK,2026-04-02T11:09:57+00:00,20,-698.0,-2704.0,-9.0,-3,0.452502206318895,0
LOLTMNT02_376026,LCK,2026-04-02T11:09:57+00:00,25,-4933.0,-6456.0,-41.0,-8,0.452502206318895,0
LOLTMNT02_376203,LCK,2026-04-03T08:58:48+00:00,10,341.0,145.0,34.0,-1,0.824281541775046,1
LOLTMNT02_376203,LCK,2026-04-03T08:58:48+00:00,15,3942.0,3060.0,61.0,5,0.824281541775046,1
LOLTMNT02_376203,LCK,2026-04-03T08:58:48+00:00,20,9290.0,6483.0,90.0,10,0.824281541775046,1
LOLTMNT02_376203,LCK,2026-04-03T08:58:48+00:00,25,11146.0,7236.0,110.0,13,0.824281541775046,1
LOLTMNT02_376207,LCK,2026-04-03T09:48:35+00:00,10,1251.0,322.0,41.0,0,0.829503681843181,0
LOLTMNT02_376207,LCK,2026-04-03T09:48:35+00:00,15,-176.0,-947.0,49.0,-2,0.829503681843181,0
LOLTMNT02_376207,LCK,2026-04-03T09:48:35+00:00,20,-995.0,-2494.0,82.0,-4,0.829503681843181,0
LOLTMNT02_376207,LCK,2026-04-03T09:48:35+00:00,25,-1683.0,-2090.0,115.0,-7,0.829503681843181,0
LOLTMNT02_376241,LCK,2026-04-03T11:10:37+00:00,10,763.0,86.0,0.0,1,0.29361752263291,1
LOLTMNT02_376241,LCK,2026-04-03T11:10:37+00:00,15,1289.0,1700.0,28.0,1,0.29361752263291,1
LOLTMNT02_376241,LCK,2026-04-03T11:10:37+00:00,20,4429.0,4401.0,27.0,6,0.29361752263291,1
LOLTMNT02_376241,LCK,2026-04-03T11:10:37+00:00,25,7442.0,6333.0,14.0,7,0.29361752263291,1
LOLTMNT02_376401,LCK,2026-04-04T08:08:38+00:00,10,-303.0,39.0,8.0,0,0.601282006235831,0
LOLTMNT02_376401,LCK,2026-04-04T08:08:38+00:00,15,-798.0,95.0,0.0,0,0.601282006235831,0
LOLTMNT02_376401,LCK,2026-04-04T08:08:38+00:00,20,-3423.0,-851.0,-6.0,-3,0.601282006235831,0
LOLTMNT02_376401,LCK,2026-04-04T08:08:38+00:00,25,-5435.0,1356.0,-49.0,-6,0.601282006235831,0
LOLTMNT02_376413,LCK,2026-04-04T09:08:12+00:00,10,-2568.0,-983.0,-23.0,-4,0.559697526225883,1
LOLTMNT02_376413,LCK,2026-04-04T09:08:12+00:00,15,30.0,1307.0,-19.0,0,0.559697526225883,1
LOLTMNT02_376413,LCK,2026-04-04T09:08:12+00:00,20,1771.0,2384.0,-30.0,3,0.559697526225883,1
LOLTMNT02_376413,LCK,2026-04-04T09:08:12+00:00,25,1804.0,2838.0,-23.0,2,0.559697526225883,1
LOLTMNT02_376440,LCK,2026-04-04T11:29:13+00:00,10,1903.0,928.0,40.0,2,0.780060288652447,1
LOLTMNT02_376440,LCK,2026-04-04T11:29:13+00:00,15,1266.0,36.0,55.0,0,0.780060288652447,1
LOLTMNT02_376440,LCK,2026-04-04T11:29:13+00:00,20,-217.0,-2335.0,36.0,-3,0.780060288652447,1
LOLTMNT02_376440,LCK,2026-04-04T11:29:13+00:00,25,1340.0,792.0,42.0,-3,0.780060288652447,1
LOLTMNT02_376564,LCK,2026-04-05T10:22:53+00:00,10,505.0,674.0,10.0,0,0.845706383105432,1
LOLTMNT02_376564,LCK,2026-04-05T10:22:53+00:00,15,3675.0,3071.0,22.0,5,0.845706383105432,1
LOLTMNT02_376564,LCK,2026-04-05T10:22:53+00:00,20,2835.0,2444.0,44.0,4,0.845706383105432,1
LOLTMNT02_376564,LCK,2026-04-05T10:22:53+00:00,25,8213.0,9918.0,89.0,10,0.845706383105432,1
LOLTMNT02_376566,LCK,2026-04-05T11:13:31+00:00,10,692.0,79.0,-9.0,1,0.849901735295235,1
LOLTMNT02_376566,LCK,2026-04-05T11:13:31+00:00,15,702.0,-82.0,20.0,-1,0.849901735295235,1
LOLTMNT02_376566,LCK,2026-04-05T11:13:31+00:00,20,3414.0,3304.0,40.0,4,0.849901735295235,1
LOLTMNT02_376566,LCK,2026-04-05T11:13:31+00:00,25,4418.0,3431.0,86.0,2,0.849901735295235,1
LOLTMNT02_377156,LCK,2026-04-03T08:10:24+00:00,10,1089.0,-342.0,32.0,1,0.247177268412448,1
LOLTMNT02_377156,LCK,2026-04-03T08:10:24+00:00,15,1321.0,-392.0,40.0,0,0.247177268412448,1
LOLTMNT02_377156,LCK,2026-04-03T08:10:24+00:00,20,3816.0,-257.0,22.0,2,0.247177268412448,1
LOLTMNT02_377156,LCK,2026-04-03T08:10:24+00:00,25,3085.0,4464.0,19.0,2,0.247177268412448,1
LOLTMNT02_377199,LCK,2026-04-03T12:14:25+00:00,10,940.0,961.0,37.0,0,0.784240454761312,0
LOLTMNT02_377199,LCK,2026-04-03T12:14:25+00:00,15,1569.0,1164.0,51.0,-1,0.784240454761312,0
LOLTMNT02_377199,LCK,2026-04-03T12:14:25+00:00,20,1276.0,126.0,41.0,-2,0.784240454761312,0
LOLTMNT02_377199,LCK,2026-04-03T12:14:25+00:00,25,-2965.0,-7124.0,6.0,-5,0.784240454761312,0
LOLTMNT02_377394,LCK,2026-04-04T10:30:33+00:00,10,459.0,462.0,15.0,0,0.76868630107481,1
LOLTMNT02_377394,LCK,2026-04-04T10:30:33+00:00,15,3266.0,1969.0,65.0,1,0.76868630107481,1
LOLTMNT02_377394,LCK,2026-04-04T10:30:33+00:00,20,6757.0,4107.0,97.0,4,0.76868630107481,1
LOLTMNT02_377394,LCK,2026-04-04T10:30:33+00:00,25,8486.0,2789.0,111.0,5,0.76868630107481,1
LOLTMNT02_377509,LCK,2026-04-05T08:10:33+00:00,10,268.0,-281.0,9.0,-1,0.470344450467277,1
LOLTMNT02_377509,LCK,2026-04-05T08:10:33+00:00,15,-2278.0,-2154.0,6.0,-6,0.470344450467277,1
LOLTMNT02_377509,LCK,2026-04-05T08:10:33+00:00,20,-2570.0,-3674.0,-13.0,-5,0.470344450467277,1
LOLTMNT02_377509,LCK,2026-04-05T08:10:33+00:00,25,-681.0,-2880.0,-26.0,-4,0.470344450467277,1
LOLTMNT02_377512,LCK,2026-04-05T09:04:05+00:00,10,1261.0,178.0,21.0,2,0.504306940659312,1
LOLTMNT02_377512,LCK,2026-04-05T09:04:05+00:00,15,2938.0,2300.0,68.0,2,0.504306940659312,1
LOLTMNT02_377512,LCK,2026-04-05T09:04:05+00:00,20,5645.0,5542.0,77.0,4,0.504306940659312,1
LOLTMNT02_377512,LCK,2026-04-05T09:04:05+00:00,25,4161.0,-84.0,63.0,6,0.504306940659312,1
LOLTMNT02_378878,LCS,2026-04-18T20:49:34+00:00,10,711.0,-22.0,12.0,1,0.7429413628039552,1
LOLTMNT02_378878,LCS,2026-04-18T20:49:34+00:00,15,3383.0,3345.0,38.0,4,0.7429413628039552,1
LOLTMNT02_378878,LCS,2026-04-18T20:49:34+00:00,20,6997.0,6742.0,34.0,8,0.7429413628039552,1
LOLTMNT02_378878,LCS,2026-04-18T20:49:34+00:00,25,11681.0,11643.0,15.0,14,0.7429413628039552,1
LOLTMNT02_378891,LCS,2026-04-18T21:34:17+00:00,10,-883.0,-645.0,-31.0,0,0.4608647489422695,0
LOLTMNT02_378891,LCS,2026-04-18T21:34:17+00:00,15,-1982.0,-51.0,-20.0,-2,0.4608647489422695,0
LOLTMNT02_378891,LCS,2026-04-18T21:34:17+00:00,20,-4443.0,-1171.0,-22.0,-4,0.4608647489422695,0
LOLTMNT02_378891,LCS,2026-04-18T21:34:17+00:00,25,-8034.0,-5467.0,-45.0,-8,0.4608647489422695,0
LOLTMNT02_380889,LCS,2026-04-18T20:07:45+00:00,10,956.0,-276.0,13.0,2,0.7429413628039552,1
LOLTMNT02_380889,LCS,2026-04-18T20:07:45+00:00,15,1184.0,205.0,7.0,3,0.7429413628039552,1
LOLTMNT02_380889,LCS,2026-04-18T20:07:45+00:00,20,4561.0,4466.0,19.0,9,0.7429413628039552,1
LOLTMNT02_380889,LCS,2026-04-18T20:07:45+00:00,25,12846.0,13837.0,59.0,17,0.7429413628039552,1
LOLTMNT02_380912,LCS,2026-04-18T22:25:30+00:00,10,-593.0,-2008.0,-40.0,0,0.5391352510577305,0
LOLTMNT02_380912,LCS,2026-04-18T22:25:30+00:00,15,-2439.0,-4109.0,-58.0,-2,0.5391352510577305,0
LOLTMNT02_380912,LCS,2026-04-18T22:25:30+00:00,20,-4138.0,-5702.0,-89.0,-4,0.5391352510577305,0
LOLTMNT02_380912,LCS,2026-04-18T22:25:30+00:00,25,-2290.0,-7092.0,-85.0,-2,0.5391352510577305,0
LOLTMNT02_380920,LCS,2026-04-18T23:15:41+00:00,10,770.0,-41.0,43.0,-1,0.4608647489422695,0
LOLTMNT02_380920,LCS,2026-04-18T23:15:41+00:00,15,1267.0,327.0,23.0,0,0.4608647489422695,0
LOLTMNT02_380920,LCS,2026-04-18T23:15:41+00:00,20,-1854.0,-4259.0,-10.0,-5,0.4608647489422695,0
LOLTMNT02_380920,LCS,2026-04-18T23:15:41+00:00,25,-6488.0,-11568.0,-30.0,-8,0.4608647489422695,0
LOLTMNT02_381269,LCS,2026-04-19T21:49:48+00:00,10,996.0,-317.0,-9.0,1,0.7547475762094149,1
LOLTMNT02_381269,LCS,2026-04-19T21:49:48+00:00,15,691.0,-236.0,-2.0,-1,0.7547475762094149,1
LOLTMNT02_381269,LCS,2026-04-19T21:49:48+00:00,20,1540.0,-894.0,0.0,-2,0.7547475762094149,1
LOLTMNT02_381269,LCS,2026-04-19T21:49:48+00:00,25,1169.0,-1580.0,13.0,-4,0.7547475762094149,1
LOLTMNT02_382276,LCS,2026-04-19T22:55:00+00:00,10,-83.0,546.0,22.0,-1,0.7547475762094149,0
LOLTMNT02_382276,LCS,2026-04-19T22:55:00+00:00,15,138.0,1850.0,52.0,-2,0.7547475762094149,0
LOLTMNT02_382276,LCS,2026-04-19T22:55:00+00:00,20,552.0,1297.0,40.0,-2,0.7547475762094149,0
LOLTMNT02_382276,LCS,2026-04-19T22:55:00+00:00,25,-1686.0,762.0,33.0,-7,0.7547475762094149,0
LOLTMNT02_382280,LCS,2026-04-19T23:52:55+00:00,10,-849.0,-563.0,-22.0,0,0.245252423790585,0
LOLTMNT02_382280,LCS,2026-04-19T23:52:55+00:00,15,-685.0,529.0,-18.0,0,0.245252423790585,0
LOLTMNT02_382280,LCS,2026-04-19T23:52:55+00:00,20,-1995.0,-454.0,-13.0,-3,0.245252423790585,0
LOLTMNT02_382280,LCS,2026-04-19T23:52:55+00:00,25,-6292.0,-6129.0,-13.0,-8,0.245252423790585,0
LOLTMNT02_383148,EWC,2026-04-21T21:06:40+00:00,10,130.0,195.0,-1.0,1,0.6927283204556923,0
LOLTMNT02_383148,EWC,2026-04-21T21:06:40+00:00,15,-330.0,-974.0,-2.0,0,0.6927283204556923,0
LOLTMNT02_383148,EWC,2026-04-21T21:06:40+00:00,20,-2371.0,-4161.0,-6.0,-1,0.6927283204556923,0
LOLTMNT02_383148,EWC,2026-04-21T21:06:40+00:00,25,-5075.0,-10034.0,-36.0,-2,0.6927283204556923,0
LOLTMNT02_383295,LCK,2026-04-22T09:04:09+00:00,10,-1272.0,-876.0,-43.0,0,0.263007351368557,0
LOLTMNT02_383295,LCK,2026-04-22T09:04:09+00:00,15,-3229.0,-1494.0,-53.0,-2,0.263007351368557,0
LOLTMNT02_383295,LCK,2026-04-22T09:04:09+00:00,20,-4489.0,-3770.0,-66.0,-7,0.263007351368557,0
LOLTMNT02_383295,LCK,2026-04-22T09:04:09+00:00,25,-11294.0,-10558.0,-64.0,-14,0.263007351368557,0
LOLTMNT02_383315,LCK,2026-04-22T10:16:00+00:00,10,2226.0,858.0,25.0,3,0.840783078758121,1
LOLTMNT02_383315,LCK,2026-04-22T10:16:00+00:00,15,2001.0,-1763.0,12.0,2,0.840783078758121,1
LOLTMNT02_383315,LCK,2026-04-22T10:16:00+00:00,20,5191.0,502.0,24.0,6,0.840783078758121,1
LOLTMNT02_383315,LCK,2026-04-22T10:16:00+00:00,25,6507.0,-739.0,40.0,6,0.840783078758121,1
LOLTMNT02_384081,EWC,2026-04-21T20:09:41+00:00,10,247.0,-535.0,25.0,-1,0.6927283204556923,0
LOLTMNT02_384081,EWC,2026-04-21T20:09:41+00:00,15,1378.0,1024.0,74.0,-2,0.6927283204556923,0
LOLTMNT02_384081,EWC,2026-04-21T20:09:41+00:00,20,-616.0,-937.0,31.0,-3,0.6927283204556923,0
LOLTMNT02_384081,EWC,2026-04-21T20:09:41+00:00,25,-38.0,3363.0,39.0,-2,0.6927283204556923,0
LOLTMNT02_384269,LCK,2026-04-22T08:04:37+00:00,10,523.0,236.0,-35.0,2,0.271388080664921,0
LOLTMNT02_384269,LCK,2026-04-22T08:04:37+00:00,15,478.0,633.0,-39.0,3,0.271388080664921,0
LOLTMNT02_384269,LCK,2026-04-22T08:04:37+00:00,20,1755.0,3149.0,-29.0,5,0.271388080664921,0
LOLTMNT02_384269,LCK,2026-04-22T08:04:37+00:00,25,2478.0,4645.0,-18.0,6,0.271388080664921,0
LOLTMNT02_384348,LCK,2026-04-22T11:06:38+00:00,10,174.0,234.0,29.0,-1,0.849942269867445,0
LOLTMNT02_384348,LCK,2026-04-22T11:06:38+00:00,15,67.0,-249.0,17.0,-2,0.849942269867445,0
LOLTMNT02_384348,LCK,2026-04-22T11:06:38+00:00,20,858.0,1622.0,0.0,-1,0.849942269867445,0
LOLTMNT02_384348,LCK,2026-04-22T11:06:38+00:00,25,1317.0,3993.0,5.0,-2,0.849942269867445,0
LOLTMNT02_384385,LCK,2026-04-22T12:05:40+00:00,10,-1528.0,-1231.0,-4.0,-3,0.270698272079252,0
LOLTMNT02_384385,LCK,2026-04-22T12:05:40+00:00,15,-229.0,-1335.0,-9.0,-2,0.270698272079252,0
LOLTMNT02_384385,LCK,2026-04-22T12:05:40+00:00,20,913.0,942.0,6.0,-1,0.270698272079252,0
LOLTMNT02_384385,LCK,2026-04-22T12:05:40+00:00,25,-3847.0,-3746.0,-5.0,-4,0.270698272079252,0
LOLTMNT02_384557,EWC,2026-04-22T18:06:55+00:00,10,834.0,-94.0,-7.0,2,0.5580846230162976,0
LOLTMNT02_384557,EWC,2026-04-22T18:06:55+00:00,15,95.0,-863.0,-5.0,0,0.5580846230162976,0
LOLTMNT02_384557,EWC,2026-04-22T18:06:55+00:00,20,-3445.0,-4203.0,-16.0,-3,0.5580846230162976,0
LOLTMNT02_384576,EWC,2026-04-22T18:53:27+00:00,10,1747.0,684.0,21.0,2,0.4419153769837024,1
LOLTMNT02_384576,EWC,2026-04-22T18:53:27+00:00,15,3258.0,180.0,6.0,4,0.4419153769837024,1
LOLTMNT02_384576,EWC,2026-04-22T18:53:27+00:00,20,5421.0,1952.0,11.0,5,0.4419153769837024,1
LOLTMNT02_384576,EWC,2026-04-22T18:53:27+00:00,25,10081.0,8727.0,41.0,9,0.4419153769837024,1
LOLTMNT02_385198,EWC,2026-04-23T18:09:49+00:00,10,-1516.0,-174.0,1.0,-3,0.4702963898298065,1
LOLTMNT02_385198,EWC,2026-04-23T18:09:49+00:00,15,-1866.0,-1350.0,-28.0,-2,0.4702963898298065,1
LOLTMNT02_385198,EWC,2026-04-23T18:09:49+00:00,20,-1629.0,-806.0,-15.0,-3,0.4702963898298065,1
LOLTMNT02_385198,EWC,2026-04-23T18:09:49+00:00,25,1857.0,1577.0,38.0,1,0.4702963898298065,1
LOLTMNT02_385215,EWC,2026-04-23T19:12:40+00:00,10,-1328.0,-1169.0,-9.0,-1,0.4702963898298065,0
LOLTMNT02_385215,EWC,2026-04-23T19:12:40+00:00,15,-80.0,-340.0,18.0,0,0.4702963898298065,0
LOLTMNT02_385215,EWC,2026-04-23T19:12:40+00:00,20,3117.0,374.0,25.0,2,0.4702963898298065,0
LOLTMNT02_385215,EWC,2026-04-23T19:12:40+00:00,25,-1840.0,-6198.0,28.0,-2,0.4702963898298065,0
LOLTMNT02_385252,EWC,2026-04-23T21:47:37+00:00,10,661.0,-543.0,-16.0,2,0.4868736510886494,1
LOLTMNT02_385252,EWC,2026-04-23T21:47:37+00:00,15,2271.0,177.0,-11.0,5,0.4868736510886494,1
LOLTMNT02_385252,EWC,2026-04-23T21:47:37+00:00,20,4442.0,3816.0,16.0,9,0.4868736510886494,1
LOLTMNT02_385252,EWC,2026-04-23T21:47:37+00:00,25,6858.0,8442.0,26.0,11,0.4868736510886494,1
LOLTMNT02_386195,EWC,2026-04-23T20:04:39+00:00,10,-1335.0,-1288.0,0.0,-2,0.5297036101701935,0
LOLTMNT02_386195,EWC,2026-04-23T20:04:39+00:00,15,-605.0,-119.0,-5.0,0,0.5297036101701935,0
LOLTMNT02_386195,EWC,2026-04-23T20:04:39+00:00,20,-2717.0,-900.0,-15.0,0,0.5297036101701935,0
LOLTMNT02_386195,EWC,2026-04-23T20:04:39+00:00,25,-9163.0,-8030.0,-58.0,-5,0.5297036101701935,0
LOLTMNT02_386212,EWC,2026-04-23T20:58:38+00:00,10,1758.0,1404.0,30.0,3,0.4868736510886494,1
