gameid,league,date,time_min,gold_diff,xp_diff,cs_diff,kill_diff,prior_p_blue,blue_wins
LOLTMNT02_349059,LCS,2026-02-07T21:11:32+00:00,20,-3364.0,-2290.0,-36.0,-2,0.3640317396804493,0
LOLTMNT02_349059,LCS,2026-02-07T21:11:32+00:00,25,-10343.0,-13328.0,-89.0,-9,0.3640317396804493,0
LOLTMNT02_350044,LCS,2026-02-07T22:04:16+00:00,10,305.0,1339.0,54.0,-3,0.6359682603195507,0
LOLTMNT02_350044,LCS,2026-02-07T22:04:16+00:00,15,1210.0,1490.0,75.0,-2,0.6359682603195507,0
LOLTMNT02_350044,LCS,2026-02-07T22:04:16+00:00,20,571.0,-463.0,49.0,-3,0.6359682603195507,0
LOLTMNT02_350044,LCS,2026-02-07T22:04:16+00:00,25,-1050.0,-2787.0,46.0,-5,0.6359682603195507,0
LOLTMNT02_350063,LCS,2026-02-07T23:13:38+00:00,10,479.0,-348.0,-22.0,2,0.3640317396804493,1
LOLTMNT02_350063,LCS,2026-02-07T23:13:38+00:00,15,-302.0,-588.0,-34.0,1,0.3640317396804493,1
LOLTMNT02_350063,LCS,2026-02-07T23:13:38+00:00,20,1314.0,1008.0,-17.0,3,0.3640317396804493,1
LOLTMNT02_350063,LCS,2026-02-07T23:13:38+00:00,25,1516.0,896.0,-14.0,3,0.3640317396804493,1
LOLTMNT01_359784,LCK,2026-04-09T08:06:21+00:00,10,-5.0,79.0,24.0,-1,0.550422454738657,0
LOLTMNT01_359784,LCK,2026-04-09T08:06:21+00:00,15,-495.0,-516.0,31.0,-2,0.550422454738657,0
LOLTMNT01_359784,LCK,2026-04-09T08:06:21+00:00,20,-886.0,-2974.0,15.0,-5,0.550422454738657,0
LOLTMNT01_359784,LCK,2026-04-09T08:06:21+00:00,25,-8245.0,-10712.0,-24.0,-12,0.550422454738657,0
LOLTMNT01_359808,LCK,2026-04-09T09:00:11+00:00,10,419.0,550.0,-13.0,2,0.609979117344866,0
LOLTMNT01_359808,LCK,2026-04-09T09:00:11+00:00,15,3361.0,2780.0,16.0,5,0.609979117344866,0
LOLTMNT01_359808,LCK,2026-04-09T09:00:11+00:00,20,4936.0,3396.0,49.0,5,0.609979117344866,0
LOLTMNT01_359808,LCK,2026-04-09T09:00:11+00:00,25,3755.0,3588.0,62.0,4,0.609979117344866,0
LOLTMNT01_359829,LCK,2026-04-09T10:10:03+00:00,10,894.0,-239.0,12.0,1,0.556750115742294,1
LOLTMNT01_359829,LCK,2026-04-09T10:10:03+00:00,15,1334.0,300.0,26.0,1,0.556750115742294,1
LOLTMNT01_359829,LCK,2026-04-09T10:10:03+00:00,20,3878.0,2106.0,13.0,4,0.556750115742294,1
LOLTMNT01_359829,LCK,2026-04-09T10:10:03+00:00,25,2457.0,1458.0,11.0,3,0.556750115742294,1
LOLTMNT01_359892,LCK,2026-04-09T11:25:00+00:00,10,1751.0,1069.0,22.0,3,0.452027216104216,0
LOLTMNT01_359892,LCK,2026-04-09T11:25:00+00:00,15,641.0,-452.0,28.0,0,0.452027216104216,0
LOLTMNT01_359892,LCK,2026-04-09T11:25:00+00:00,20,-1920.0,-4859.0,5.0,-5,0.452027216104216,0
LOLTMNT01_359892,LCK,2026-04-09T11:25:00+00:00,25,229.0,-1383.0,-17.0,-4,0.452027216104216,0
LOLTMNT01_359914,LCK,2026-04-09T12:25:37+00:00,10,-598.0,181.0,35.0,-1,0.69998456113945,1
LOLTMNT01_359914,LCK,2026-04-09T12:25:37+00:00,15,3394.0,2898.0,60.0,5,0.69998456113945,1
LOLTMNT01_359914,LCK,2026-04-09T12:25:37+00:00,20,4612.0,5026.0,92.0,7,0.69998456113945,1
LOLTMNT01_359914,LCK,2026-04-09T12:25:37+00:00,25,3187.0,3188.0,79.0,7,0.69998456113945,1
LOLTMNT01_360022,LCK,2026-04-08T08:06:29+00:00,10,903.0,359.0,28.0,0,0.697423647430652,1
LOLTMNT01_360022,LCK,2026-04-08T08:06:29+00:00,15,2733.0,1564.0,40.0,3,0.697423647430652,1
LOLTMNT01_360022,LCK,2026-04-08T08:06:29+00:00,20,4510.0,2264.0,44.0,4,0.697423647430652,1
LOLTMNT01_360022,LCK,2026-04-08T08:06:29+00:00,25,3082.0,-432.0,14.0,3,0.697423647430652,1
LOLTMNT01_360035,LCK,2026-04-08T09:04:42+00:00,10,2075.0,-326.0,4.0,3,0.713325459525883,1
LOLTMNT01_360035,LCK,2026-04-08T09:04:42+00:00,15,3461.0,443.0,18.0,4,0.713325459525883,1
LOLTMNT01_360035,LCK,2026-04-08T09:04:42+00:00,20,4648.0,237.0,34.0,3,0.713325459525883,1
LOLTMNT01_360035,LCK,2026-04-08T09:04:42+00:00,25,6568.0,5287.0,23.0,5,0.713325459525883,1
LOLTMNT01_360054,LCK,2026-04-08T10:19:02+00:00,10,315.0,1437.0,4.0,1,0.717014020586834,1
LOLTMNT01_360054,LCK,2026-04-08T10:19:02+00:00,15,-1483.0,683.0,-10.0,-1,0.717014020586834,1
LOLTMNT01_360054,LCK,2026-04-08T10:19:02+00:00,20,1088.0,4026.0,10.0,2,0.717014020586834,1
LOLTMNT01_360054,LCK,2026-04-08T10:19:02+00:00,25,5736.0,11940.0,25.0,7,0.717014020586834,1
LOLTMNT01_360067,LCK,2026-04-08T11:07:42+00:00,10,2009.0,1484.0,41.0,2,0.727530650171379,1
LOLTMNT01_360067,LCK,2026-04-08T11:07:42+00:00,15,2059.0,1411.0,48.0,1,0.727530650171379,1
LOLTMNT01_360067,LCK,2026-04-08T11:07:42+00:00,20,5746.0,4414.0,87.0,3,0.727530650171379,1
LOLTMNT01_360067,LCK,2026-04-08T11:07:42+00:00,25,11484.0,12467.0,124.0,8,0.727530650171379,1
LOLTMNT01_361274,LCK,2026-04-10T09:00:46+00:00,10,-42.0,-64.0,7.0,-1,0.7310599974145532,1
LOLTMNT01_361274,LCK,2026-04-10T09:00:46+00:00,15,-639.0,-481.0,13.0,-3,0.7310599974145532,1
LOLTMNT01_361274,LCK,2026-04-10T09:00:46+00:00,20,-1361.0,-1824.0,4.0,-5,0.7310599974145532,1
LOLTMNT01_361274,LCK,2026-04-10T09:00:46+00:00,25,6362.0,5701.0,38.0,3,0.7310599974145532,1
LOLTMNT01_361313,LCK,2026-04-10T10:57:44+00:00,10,1198.0,-146.0,-4.0,1,0.78580510969456,0
LOLTMNT01_361313,LCK,2026-04-10T10:57:44+00:00,15,2323.0,743.0,-5.0,1,0.78580510969456,0
LOLTMNT01_361313,LCK,2026-04-10T10:57:44+00:00,20,1581.0,571.0,17.0,-1,0.78580510969456,0
LOLTMNT01_361313,LCK,2026-04-10T10:57:44+00:00,25,-3524.0,-6461.0,-17.0,-6,0.78580510969456,0
LOLTMNT01_361350,LCK,2026-04-10T11:46:50+00:00,10,750.0,-163.0,-19.0,2,0.357817932873738,0
LOLTMNT01_361350,LCK,2026-04-10T11:46:50+00:00,15,-2690.0,-3459.0,-69.0,-2,0.357817932873738,0
LOLTMNT01_361350,LCK,2026-04-10T11:46:50+00:00,20,-6948.0,-6820.0,-119.0,-6,0.357817932873738,0
LOLTMNT01_361912,LCK,2026-04-11T10:14:53+00:00,10,7.0,423.0,20.0,-1,0.234486913058801,1
LOLTMNT01_361912,LCK,2026-04-11T10:14:53+00:00,15,208.0,424.0,26.0,-1,0.234486913058801,1
LOLTMNT01_361912,LCK,2026-04-11T10:14:53+00:00,20,-1294.0,-3025.0,-18.0,-2,0.234486913058801,1
LOLTMNT01_361912,LCK,2026-04-11T10:14:53+00:00,25,1750.0,771.0,-11.0,1,0.234486913058801,1
LOLTMNT01_361920,LCK,2026-04-11T11:07:33+00:00,10,-1176.0,-634.0,-23.0,-1,0.836363707319957,0
LOLTMNT01_361920,LCK,2026-04-11T11:07:33+00:00,15,-656.0,-900.0,-17.0,-1,0.836363707319957,0
LOLTMNT01_361920,LCK,2026-04-11T11:07:33+00:00,20,-195.0,935.0,-3.0,0,0.836363707319957,0
LOLTMNT01_361920,LCK,2026-04-11T11:07:33+00:00,25,-1080.0,-1616.0,-23.0,-1,0.836363707319957,0
LOLTMNT01_362027,LCK,2026-04-10T08:09:34+00:00,10,-882.0,-928.0,-7.0,-1,0.321596246061143,0
LOLTMNT01_362027,LCK,2026-04-10T08:09:34+00:00,15,-3032.0,-2515.0,-27.0,-4,0.321596246061143,0
LOLTMNT01_362027,LCK,2026-04-10T08:09:34+00:00,20,-2231.0,-1871.0,-30.0,-3,0.321596246061143,0
LOLTMNT01_362027,LCK,2026-04-10T08:09:34+00:00,25,-6492.0,-9880.0,-59.0,-9,0.321596246061143,0
LOLTMNT01_362622,LCK,2026-04-11T08:06:17+00:00,10,-1405.0,791.0,19.0,-2,0.455297767663384,1
LOLTMNT01_362622,LCK,2026-04-11T08:06:17+00:00,15,-2929.0,-674.0,-9.0,-3,0.455297767663384,1
LOLTMNT01_362622,LCK,2026-04-11T08:06:17+00:00,20,-1858.0,956.0,-13.0,-2,0.455297767663384,1
LOLTMNT01_362622,LCK,2026-04-11T08:06:17+00:00,25,-999.0,-1116.0,-25.0,1,0.455297767663384,1
LOLTMNT01_362650,LCK,2026-04-11T08:59:12+00:00,10,-19.0,947.0,20.0,0,0.484673911626616,1
LOLTMNT01_362650,LCK,2026-04-11T08:59:12+00:00,15,1144.0,1826.0,30.0,1,0.484673911626616,1
LOLTMNT01_362650,LCK,2026-04-11T08:59:12+00:00,20,-397.0,837.0,47.0,-1,0.484673911626616,1
LOLTMNT01_362650,LCK,2026-04-11T08:59:12+00:00,25,4158.0,7572.0,70.0,2,0.484673911626616,1
LOLTMNT01_362898,LCS,2026-04-11T20:08:26+00:00,10,1799.0,1364.0,3.0,2,0.6141020342295513,1
LOLTMNT01_362898,LCS,2026-04-11T20:08:26+00:00,15,3230.0,2394.0,-7.0,4,0.6141020342295513,1
LOLTMNT01_362898,LCS,2026-04-11T20:08:26+00:00,20,10782.0,8633.0,11.0,15,0.6141020342295513,1
LOLTMNT01_362898,LCS,2026-04-11T20:08:26+00:00,25,17074.0,16216.0,28.0,23,0.6141020342295513,1
LOLTMNT01_362920,LCS,2026-04-11T21:54:03+00:00,10,-203.0,-118.0,-8.0,0,0.649442695372958,0
LOLTMNT01_362920,LCS,2026-04-11T21:54:03+00:00,15,51.0,518.0,-3.0,0,0.649442695372958,0
LOLTMNT01_362920,LCS,2026-04-11T21:54:03+00:00,20,-1885.0,-2871.0,-46.0,-2,0.649442695372958,0
LOLTMNT01_362920,LCS,2026-04-11T21:54:03+00:00,25,-3032.0,-7733.0,-52.0,-3,0.649442695372958,0
LOLTMNT01_362925,LCS,2026-04-11T22:44:28+00:00,10,-2525.0,-2334.0,-44.0,-3,0.350557304627042,0
LOLTMNT01_362925,LCS,2026-04-11T22:44:28+00:00,15,-1905.0,-620.0,-32.0,-2,0.350557304627042,0
LOLTMNT01_362925,LCS,2026-04-11T22:44:28+00:00,20,-1933.0,-459.0,-57.0,0,0.350557304627042,0
LOLTMNT01_362925,LCS,2026-04-11T22:44:28+00:00,25,-3153.0,-1399.0,-96.0,0,0.350557304627042,0
LOLTMNT01_363148,LCS,2026-04-11T20:55:34+00:00,10,439.0,-147.0,27.0,0,0.6141020342295513,1
LOLTMNT01_363148,LCS,2026-04-11T20:55:34+00:00,15,1528.0,-235.0,41.0,0,0.6141020342295513,1
LOLTMNT01_363148,LCS,2026-04-11T20:55:34+00:00,20,-500.0,-1263.0,49.0,-3,0.6141020342295513,1
LOLTMNT01_363148,LCS,2026-04-11T20:55:34+00:00,25,700.0,-526.0,51.0,-3,0.6141020342295513,1
LOLTMNT01_363170,LCS,2026-04-11T23:40:13+00:00,10,602.0,652.0,-1.0,1,0.649442695372958,1
LOLTMNT01_363170,LCS,2026-04-11T23:40:13+00:00,15,2903.0,3019.0,19.0,3,0.649442695372958,1
LOLTMNT01_363170,LCS,2026-04-11T23:40:13+00:00,20,7178.0,4805.0,45.0,6,0.649442695372958,1
LOLTMNT01_363170,LCS,2026-04-11T23:40:13+00:00,25,5906.0,4634.0,38.0,6,0.649442695372958,1
LOLTMNT01_363354,LCK,2026-04-12T08:56:52+00:00,10,-386.0,-1.0,4.0,-2,0.621898092535772,1
LOLTMNT01_363354,LCK,2026-04-12T08:56:52+00:00,15,-988.0,-189.0,-7.0,-3,0.621898092535772,1
LOLTMNT01_363354,LCK,2026-04-12T08:56:52+00:00,20,2058.0,1726.0,6.0,-1,0.621898092535772,1
LOLTMNT01_363354,LCK,2026-04-12T08:56:52+00:00,25,7457.0,6447.0,22.0,3,0.621898092535772,1
LOLTMNT01_363607,LCS,2026-04-12T22:36:30+00:00,10,164.0,174.0,21.0,0,0.6996881877869797,0
LOLTMNT01_363607,LCS,2026-04-12T22:36:30+00:00,15,78.0,1208.0,49.0,0,0.6996881877869797,0
LOLTMNT01_363607,LCS,2026-04-12T22:36:30+00:00,20,1667.0,2909.0,55.0,2,0.6996881877869797,0
LOLTMNT01_363607,LCS,2026-04-12T22:36:30+00:00,25,2754.0,891.0,62.0,2,0.6996881877869797,0
LOLTMNT01_364097,LCK,2026-04-12T08:05:05+00:00,10,760.0,1187.0,19.0,1,0.595858012935957,1
LOLTMNT01_364097,LCK,2026-04-12T08:05:05+00:00,15,3827.0,3681.0,38.0,5,0.595858012935957,1
LOLTMNT01_364097,LCK,2026-04-12T08:05:05+00:00,20,4433.0,844.0,-8.0,5,0.595858012935957,1
LOLTMNT01_364097,LCK,2026-04-12T08:05:05+00:00,25,1911.0,-3557.0,1.0,3,0.595858012935957,1
LOLTMNT01_364137,LCK,2026-04-12T10:09:24+00:00,10,2293.0,2359.0,21.0,3,0.780711625078784,1
LOLTMNT01_364137,LCK,2026-04-12T10:09:24+00:00,15,4575.0,4069.0,53.0,6,0.780711625078784,1
LOLTMNT01_364137,LCK,2026-04-12T10:09:24+00:00,20,5988.0,5436.0,60.0,9,0.780711625078784,1
LOLTMNT01_364137,LCK,2026-04-12T10:09:24+00:00,25,10696.0,12751.0,53.0,17,0.780711625078784,1
LOLTMNT01_364149,LCK,2026-04-12T10:55:22+00:00,10,-76.0,-256.0,-25.0,1,0.792040744509755,1
LOLTMNT01_364149,LCK,2026-04-12T10:55:22+00:00,15,2155.0,1985.0,1.0,5,0.792040744509755,1
LOLTMNT01_364149,LCK,2026-04-12T10:55:22+00:00,20,4344.0,4828.0,45.0,7,0.792040744509755,1
LOLTMNT01_364149,LCK,2026-04-12T10:55:22+00:00,25,3605.0,4641.0,51.0,6,0.792040744509755,1
LOLTMNT01_364361,LCS,2026-04-12T21:46:22+00:00,10,-558.0,238.0,21.0,-1,0.6996881877869797,1
LOLTMNT01_364361,LCS,2026-04-12T21:46:22+00:00,15,-243.0,75.0,9.0,-1,0.6996881877869797,1
LOLTMNT01_364361,LCS,2026-04-12T21:46:22+00:00,20,1975.0,2340.0,40.0,1,0.6996881877869797,1
LOLTMNT01_364361,LCS,2026-04-12T21:46:22+00:00,25,2108.0,1610.0,44.0,0,0.6996881877869797,1
LOLTMNT01_364374,LCS,2026-04-12T23:30:01+00:00,10,-35.0,624.0,20.0,-1,0.3003118122130203,0
LOLTMNT01_364374,LCS,2026-04-12T23:30:01+00:00,15,-520.0,20.0,20.0,-1,0.3003118122130203,0
LOLTMNT01_364374,LCS,2026-04-12T23:30:01+00:00,20,-2507.0,-1537.0,-11.0,-2,0.3003118122130203,0
LOLTMNT01_364374,LCS,2026-04-12T23:30:01+00:00,25,-1983.0,-3501.0,-11.0,-1,0.3003118122130203,0
LOLTMNT01_365317,EWC,2026-04-14T19:56:18+00:00,10,-506.0,-92.0,-5.0,0,0.4981586583424682,1
LOLTMNT01_365317,EWC,2026-04-14T19:56:18+00:00,15,-37.0,1318.0,17.0,1,0.4981586583424682,1
LOLTMNT01_365317,EWC,2026-04-14T19:56:18+00:00,20,-1974.0,-122.0,-33.0,2,0.4981586583424682,1
LOLTMNT01_365317,EWC,2026-04-14T19:56:18+00:00,25,-3349.0,2309.0,-31.0,-1,0.4981586583424682,1
LOLTMNT01_365358,EWC,2026-04-14T21:57:02+00:00,10,1994.0,939.0,15.0,4,0.5018413416575318,0
LOLTMNT01_365358,EWC,2026-04-14T21:57:02+00:00,15,2797.0,743.0,29.0,5,0.5018413416575318,0
LOLTMNT01_365358,EWC,2026-04-14T21:57:02+00:00,20,1444.0,-2562.0,55.0,2,0.5018413416575318,0
LOLTMNT01_365358,EWC,2026-04-14T21:57:02+00:00,25,-1984.0,-7084.0,77.0,-2,0.5018413416575318,0
LOLTMNT01_365645,EWC,2026-04-15T19:04:00+00:00,10,1251.0,1416.0,13.0,2,0.7549961706739057,1
LOLTMNT01_365645,EWC,2026-04-15T19:04:00+00:00,15,2978.0,2249.0,24.0,3,0.7549961706739057,1
LOLTMNT01_365645,EWC,2026-04-15T19:04:00+00:00,20,3253.0,2175.0,16.0,2,0.7549961706739057,1
LOLTMNT01_365645,EWC,2026-04-15T19:04:00+00:00,25,3703.0,3934.0,55.0,-1,0.7549961706739057,1
LOLTMNT01_365660,EWC,2026-04-15T19:56:19+00:00,10,-284.0,-35.0,3.0,0,0.248824822391505,0
LOLTMNT01_365660,EWC,2026-04-15T19:56:19+00:00,15,-1132.0,-963.0,-3.0,-2,0.248824822391505,0
LOLTMNT01_365660,EWC,2026-04-15T19:56:19+00:00,20,-2381.0,-2305.0,-15.0,-4,0.248824822391505,0
LOLTMNT01_365660,EWC,2026-04-15T19:56:19+00:00,25,-3940.0,-4450.0,-33.0,-6,0.248824822391505,0
LOLTMNT01_365666,EWC,2026-04-15T20:48:59+00:00,10,1329.0,-163.0,1.0,5,0.751175177608495,1
LOLTMNT01_365666,EWC,2026-04-15T20:48:59+00:00,15,2838.0,2372.0,-4.0,10,0.751175177608495,1
LOLTMNT01_365666,EWC,2026-04-15T20:48:59+00:00,20,189.0,-797.0,-35.0,7,0.751175177608495,1
LOLTMNT01_365666,EWC,2026-04-15T20:48:59+00:00,25,-2664.0,-456.0,8.0,7,0.751175177608495,1
LOLTMNT01_365803,LCK,2026-04-16T09:01:02+00:00,10,2024.0,1705.0,65.0,1,0.920215355189547,1
LOLTMNT01_365803,LCK,2026-04-16T09:01:02+00:00,15,2450.0,1712.0,100.0,0,0.920215355189547,1
LOLTMNT01_365803,LCK,2026-04-16T09:01:02+00:00,20,5723.0,4422.0,130.0,2,0.920215355189547,1
LOLTMNT01_365803,LCK,2026-04-16T09:01:02+00:00,25,9774.0,9858.0,171.0,4,0.920215355189547,1
LOLTMNT01_365830,LCK,2026-04-16T11:03:24+00:00,10,-163.0,847.0,16.0,-1,0.822666357379901,1
LOLTMNT01_365830,LCK,2026-04-16T11:03:24+00:00,15,190.0,-702.0,19.0,-3,0.822666357379901,1
LOLTMNT01_365830,LCK,2026-04-16T11:03:24+00:00,20,1151.0,-702.0,21.0,-5,0.822666357379901,1
LOLTMNT01_365830,LCK,2026-04-16T11:03:24+00:00,25,1723.0,-1798.0,32.0,-3,0.822666357379901,1
LOLTMNT01_365961,EWC,2026-04-16T18:09:19+00:00,10,-705.0,-518.0,-35.0,0,0.3296048851489312,0
LOLTMNT01_365961,EWC,2026-04-16T18:09:19+00:00,15,-2707.0,-1892.0,-36.0,-3,0.3296048851489312,0
LOLTMNT01_365961,EWC,2026-04-16T18:09:19+00:00,20,-2544.0,-2797.0,-34.0,-3,0.3296048851489312,0
LOLTMNT01_365961,EWC,2026-04-16T18:09:19+00:00,25,-2697.0,-7036.0,-28.0,-4,0.3296048851489312,0
LOLTMNT01_365986,EWC,2026-04-16T20:49:21+00:00,10,2421.0,1662.0,-9.0,5,0.5396873479597095,1
LOLTMNT01_365986,EWC,2026-04-16T20:49:21+00:00,15,5785.0,2959.0,12.0,7,0.5396873479597095,1
LOLTMNT01_365986,EWC,2026-04-16T20:49:21+00:00,20,10695.0,7233.0,22.0,14,0.5396873479597095,1
LOLTMNT01_365986,EWC,2026-04-16T20:49:21+00:00,25,14381.0,13272.0,66.0,19,0.5396873479597095,1
LOLTMNT01_366087,EWC,2026-04-14T20:55:07+00:00,10,-1236.0,-648.0,-21.0,-2,0.4981586583424682,0
LOLTMNT01_366087,EWC,2026-04-14T20:55:07+00:00,15,369.0,1952.0,-29.0,3,0.4981586583424682,0
LOLTMNT01_366087,EWC,2026-04-14T20:55:07+00:00,20,3461.0,5512.0,1.0,5,0.4981586583424682,0
LOLTMNT01_366087,EWC,2026-04-14T20:55:07+00:00,25,1591.0,3416.0,-35.0,4,0.4981586583424682,0
LOLTMNT01_366395,EWC,2026-04-15T18:07:29+00:00,10,-1541.0,-468.0,7.0,-3,0.2450038293260943,0
LOLTMNT01_366395,EWC,2026-04-15T18:07:29+00:00,15,-1556.0,-434.0,-10.0,-2,0.2450038293260943,0
LOLTMNT01_366395,EWC,2026-04-15T18:07:29+00:00,20,-3047.0,-848.0,-22.0,-2,0.2450038293260943,0
LOLTMNT01_366395,EWC,2026-04-15T18:07:29+00:00,25,193.0,3430.0,-43.0,1,0.2450038293260943,0
LOLTMNT01_366570,LCK,2026-04-16T08:07:45+00:00,10,2111.0,188.0,26.0,2,0.138009406545296,0
LOLTMNT01_366570,LCK,2026-04-16T08:07:45+00:00,15,4040.0,1172.0,39.0,3,0.138009406545296,0
LOLTMNT01_366570,LCK,2026-04-16T08:07:45+00:00,20,2252.0,-1024.0,14.0,1,0.138009406545296,0
LOLTMNT01_366570,LCK,2026-04-16T08:07:45+00:00,25,913.0,-3369.0,-10.0,-1,0.138009406545296,0
LOLTMNT01_366617,LCK,2026-04-16T10:19:53+00:00,10,-2961.0,-2020.0,-45.0,-5,0.292717153206541,0
LOLTMNT01_366617,LCK,2026-04-16T10:19:53+00:00,15,-6639.0,-5196.0,-75.0,-9,0.292717153206541,0
LOLTMNT01_366617,LCK,2026-04-16T10:19:53+00:00,20,-12277.0,-9458.0,-123.0,-15,0.292717153206541,0
LOLTMNT01_366750,EWC,2026-04-16T19:04:10+00:00,10,2207.0,900.0,35.0,1,0.6703951148510687,1
LOLTMNT01_366750,EWC,2026-04-16T19:04:10+00:00,15,4696.0,2868.0,61.0,4,0.6703951148510687,1
LOLTMNT01_366750,EWC,2026-04-16T19:04:10+00:00,20,6297.0,2576.0,81.0,5,0.6703951148510687,1
LOLTMNT01_366750,EWC,2026-04-16T19:04:10+00:00,25,11714.0,10063.0,96.0,13,0.6703951148510687,1
LOLTMNT01_366756,EWC,2026-04-16T19:56:52+00:00,10,-1479.0,-1406.0,-6.0,-2,0.4603126520402905,0
LOLTMNT01_366756,EWC,2026-04-16T19:56:52+00:00,15,-1663.0,-1021.0,-15.0,-3,0.4603126520402905,0
LOLTMNT01_366756,EWC,2026-04-16T19:56:52+00:00,20,-3060.0,-1583.0,-36.0,-2,0.4603126520402905,0
LOLTMNT01_366756,EWC,2026-04-16T19:56:52+00:00,25,-9666.0,-9405.0,-72.0,-8,0.4603126520402905,0
LOLTMNT01_366902,LCK,2026-04-17T12:07:48+00:00,10,3086.0,1840.0,9.0,5,0.716403838302151,0
LOLTMNT01_366902,LCK,2026-04-17T12:07:48+00:00,15,2672.0,97.0,-9.0,4,0.716403838302151,0
LOLTMNT01_366902,LCK,2026-04-17T12:07:48+00:00,20,3390.0,163.0,22.0,4,0.716403838302151,0
LOLTMNT01_366902,LCK,2026-04-17T12:07:48+00:00,25,2814.0,584.0,47.0,4,0.716403838302151,0
LOLTMNT01_367097,LCK,2026-04-17T08:09:20+00:00,10,1400.0,2062.0,9.0,4,0.67333221362689,1
LOLTMNT01_367097,LCK,2026-04-17T08:09:20+00:00,15,3662.0,2627.0,16.0,6,0.67333221362689,1
LOLTMNT01_367097,LCK,2026-04-17T08:09:20+00:00,20,7579.0,5757.0,28.0,9,0.67333221362689,1
LOLTMNT01_367097,LCK,2026-04-17T08:09:20+00:00,25,10811.0,9856.0,6.0,13,0.67333221362689,1
LOLTMNT01_367103,LCK,2026-04-17T08:56:00+00:00,10,-932.0,-1645.0,-34.0,0,0.691378834022177,1
LOLTMNT01_367103,LCK,2026-04-17T08:56:00+00:00,15,-522.0,-1169.0,-33.0,1,0.691378834022177,1
LOLTMNT01_367103,LCK,2026-04-17T08:56:00+00:00,20,-2866.0,-3927.0,-53.0,-1,0.691378834022177,1
LOLTMNT01_367103,LCK,2026-04-17T08:56:00+00:00,25,1408.0,3609.0,-39.0,3,0.691378834022177,1
LOLTMNT01_367128,LCK,2026-04-17T10:18:08+00:00,10,-614.0,313.0,-6.0,-1,0.722075382145096,0
LOLTMNT01_367128,LCK,2026-04-17T10:18:08+00:00,15,-2841.0,-385.0,-3.0,-4,0.722075382145096,0
LOLTMNT01_367128,LCK,2026-04-17T10:18:08+00:00,20,-2363.0,-682.0,27.0,-5,0.722075382145096,0
LOLTMNT01_367128,LCK,2026-04-17T10:18:08+00:00,25,-3695.0,-3629.0,7.0,-5,0.722075382145096,0
LOLTMNT01_367136,LCK,2026-04-17T11:14:57+00:00,10,-1047.0,-8.0,-17.0,0,0.434719295297759,0
LOLTMNT01_367136,LCK,2026-04-17T11:14:57+00:00,15,-1372.0,267.0,-3.0,-1,0.434719295297759,0
LOLTMNT01_367136,LCK,2026-04-17T11:14:57+00:00,20,-2004.0,458.0,-7.0,-2,0.434719295297759,0
LOLTMNT01_367136,LCK,2026-04-17T11:14:57+00:00,25,-4853.0,-6358.0,-6.0,-6,0.434719295297759,0
LOLTMNT01_367338,LCK,2026-04-18T11:10:20+00:00,10,1467.0,1267.0,30.0,2,0.765786881331763,1
LOLTMNT01_367338,LCK,2026-04-18T11:10:20+00:00,15,2530.0,1186.0,36.0,3,0.765786881331763,1
LOLTMNT01_367338,LCK,2026-04-18T11:10:20+00:00,20,5421.0,3262.0,78.0,4,0.765786881331763,1
LOLTMNT01_367338,LCK,2026-04-18T11:10:20+00:00,25,8677.0,8634.0,117.0,5,0.765786881331763,1
LOLTMNT01_367468,LCK,2026-04-19T09:06:05+00:00,10,-1033.0,469.0,2.0,-2,0.703689246423099,1
LOLTMNT01_367468,LCK,2026-04-19T09:06:05+00:00,15,66.0,2069.0,50.0,-2,0.703689246423099,1
LOLTMNT01_367468,LCK,2026-04-19T09:06:05+00:00,20,348.0,1112.0,28.0,-1,0.703689246423099,1
LOLTMNT01_367468,LCK,2026-04-19T09:06:05+00:00,25,1329.0,849.0,43.0,0,0.703689246423099,1
LOLTMNT01_368128,LCK,2026-04-18T08:07:24+00:00,10,212.0,293.0,-6.0,0,0.720026490165557,0
LOLTMNT01_368128,LCK,2026-04-18T08:07:24+00:00,15,-1968.0,-1642.0,-12.0,-4,0.720026490165557,0
LOLTMNT01_368128,LCK,2026-04-18T08:07:24+00:00,20,-6543.0,-6696.0,-39.0,-11,0.720026490165557,0
LOLTMNT01_368128,LCK,2026-04-18T08:07:24+00:00,25,-7954.0,-7426.0,0.0,-13,0.720026490165557,0
LOLTMNT01_368133,LCK,2026-04-18T09:00:18+00:00,10,-307.0,-353.0,-29.0,1,0.436094058235816,1
LOLTMNT01_368133,LCK,2026-04-18T09:00:18+00:00,15,401.0,-201.0,-30.0,3,0.436094058235816,1
LOLTMNT01_368133,LCK,2026-04-18T09:00:18+00:00,20,1705.0,873.0,-32.0,5,0.436094058235816,1
LOLTMNT01_368133,LCK,2026-04-18T09:00:18+00:00,25,1695.0,1627.0,-38.0,6,0.436094058235816,1
LOLTMNT01_368165,LCK,2026-04-18T10:19:42+00:00,10,-532.0,-119.0,2.0,0,0.365218873002887,0
LOLTMNT01_368165,LCK,2026-04-18T10:19:42+00:00,15,-3376.0,-2299.0,-48.0,-2,0.365218873002887,0
LOLTMNT01_368165,LCK,2026-04-18T10:19:42+00:00,20,-4802.0,-3100.0,-60.0,-2,0.365218873002887,0
